dt_s,euler_error_m,rk4_error_m
0.01,24.410127558716173,0.6443208915182456
0.02,51.273368594253604,2.4155266312896746
0.05,142.4897223288503,4.199349670136059
0.1,279.33709634422223,12.076938188135967
0.2,530.2956217021734,29.17088113160682
0.5,1289.164944904754,59.11646864776644
