phase,max_position_drift_m,rms_position_drift_m,max_velocity_drift_m_s,rms_velocity_drift_m_s,max_mass_drift_kg,rms_mass_drift_kg
Phase 1,0.312996152477,0.134718306762,0.0044051958631,0.00258840778982,0.616648457013,0.407369921188
Phase 3,3.04034402312,1.76274949429,0.00821173688831,0.00640533747446,0.0336000149837,0.0147807206165
