trial,label,status,solver_success,mission_success,mission_success_slack,raw_path_ok,path_ok_slack,progress,time_s,downrange_km,ellipsoidal_altitude_km,velocity_m_s,mass_kg,x_m,y_m,z_m
1,nominal,PASS_RAW,1,1,1,1,1,0.13,77.81282445,12.3137781803,18.1779527156,1063.82512987,3259921.45057,-672107.934292,-5713600.4788,2786343.6144
1,nominal,PASS_RAW,1,1,1,1,1,0.133333333333,79.8080250769,13.4236639342,19.1073955484,1101.33025516,3213637.07593,-670271.943945,-5714675.29141,2786714.31916
1,nominal,PASS_RAW,1,1,1,1,1,0.136666666667,81.8032257039,14.6046067195,20.0634973115,1139.73573243,3167352.81509,-668367.533118,-5715782.83059,2787094.12564
1,nominal,PASS_RAW,1,1,1,1,1,0.14,83.7984263308,15.8581135908,21.046388576,1179.03614383,3121068.66864,-666393.157682,-5716923.36256,2787483.0072
1,nominal,PASS_RAW,1,1,1,1,1,0.143333333333,85.7936269577,17.1870232049,22.0567649422,1219.24887531,3074784.64102,-664345.992269,-5718097.8196,2787881.13295
1,nominal,PASS_RAW,1,1,1,1,1,0.146666666667,87.7888275846,18.5909749678,23.0942465025,1260.36145159,3028500.73664,-662226.306506,-5719305.77239,2788288.31784
1,nominal,PASS_RAW,1,1,1,1,1,0.15,89.7840282116,20.0718733851,24.1593589024,1302.38042405,2982216.95631,-660032.188884,-5720547.87909,2788704.68798
1,nominal,PASS_RAW,1,1,1,1,1,0.153333333333,91.7792288385,21.6332741321,25.2532907505,1345.33668894,2935933.30439,-657760.130063,-5721825.58599,2789130.59267
1,nominal,PASS_RAW,1,1,1,1,1,0.156666666667,93.7744294654,23.2758068454,26.376271658,1389.23118716,2889649.78376,-655409.456937,-5723139.11888,2789566.0702
1,nominal,PASS_RAW,1,1,1,1,1,0.16,95.7696300923,25.0022729357,27.5293986648,1434.08838721,2843366.39559,-652977.396143,-5724489.73801,2790011.4517
1,nominal,PASS_RAW,1,1,1,1,1,0.163333333333,97.7648307193,26.8120127233,28.7126072494,1479.90171637,2797083.14424,-650464.535554,-5725877.24412,2790466.69406
1,nominal,PASS_RAW,1,1,1,1,1,0.166666666667,99.7600313462,28.7086117658,29.9274545177,1526.71065923,2750800.03418,-647867.348003,-5727303.39273,2790932.29296
1,nominal,PASS_RAW,1,1,1,1,1,0.17,101.755231973,30.6924215162,31.1744050927,1574.52290214,2704517.07063,-645185.448299,-5728768.57127,2791408.3926
1,nominal,PASS_RAW,1,1,1,1,1,0.173333333333,103.7504326,32.7666420799,32.4550578628,1623.38105908,2658234.26668,-642415.686227,-5730274.5129,2791895.51436
1,nominal,PASS_RAW,1,1,1,1,1,0.176666666667,105.745633227,34.9335239331,33.7707716439,1673.31373975,2611951.62235,-639555.835516,-5731822.61556,2792394.1085
1,nominal,PASS_RAW,1,1,1,1,1,0.18,107.740833854,37.1915956467,35.1215583094,1724.31396256,2565669.14394,-636607.292808,-5733412.63755,2792904.19098
1,nominal,PASS_RAW,1,1,1,1,1,0.183333333333,109.736034481,39.5447300583,36.509534514,1776.43871288,2519386.83975,-633566.256955,-5735046.83444,2793426.47061
1,nominal,PASS_RAW,1,1,1,1,1,0.186666666667,111.731235108,41.9949612259,37.936177811,1829.72741407,2473104.7197,-630430.711757,-5736726.66929,2793961.44938
1,nominal,PASS_RAW,1,1,1,1,1,0.19,113.726435735,44.5440718233,39.4029124933,1884.21942272,2426822.79643,-627198.882149,-5738453.52279,2794509.61314
1,nominal,PASS_RAW,1,1,1,1,1,0.193333333333,115.721636362,47.1933967196,40.911009352,1939.95173945,2380541.08901,-623869.425158,-5740228.58308,2795071.39738
1,nominal,PASS_RAW,1,1,1,1,1,0.196666666667,117.716836988,49.9461738223,42.4625634127,1996.98546522,2334259.6037,-620439.137736,-5742053.98107,2795647.50862
1,nominal,PASS_RAW,1,1,1,1,1,0.2,119.712037615,52.8046496343,44.0593001898,2055.37357841,2287978.35509,-616905.77477,-5743931.39761,2796238.53049
1,nominal,PASS_RAW,1,1,1,1,1,0.203333333333,121.707238242,55.7665646636,45.7009747245,2115.11336482,2241697.36064,-613271.482818,-5745860.25917,2796844.39325
