trial,label,status,solver_success,mission_success,mission_success_slack,raw_path_ok,path_ok_slack,progress,time_s,downrange_km,ellipsoidal_altitude_km,velocity_m_s,mass_kg,x_m,y_m,z_m
2,time_minus,PASS_RAW,1,1,1,1,1,0.52,311.25129781,626.847587544,265.926132324,4635.23903894,769901.859004,39477.819961,-5994534.01403,2855664.59631
2,time_minus,PASS_RAW,1,1,1,1,1,0.523333333333,313.246498437,634.678683961,268.017055761,4646.36931095,766750.483029,48483.2716091,-5996694.10168,2855853.40277
2,time_minus,PASS_RAW,1,1,1,1,1,0.526666666667,315.241699064,642.524951458,270.098627521,4657.57116019,763599.2234,57508.180989,-5998838.85332,2856032.91188
2,time_minus,PASS_RAW,1,1,1,1,1,0.53,317.236899691,650.397633815,272.164069527,4668.89801887,760448.150417,66566.8640078,-6000957.01871,2856196.29751
2,time_minus,PASS_RAW,1,1,1,1,1,0.533333333333,319.232100318,658.292427227,274.216138404,4680.3246316,757297.151277,75653.7184274,-6003053.02737,2856346.24192
2,time_minus,PASS_RAW,1,1,1,1,1,0.536666666667,321.227300945,666.209867957,276.254607492,4691.85645441,754146.27156,84769.3370051,-6005126.41635,2856482.4623
2,time_minus,PASS_RAW,1,1,1,1,1,0.54,323.222501572,674.151455651,278.278726827,4703.50004115,750995.503751,93915.5266228,-6007175.79994,2856604.11197
2,time_minus,PASS_RAW,1,1,1,1,1,0.543333333333,325.217702199,682.114185069,280.290377088,4715.23839251,747844.795814,103088.398698,-6009204.23678,2856713.04539
2,time_minus,PASS_RAW,1,1,1,1,1,0.546666666667,327.212902826,690.102345498,282.28714456,4727.09503828,744694.205322,112293.267884,-6011207.56308,2856806.73207
2,time_minus,PASS_RAW,1,1,1,1,1,0.55,329.208103453,698.112146409,284.271370361,4739.04952401,741543.67941,121525.279941,-6013189.61176,2856887.49502
2,time_minus,PASS_RAW,1,1,1,1,1,0.553333333333,331.20330408,706.145702661,286.241912755,4751.10971075,738393.208927,130787.002179,-6015148.3648,2856954.10768
2,time_minus,PASS_RAW,1,1,1,1,1,0.556666666667,333.198504707,714.203861532,288.198419202,4763.28440118,735242.839443,140079.396425,-6017083.0895,2857006.12071
2,time_minus,PASS_RAW,1,1,1,1,1,0.56,335.193705334,722.286346807,290.141166573,4775.56580318,732092.5095,149402.0218,-6018994.14149,2857043.74729
2,time_minus,PASS_RAW,1,1,1,1,1,0.563333333333,337.188905961,730.391969603,292.07091494,4787.95156298,728942.242055,158753.31543,-6020882.73983,2857067.72734
2,time_minus,PASS_RAW,1,1,1,1,1,0.566666666667,339.184106588,738.523745255,293.98611434,4800.45497818,725792.039886,168136.913002,-6022746.06083,2857076.34012
2,time_minus,PASS_RAW,1,1,1,1,1,0.57,341.179307215,746.676678007,295.889613621,4813.05112267,722641.871489,177546.573577,-6024588.98146,2857072.55012
2,time_minus,PASS_RAW,1,1,1,1,1,0.573333333333,343.174507842,754.857095969,297.7780355,4825.77081178,719491.768892,186989.987723,-6026405.48473,2857052.69706
2,time_minus,PASS_RAW,1,1,1,1,1,0.576666666667,345.169708469,763.065494558,299.651275256,4838.61262378,716341.706535,196467.639686,-6028195.21062,2857016.5576
2,time_minus,PASS_RAW,1,1,1,1,1,0.58,347.164909096,771.290094892,301.515753458,4851.52624541,713191.675121,205965.078334,-6029969.45065,2856971.00005
2,time_minus,PASS_RAW,1,1,1,1,1,0.583333333333,349.160109723,779.545065588,303.363954037,4864.57551756,710041.706739,215499.4952,-6031714.76214,2856907.84552
2,time_minus,PASS_RAW,1,1,1,1,1,0.586666666667,351.15531035,787.825058612,305.198866883,4877.73219047,706891.76259,225064.278464,-6033436.32275,2856830.24119
2,time_minus,PASS_RAW,1,1,1,1,1,0.59,353.150510977,796.130664304,307.020256666,4891.00075084,703741.855493,234660.052772,-6035133.62151,2856737.87735
2,time_minus,PASS_RAW,1,1,1,1,1,0.593333333333,355.145711604,804.462207695,308.82808424,4904.38354772,700591.990991,244287.122298,-6036806.44048,2856630.61743
2,time_minus,PASS_RAW,1,1,1,1,1,0.596666666667,357.140912231,812.819563605,310.622502788,4917.87634512,697442.147784,253945.244451,-6038454.95327,2856508.56747
2,time_minus,PASS_RAW,1,1,1,1,1,0.6,359.136112858,821.203194281,312.403360553,4931.48452721,694292.34531,263634.883175,-6040078.77954,2856371.49658
2,time_minus,PASS_RAW,1,1,1,1,1,0.603333333333,361.131313485,829.613261814,314.170705701,4945.20630352,691142.570216,273356.14362,-6041677.85487,2856219.36185
2,time_minus,PASS_RAW,1,1,1,1,1,0.606666666667,363.126514112,838.049612976,315.924686406,4959.03942147,687992.813954,283108.750346,-6043252.36241,2856052.27716
2,time_minus,PASS_RAW,1,1,1,1,1,0.61,365.121714739,846.513034084,317.665014227,4972.99158889,684843.100291,292893.549716,-6044801.63782,2855869.83681
2,time_minus,PASS_RAW,1,1,1,1,1,0.613333333333,367.116915366,855.005616769,319.390757422,4987.06622017,681693.402658,302712.921246,-6046323.80802,2855670.90006
2,time_minus,PASS_RAW,1,1,1,1,1,0.616666666667,369.112115993,863.520910741,321.105201921,5001.23834934,678543.728592,312559.148621,-6047824.90236,2855459.13774
2,time_minus,PASS_RAW,1,1,1,1,1,0.62,371.10731662,872.065425125,322.805221489,5015.53571676,675394.084146,322439.837052,-6049298.94983,2855230.91501
2,time_minus,PASS_RAW,1,1,1,1,1,0.623333333333,373.102517247,880.637243457,324.491860109,5029.94739683,672244.453969,332352.630626,-6050747.78164,2854987.34691
2,time_minus,PASS_RAW,1,1,1,1,1,0.626666666667,375.097717874,889.237988313,326.164411572,5044.48243512,669094.850499,342299.337313,-6052169.948,2854727.55313
2,time_minus,PASS_RAW,1,1,1,1,1,0.63,377.092918501,897.865790818,327.823897476,5059.13164992,665945.266606,352277.677301,-6053567.23959,2854452.62202
2,time_minus,PASS_RAW,1,1,1,1,1,0.633333333333,379.088119128,906.520185254,329.470609067,5073.8917963,662795.69545,362287.025372,-6054940.11861,2854162.83715
2,time_minus,PASS_RAW,1,1,1,1,1,0.636666666667,381.083319755,915.204874298,331.102870788,5088.7809265,659646.152915,372331.598268,-6056285.24336,2853856.16626
2,time_minus,PASS_RAW,1,1,1,1,1,0.64,383.078520382,923.917144781,332.722087759,5103.78457986,656496.622135,382408.148904,-6057605.16467,2853534.16071
2,time_minus,PASS_RAW,1,1,1,1,1,0.643333333333,385.073721009,932.658330031,334.327683692,5118.90896936,653347.106924,392518.130963,-6058898.68428,2853196.09639
2,time_minus,PASS_RAW,1,1,1,1,1,0.646666666667,387.068921636,941.429912088,335.919093535,5134.16088726,650197.612974,402663.156862,-6060164.52801,2852841.19668
2,time_minus,PASS_RAW,1,1,1,1,1,0.65,389.064122263,950.229427019,337.49754857,5149.52823942,647048.12893,412840.291528,-6061404.97885,2852470.85312
2,time_minus,PASS_RAW,1,1,1,1,1,0.653333333333,391.05932289,959.061377206,339.061040064,5165.03067711,643898.662857,423054.612738,-6062615.98026,2852082.60193
2,time_minus,PASS_RAW,1,1,1,1,1,0.656666666667,393.054523517,967.916669509,340.613858301,5180.63028898,640749.211059,433295.61169,-6063805.84059,2851681.49561
2,time_minus,PASS_RAW,1,1,1,1,1,0.66,395.049724144,976.802661539,342.152678542,5196.356265,637599.768131,443571.637105,-6064967.91038,2851263.494
2,time_minus,PASS_RAW,1,1,1,1,1,0.663333333333,397.044924771,985.723449837,343.675763418,5212.2265356,634450.344681,453887.225886,-6066098.54519,2850826.38471
2,time_minus,PASS_RAW,1,1,1,1,1,0.666666666667,399.040125398,994.668873123,345.187790921,5228.19809195,631300.929987,464230.748492,-6067206.96809,2850375.77484
2,time_minus,PASS_RAW,1,1,1,1,1,0.67,401.035326025,1003.64822347,346.684649223,5244.30909237,628151.525668,474612.642637,-6068284.8179,2849906.58835
2,time_minus,PASS_RAW,1,1,1,1,1,0.673333333333,403.030526652,1012.65912854,348.167522122,5260.54992777,625002.136708,485030.112621,-6069334.29553,2849420.16401
2,time_minus,PASS_RAW,1,1,1,1,1,0.676666666667,405.025727279,1021.69689698,349.638548953,5276.90073658,621852.754617,495477.795913,-6070359.64398,2848919.08264
2,time_minus,PASS_RAW,1,1,1,1,1,0.68,407.020927906,1030.76836585,351.094788151,5293.38965634,618703.384626,505963.279327,-6071354.74734,2848399.63452
2,time_minus,PASS_RAW,1,1,1,1,1,0.683333333333,409.016128533,1039.86975468,352.538011321,5310.00073312,615554.024976,516482.227156,-6072323.05738,2847863.9164
2,time_minus,PASS_RAW,1,1,1,1,1,0.686666666667,411.01132916,1049.003308,353.967298522,5326.74326504,612404.671456,527037.053154,-6073262.57692,2847310.72187
2,time_minus,PASS_RAW,1,1,1,1,1,0.69,413.006529786,1058.17495636,355.380200411,5343.64098695,609255.331017,537634.23636,-6074168.04716,2846736.86388
2,time_minus,PASS_RAW,1,1,1,1,1,0.693333333333,415.001730413,1067.36637513,356.784661292,5360.61891347,606105.996955,548253.343098,-6075055.87644,2846152.30135
2,time_minus,PASS_RAW,1,1,1,1,1,0.696666666667,416.99693104,1076.5956781,358.172976502,5377.75138988,602956.669646,558914.377744,-6075909.89617,2845547.23066
2,time_minus,PASS_RAW,1,1,1,1,1,0.7,418.992131667,1085.86493552,359.544432196,5395.04576996,599807.35311,569619.468406,-6076728.33578,2844920.58192
2,time_minus,PASS_RAW,1,1,1,1,1,0.703333333333,420.987332294,1095.15497819,360.907161261,5412.42440235,596658.041187,580347.412219,-6077528.27717,2844282.71874
2,time_minus,PASS_RAW,1,1,1,1,1,0.706666666667,422.982532921,1104.47988167,362.255289313,5429.94424342,593508.737089,591113.62711,-6078297.20035,2843626.05492
2,time_minus,PASS_RAW,1,1,1,1,1,0.71,424.977733548,1113.84228858,363.587856281,5447.61575441,590359.440113,601920.87374,-6079032.81995,2842949.20893
2,time_minus,PASS_RAW,1,1,1,1,1,0.713333333333,426.972934175,1123.23429511,364.908190671,5465.40768417,587210.147156,612760.414685,-6079742.15991,2842256.44415
2,time_minus,PASS_RAW,1,1,1,1,1,0.716666666667,428.968134802,1132.66220153,366.213765938,5483.34366476,584060.862451,623639.018989,-6080419.6484,2841544.39156
2,time_minus,PASS_RAW,1,1,1,1,1,0.72,430.963335429,1142.12768438,367.504021287,5501.43219554,580911.582018,634558.380582,-6081063.85117,2840812.18709
2,time_minus,PASS_RAW,1,1,1,1,1,0.723333333333,432.958536056,1151.6182457,368.784079096,5519.62190117,577762.305655,645504.88169,-6081685.83628,2840066.53707
2,time_minus,PASS_RAW,1,1,1,1,1,0.726666666667,434.953736683,1161.15133522,370.046961268,5537.98211983,574613.036149,656497.276727,-6082270.18803,2839298.11792
2,time_minus,PASS_RAW,1,1,1,1,1,0.73,436.94893731,1170.71523456,371.297489378,5556.46749967,571463.769397,667522.809772,-6082827.30371,2838513.22616
2,time_minus,PASS_RAW,1,1,1,1,1,0.733333333333,438.944137937,1180.31105676,372.535237532,5575.0808267,568314.507126,678582.613077,-6083356.1891,2837711.26716
2,time_minus,PASS_RAW,1,1,1,1,1,0.736666666667,440.939338564,1189.94515046,373.757796631,5593.84770722,565165.249067,689683.378902,-6083851.28706,2836888.88472
2,time_minus,PASS_RAW,1,1,1,1,1,0.74,442.934539191,1199.61493271,374.966250226,5612.7602876,562015.993242,700822.225424,-6084314.87629,2836047.46632
2,time_minus,PASS_RAW,1,1,1,1,1,0.743333333333,444.929739818,1209.31934759,376.161083089,5631.80996989,558866.741712,711997.925079,-6084747.90122,2835187.58956
2,time_minus,PASS_RAW,1,1,1,1,1,0.746666666667,446.924940445,1219.06071112,377.341495512,5651.0091677,555717.492413,723212.834832,-6085148.36304,2834308.05103
2,time_minus,PASS_RAW,1,1,1,1,1,0.75,448.920141072,1228.83679881,378.508393651,5670.34974971,552568.245022,734464.487315,-6085518.20695,2833410.03609
2,time_minus,PASS_RAW,1,1,1,1,1,0.753333333333,450.915341699,1238.64970586,379.661054615,5689.83500565,549419.000773,745754.995698,-6085855.61616,2832492.45354
2,time_minus,PASS_RAW,1,1,1,1,1,0.756666666667,452.910542326,1248.5004415,380.799176172,5709.47515965,546269.757586,757085.308738,-6086159.72285,2831554.78718
2,time_minus,PASS_RAW,1,1,1,1,1,0.76,454.905742953,1258.38633865,381.923827072,5729.25637237,543120.516033,768452.514012,-6086432.86362,2830598.4565
2,time_minus,PASS_RAW,1,1,1,1,1,0.763333333333,456.90094358,1268.31080996,383.033809847,5749.19135899,539971.275759,779860.082885,-6086672.07483,2829621.67956
2,time_minus,PASS_RAW,1,1,1,1,1,0.766666666667,458.896144207,1278.27056297,384.130431452,5769.27095016,536822.03604,791304.465641,-6086880.2507,2828626.20955
2,time_minus,PASS_RAW,1,1,1,1,1,0.77,460.891344834,1288.27037397,385.211948906,5789.50959446,533672.797051,802790.526052,-6087053.18946,2827609.52597
2,time_minus,PASS_RAW,1,1,1,1,1,0.773333333333,462.886545461,1298.30540867,386.280282407,5809.8902151,530523.55808,814313.134856,-6087195.17881,2826574.21445
2,time_minus,PASS_RAW,1,1,1,1,1,0.776666666667,464.881746088,1308.38012917,387.333798738,5830.43441992,527374.319125,825876.803747,-6087302.27407,2825517.91374
2,time_minus,PASS_RAW,1,1,1,1,1,0.78,466.876946715,1318.49493588,388.372454376,5851.1352426,524225.079374,837481.822316,-6087374.15324,2824440.43728
2,time_minus,PASS_RAW,1,1,1,1,1,0.783333333333,468.872147342,1328.64596677,389.397750595,5871.98521057,521075.838963,849124.104009,-6087414.21902,2823343.83883
2,time_minus,PASS_RAW,1,1,1,1,1,0.786666666667,470.867347969,1338.83817343,390.407908528,5893.00248592,517926.5975,860808.61828,-6087418.10365,2822225.50598
2,time_minus,PASS_RAW,1,1,1,1,1,0.79,472.862548596,1349.07078642,391.403318048,5914.18062678,514777.354013,872534.451109,-6087386.51344,2821085.87024
2,time_minus,PASS_RAW,1,1,1,1,1,0.793333333333,474.857749223,1359.33841579,392.386008326,5935.50336704,511628.109303,884295.993376,-6087324.18585,2819927.78427
2,time_minus,PASS_RAW,1,1,1,1,1,0.796666666667,476.85294985,1369.647491,393.353681143,5956.99111768,508478.861741,896099.69272,-6087225.45604,2818747.8596
2,time_minus,PASS_RAW,1,1,1,1,1,0.8,478.848150477,1379.99829681,394.306357583,5978.64918488,505329.611522,907945.707866,-6087090.11519,2817545.97748
2,time_minus,PASS_RAW,1,1,1,1,1,0.803333333333,480.843351104,1390.38790579,395.24512356,6000.46922952,502180.359485,919830.952659,-6086920.70338,2816323.67478
2,time_minus,PASS_RAW,1,1,1,1,1,0.806666666667,482.838551731,1400.82074511,396.168486393,6022.45802734,499031.101974,931759.776076,-6086713.35108,2815078.64123
2,time_minus,PASS_RAW,1,1,1,1,1,0.81,484.833752358,1411.29213787,397.078196174,6044.60783292,495881.841815,943727.352973,-6086472.17965,2813813.35369
2,time_minus,PASS_RAW,1,1,1,1,1,0.813333333333,486.828952985,1421.80636886,397.97276266,6066.93400611,492732.577765,955737.860877,-6086193.39024,2812525.55295
2,time_minus,PASS_RAW,1,1,1,1,1,0.816666666667,488.824153612,1432.36543387,398.851620008,6089.44019103,489583.307526,967793.161988,-6085875.28036,2811214.22638
2,time_minus,PASS_RAW,1,1,1,1,1,0.82,490.819354239,1442.96023467,399.717994134,6112.09589889,486434.033934,979884.06662,-6085525.81266,2809884.14873
2,time_minus,PASS_RAW,1,1,1,1,1,0.823333333333,492.814554866,1453.60252546,400.567840765,6134.94466095,483284.753422,992022.146294,-6085134.65662,2808529.15666
2,time_minus,PASS_RAW,1,1,1,1,1,0.826666666667,494.809755493,1464.28579964,401.403531349,6157.96132409,480135.466658,1004200.812,-6084707.55246,2807152.68844
2,time_minus,PASS_RAW,1,1,1,1,1,0.83,496.80495612,1475.00934024,402.225357526,6181.14893534,476986.175775,1016419.24407,-6084245.11228,2805755.12128
2,time_minus,PASS_RAW,1,1,1,1,1,0.833333333333,498.800156747,1485.77935493,403.03125482,6204.52028043,473836.873786,1028683.43576,-6083741.88225,2804333.21146
2,time_minus,PASS_RAW,1,1,1,1,1,0.836666666667,500.795357374,1496.59492691,403.821647515,6228.08634442,470687.566251,1040992.33775,-6083198.68773,2802887.46207
2,time_minus,PASS_RAW,1,1,1,1,1,0.84,502.790558001,1507.44929444,404.598868236,6251.81320018,467538.251415,1053339.20497,-6082621.43301,2801421.40781
2,time_minus,PASS_RAW,1,1,1,1,1,0.843333333333,504.785758628,1518.35059128,405.360260426,6275.72997171,464388.924526,1065731.86992,-6082003.003,2799930.8153
2,time_minus,PASS_RAW,1,1,1,1,1,0.846666666667,506.780959255,1529.29662958,406.106632982,6299.84011297,461239.591394,1078168.05818,-6081345.30854,2798416.83656
2,time_minus,PASS_RAW,1,1,1,1,1,0.85,508.776159882,1540.28867567,406.83760946,6324.1392705,458090.246071,1090648.85791,-6080647.20835,2796878.80789
2,time_minus,PASS_RAW,1,1,1,1,1,0.853333333333,510.771360509,1551.32880024,407.552629034,6348.64046652,454940.889134,1103176.13221,-6079906.92414,2795315.6791
2,time_minus,PASS_RAW,1,1,1,1,1,0.856666666667,512.766561136,1562.40653604,408.255203387,6373.30364223,451791.524822,1115739.66115,-6079133.62145,2793732.91488
2,time_minus,PASS_RAW,1,1,1,1,1,0.86,514.761761763,1573.5391673,408.939688303,6398.19178397,448642.141625,1128355.94372,-6078312.11012,2792121.49813
2,time_minus,PASS_RAW,1,1,1,1,1,0.863333333333,516.75696239,1584.71084507,409.611413385,6423.24735134,445492.748258,1141009.62711,-6077456.3389,2790489.72667
2,time_minus,PASS_RAW,1,1,1,1,1,0.866666666667,518.752163017,1595.93160268,410.267101404,6448.51560506,442343.342886,1153710.19493,-6076557.44312,2788832.35181
2,time_minus,PASS_RAW,1,1,1,1,1,0.87,520.747363644,1607.20169059,410.906811815,6473.98636143,439193.916207,1166457.73151,-6075615.24613,2787149.27764
2,time_minus,PASS_RAW,1,1,1,1,1,0.873333333333,522.742564271,1618.51762127,411.531731611,6499.66040433,436044.4788,1179248.77887,-6074632.79042,2785442.32417
2,time_minus,PASS_RAW,1,1,1,1,1,0.876666666667,524.737764898,1629.88262057,412.140870752,6525.54189861,432895.021377,1192086.24947,-6073607.21267,2783709.8097
2,time_minus,PASS_RAW,1,1,1,1,1,0.88,526.732965525,1641.29770682,412.73403982,6551.6379434,429745.543364,1204970.9592,-6072537.66291,2781951.23859
2,time_minus,PASS_RAW,1,1,1,1,1,0.883333333333,528.728166152,1652.75638648,413.313335666,6577.92869147,426596.052696,1217896.66132,-6071429.80441,2780169.98181
2,time_minus,PASS_RAW,1,1,1,1,1,0.886666666667,530.723366779,1664.26711943,413.876152116,6604.4351714,423446.530775,1230871.15915,-6070276.2018,2778361.64992
2,time_minus,PASS_RAW,1,1,1,1,1,0.89,532.718567406,1675.82784559,414.423265578,6631.16525386,420296.990395,1243892.37341,-6069078.69896,2776527.3439
2,time_minus,PASS_RAW,1,1,1,1,1,0.893333333333,534.713768033,1687.43772181,414.954960707,6658.115057,417147.430497,1256959.36051,-6067837.97739,2774667.48732
2,time_minus,PASS_RAW,1,1,1,1,1,0.896666666667,536.70896866,1699.11101517,415.466943785,6685.33939399,413997.832686,1270085.19677,-6066541.5445,2772774.7078
2,time_minus,PASS_RAW,1,1,1,1,1,0.9,538.704169287,1710.81166208,415.970446748,6712.68147243,410848.216009,1283236.34055,-6065221.06412,2770867.72597
2,time_minus,PASS_RAW,1,1,1,1,1,0.903333333333,540.699369914,1722.57259174,416.455325137,6740.29238214,407698.565767,1296443.13229,-6063847.58114,2768929.45307
2,time_minus,PASS_RAW,1,1,1,1,1,0.906666666667,542.694570541,1734.38716178,416.923778933,6768.13968153,404548.877668,1309699.26153,-6062426.97577,2766963.37234
2,time_minus,PASS_RAW,1,1,1,1,1,0.91,544.689771168,1746.25356031,417.376406903,6796.2291921,401399.166888,1323002.89567,-6060960.7978,2764970.41779
2,time_minus,PASS_RAW,1,1,1,1,1,0.913333333333,546.684971795,1758.17302024,417.812913507,6824.54540708,398249.401543,1336355.00656,-6059447.95664,2762949.96128
2,time_minus,PASS_RAW,1,1,1,1,1,0.916666666667,548.680172422,1770.14433322,418.233794505,6853.10059407,395099.600441,1349754.34783,-6057889.55718,2760902.66232
2,time_minus,PASS_RAW,1,1,1,1,1,0.92,550.675373049,1782.16958288,418.638443339,6881.90830521,391949.765363,1363202.64742,-6056283.70657,2758827.42765
2,time_minus,PASS_RAW,1,1,1,1,1,0.923333333333,552.670573676,1794.24951991,419.026767492,6910.95176249,388799.856674,1376700.43074,-6054629.78488,2756723.90209
2,time_minus,PASS_RAW,1,1,1,1,1,0.926666666667,554.665774303,1806.38303877,419.399181406,6940.25202099,385649.911588,1390246.53902,-6052928.76194,2754592.67096
2,time_minus,PASS_RAW,1,1,1,1,1,0.93,556.66097493,1818.57085586,419.755510426,6969.80056458,382499.903897,1403841.4524,-6051179.96315,2752433.35722
2,time_minus,PASS_RAW,1,1,1,1,1,0.933333333333,558.656175557,1830.8149039,420.095340234,6999.60531123,379349.817372,1417486.75568,-6049381.75267,2750245.00632
2,time_minus,PASS_RAW,1,1,1,1,1,0.936666666667,560.651376184,1843.11495572,420.418783498,7029.68381559,376199.684479,1431182.06741,-6047534.28757,2748027.73118
2,time_minus,PASS_RAW,1,1,1,1,1,0.94,562.646576811,1855.47016966,420.726166453,7060.00835037,373049.441191,1444926.47588,-6045638.30315,2745781.97866
2,time_minus,PASS_RAW,1,1,1,1,1,0.943333333333,564.641777438,1867.88518206,421.016283461,7090.62215928,369899.115611,1458723.93631,-6043689.76698,2743505.39284
2,time_minus,PASS_RAW,1,1,1,1,1,0.946666666667,566.636978065,1880.35258016,421.29131275,7121.49194343,366748.719878,1472567.71172,-6041695.15346,2741201.79117
2,time_minus,PASS_RAW,1,1,1,1,1,0.95,568.632178692,1892.88160241,421.54871828,7152.64148387,363598.14912,1486465.80089,-6039646.36766,2738866.43964
2,time_minus,PASS_RAW,1,1,1,1,1,0.953333333333,570.627379319,1905.47038444,421.789136535,7184.09288544,360447.487886,1500416.37042,-6037545.05251,2736500.31809
2,time_minus,PASS_RAW,1,1,1,1,1,0.956666666667,572.622579946,1918.11175213,422.014656122,7215.79494396,357296.677997,1514412.97388,-6035397.49184,2734107.12302
2,time_minus,PASS_RAW,1,1,1,1,1,0.96,574.617780573,1930.81955944,422.221512059,7247.81890896,354145.648394,1528467.5525,-6033191.55783,2731679.76575
2,time_minus,PASS_RAW,1,1,1,1,1,0.963333333333,576.6129812,1943.58145493,422.413239391,7280.119217,350994.486691,1542569.16117,-6030938.08604,2729224.6046
2,time_minus,PASS_RAW,1,1,1,1,1,0.966666666667,578.608181826,1956.40906012,422.586672221,7312.73727285,347843.007318,1556727.71343,-6028626.8532,2726735.67863
2,time_minus,PASS_RAW,1,1,1,1,1,0.97,580.603382453,1969.29485577,422.744041918,7345.64909943,344691.235524,1570936.52781,-6026264.51749,2724216.89014
2,time_minus,PASS_RAW,1,1,1,1,1,0.973333333333,582.59858308,1982.24103004,422.884794147,7378.87730228,341539.240681,1585197.32073,-6023849.12761,2721667.11778
2,time_minus,PASS_RAW,1,1,1,1,1,0.976666666667,584.593783707,1995.25211568,423.007806344,7412.41915123,338386.525863,1599513.80821,-6021376.73188,2719084.06765
2,time_minus,PASS_RAW,1,1,1,1,1,0.98,586.588984334,2008.32523509,423.113990723,7446.29481081,335233.354667,1613883.34229,-6018849.89362,2716469.24885
2,time_minus,PASS_RAW,1,1,1,1,1,0.983333333333,588.584184961,2021.46259884,423.202781575,7480.50818979,332079.469204,1628307.61292,-6016266.62439,2713821.52434
2,time_minus,PASS_RAW,1,1,1,1,1,0.986666666667,590.579385588,2034.66722517,423.273552819,7515.07699313,328923.99298,1642789.00899,-6013624.36953,2711139.4115
2,time_minus,PASS_RAW,1,1,1,1,1,0.99,592.574586215,2047.9326027,423.328116212,7549.98897041,325767.218837,1657321.81879,-6010928.83396,2708426.25344
2,time_minus,PASS_RAW,1,1,1,1,1,0.993333333333,594.569786842,2061.26270023,423.365482268,7585.26767614,322606.769897,1671909.23646,-6008176.55053,2705680.04365
2,time_minus,PASS_RAW,1,1,1,1,1,0.996666666667,596.564987469,2074.66424092,423.384049837,7621.05638584,319435.1345,1686556.74368,-6005361.75782,2702897.43043
2,time_minus,PASS_RAW,1,1,1,1,1,1,598.560188096,2088.12713239,423.38652996,7657.27254769,316255.91164,1701255.69626,-6002493.37214,2700083.61154
3,time_plus,PASS_RAW,1,1,1,1,1,0,0,0,0.00500001743436,418.310237491,4975000,-714699.243182,-5691776.87302,2778765.39479
3,time_plus,PASS_RAW,1,1,1,1,1,0.00333333333333,1.99520062702,0.00149277766447,0.0153802462577,419.942668327,4928711.58406,-713870.806618,-5691890.25946,2778769.90262
3,time_plus,PASS_RAW,1,1,1,1,1,0.00666666666667,3.99040125403,0.00610523594598,0.0469503320234,421.951276779,4882423.26001,-713041.636716,-5692022.85189,2778783.61055
3,time_plus,PASS_RAW,1,1,1,1,1,0.01,5.98560188105,0.0140144157274,0.0998094655845,424.399742926,4836135.03672,-712211.552829,-5692174.76687,2778806.55641
3,time_plus,PASS_RAW,1,1,1,1,1,0.0133333333333,7.98080250807,0.0256534823723,0.174934731932,427.365953345,4789846.92453,-711380.230304,-5692346.93239,2778839.15587
3,time_plus,PASS_RAW,1,1,1,1,1,0.0166666666667,9.97600313508,0.0415094889089,0.27289569598,430.923022075,4743558.93545,-710547.240107,-5692539.92343,2778881.64419
3,time_plus,PASS_RAW,1,1,1,1,1,0.02,11.9712037621,0.0621510233839,0.394085415973,435.146969346,4697271.08637,-709712.054869,-5692754.16918,2778934.17685
3,time_plus,PASS_RAW,1,1,1,1,1,0.0233333333333,13.9664043891,0.0883588116534,0.539325607562,440.123071163,4650983.39894,-708873.982469,-5692990.50803,2778997.09089
3,time_plus,PASS_RAW,1,1,1,1,1,0.0266666666667,15.9616050161,0.120980384348,0.709145762107,445.905495107,4604695.88943,-708032.232858,-5693249.52804,2779070.59315
3,time_plus,PASS_RAW,1,1,1,1,1,0.03,17.9568056431,0.160942031672,0.903951132966,452.552324661,4558408.58391,-707185.923696,-5693531.71752,2779154.83344
3,time_plus,PASS_RAW,1,1,1,1,1,0.0333333333333,19.9520062702,0.209418473223,1.12456000566,460.122138375,4512121.51485,-706333.971126,-5693837.96477,2779250.13506
3,time_plus,PASS_RAW,1,1,1,1,1,0.0366666666667,21.9472068972,0.267549153127,1.37131973474,468.658546185,4465834.72287,-705475.274491,-5694168.73497,2779356.61554
3,time_plus,PASS_RAW,1,1,1,1,1,0.04,23.9424075242,0.336809127745,1.64514297304,478.228716046,4419548.27444,-704608.460671,-5694525.04024,2779474.6299
3,time_plus,PASS_RAW,1,1,1,1,1,0.0433333333333,25.9376081512,0.418487375384,1.9462037593,488.852123479,4373262.24141,-703732.260718,-5694907.2112,2779604.21441
3,time_plus,PASS_RAW,1,1,1,1,1,0.0466666666667,27.9328087782,0.513928883734,2.27469887467,500.536936936,4326976.71655,-702845.352306,-5695315.60562,2779745.41324
3,time_plus,PASS_RAW,1,1,1,1,1,0.05,29.9280094052,0.625387352215,2.63226156044,513.317628414,4280691.83981,-701945.664247,-5695751.9791,2779898.87235
3,time_plus,PASS_RAW,1,1,1,1,1,0.0533333333333,31.9232100323,0.753540325215,3.01758950665,527.180411355,4234407.81765,-701032.37435,-5696215.26652,2780063.99782
3,time_plus,PASS_RAW,1,1,1,1,1,0.0566666666667,33.9184106593,0.901069832108,3.43256994529,542.153009498,4188124.97022,-700103.010917,-5696707.50534,2780241.53264
3,time_plus,PASS_RAW,1,1,1,1,1,0.06,35.9136112863,1.06962312463,3.87719436465,558.26843269,4141843.98052,-699155.925273,-5697228.90863,2780431.41933
