trial,label,time_scale,position_noise_sigma,velocity_noise_sigma,mass_noise_sigma,throttle_noise_sigma,direction_noise_sigma_deg,solver_success,final_mass_kg,final_mass_gap_to_best_kg,runtime_s
1,nominal,1,0,0,0,0,0,1,316395.504982,0,32.9466540813
2,rand_01,0.958072421139,0.00664218860376,0.0777806130039,0.00744156248225,0.120172304893,4.18136513041,0,nan,nan,108.16383481
3,rand_02,1.08468282799,0.0091933963643,0.0394135701344,0.010232823345,0.14486291242,13.6959438164,0,nan,nan,304.680676222
4,rand_03,1.12116701826,0.00496021632511,0.0405848435123,0.00545074034101,0.0477407006217,10.5773005658,0,nan,nan,21.5824038982
5,rand_04,0.886182883661,0.0070454483045,0.0485965837845,0.0126103829884,0.117786318772,13.054437866,0,nan,nan,75.8575348854
6,rand_05,0.87800322802,0.0093526727445,0.0332634673986,0.0109445285566,0.0352435114481,3.00576612188,0,nan,nan,99.4137721062
7,rand_06,0.868497228575,0.0116751196835,0.0272952262723,0.0128953197261,0.0408703743576,11.4709614724,0,nan,nan,915.882176161
8,rand_07,0.995245644747,0.0051729265365,0.0324294676147,0.00386691600217,0.0379197099154,11.817829056,0,nan,nan,234.316250086
