run,final_altitude_km,final_velocity_m_s,fuel_margin_kg,orbit_ok,fuel_ok,strict_success,status
383,510.16620510891454,7931.213093975571,191264.73846033483,0,1,0,MISS
384,467.0064979749024,7793.538897396993,206135.6310697528,0,1,0,MISS
385,470.3330446915282,7790.849978166426,212728.37434276997,0,1,0,MISS
386,483.259043446321,7841.623891095553,199081.50924402324,0,1,0,MISS
387,382.27471540997925,7549.746148325131,226935.68562994892,0,1,0,MISS
388,489.4268129291758,7864.107863381783,199542.58311783202,0,1,0,MISS
389,455.88319127069974,7765.920916881357,208110.8408713448,0,1,0,MISS
390,305.40020769694166,7349.4506620657685,238261.19347689475,0,1,0,MISS
391,308.89893351364697,7349.0472681432675,242820.7237068934,0,1,0,MISS
392,588.0467884813761,8172.504500986415,176583.15323157253,0,1,0,MISS
393,371.13225972787757,7526.313376187894,222953.75029459823,0,1,0,MISS
394,528.3560702378005,7980.067928223966,193287.808942664,0,1,0,MISS
395,357.858317405384,7479.589815048477,234041.14730217506,0,1,0,MISS
396,384.7224734185934,7561.068936945683,220298.14500799327,0,1,0,MISS
397,390.16180680743884,7576.339768840031,224404.20611077087,0,1,0,MISS
398,398.86981660516375,7583.701413508707,230020.4106615247,0,1,0,MISS
399,296.53290081367084,7314.308250021358,250338.537342144,0,1,0,MISS
400,330.8347980868565,7405.028251205597,241079.9536493845,0,1,0,MISS
401,475.8829553290205,7821.490224587518,201895.24860245502,0,1,0,MISS
402,530.7543016857439,7991.833783042128,189135.90856530308,0,1,0,MISS
403,461.35341677583193,7783.090798979198,206276.66752180416,0,1,0,MISS
404,436.84665536695815,7694.718317530661,219006.99238975567,0,1,0,MISS
405,276.73602176972105,7267.79395175453,244724.13077690022,0,1,0,MISS
406,320.1605307016503,7378.074622708359,241989.00420654885,0,1,0,MISS
407,495.59715761424417,7883.16579630106,195491.68205282162,0,1,0,MISS
408,280.7836580741704,7285.178532991805,247667.47315307497,0,1,0,MISS
409,249.37655566968863,7189.684718801063,264810.1116442843,0,1,0,MISS
410,429.89486801491864,7681.22187212693,215194.93278531305,0,1,0,MISS
411,513.0032898676106,7919.563656446377,203356.6396226855,0,1,0,MISS
412,351.67704395263456,7464.9372385512,233410.02224311017,0,1,0,MISS
413,325.19186007911435,7394.912288784774,236624.9875381742,0,1,0,MISS
414,428.1810906597115,7687.924895730405,209987.09741668083,0,1,0,MISS
415,488.78424937206415,7853.965925291596,207594.92245552316,0,1,0,MISS
416,471.6067864844892,7810.112644275513,203369.00214371213,0,1,0,MISS
417,325.36705718777887,7393.272152033331,240829.25174780603,0,1,0,MISS
418,250.2953701321492,7199.1530504689645,251386.18816877715,0,1,0,MISS
419,363.74510518922284,7500.134464246397,226627.50456483854,0,1,0,MISS
420,469.3786432631053,7803.046357234888,204561.6535943047,0,1,0,MISS
421,421.17603308650945,7662.6193638187115,214466.00264890952,1,1,1,PASS
422,533.6109677907452,8014.1190306228755,183058.94624895143,0,1,0,MISS
423,501.5292927437909,7922.923894069475,186622.16342942527,0,1,0,MISS
424,252.53626514646692,7202.856761773286,260439.1056900322,0,1,0,MISS
425,334.1598946528966,7413.72229820739,242275.38401732856,0,1,0,MISS
426,418.0918333259998,7645.4471033836,217161.99335359916,1,1,1,PASS
427,431.87322448083756,7678.181291461105,219859.81179273536,0,1,0,MISS
428,574.7296638762746,8108.151805437838,190621.52578549884,0,1,0,MISS
429,450.7337803360708,7739.082160127903,215765.0308272348,0,1,0,MISS
430,308.7768389431164,7348.771156559449,245625.92118813237,0,1,0,MISS
431,369.9152662631376,7513.161429138828,229754.28880770318,0,1,0,MISS
432,359.8671073074471,7486.858345563324,230010.931530857,0,1,0,MISS
433,541.2366458195131,8035.549389940369,180318.89474659174,0,1,0,MISS
434,440.99335135558806,7718.205596734939,211958.67928512848,0,1,0,MISS
435,430.0682091556192,7685.315483867098,214557.95360685617,0,1,0,MISS
436,439.0606588924015,7707.007853000842,218083.19393581775,0,1,0,MISS
437,422.5791219657781,7670.373026369653,212955.26619677775,1,1,1,PASS
438,411.6556613179985,7627.66262566738,221851.93279735482,0,1,0,MISS
439,460.2584062645687,7759.598380380623,215129.27935421345,0,1,0,MISS
440,395.75192182310764,7588.829041572924,219972.62628461118,0,1,0,MISS
441,354.3177991958372,7462.521088616637,237279.88471020252,0,1,0,MISS
442,404.00353238727155,7617.058462658427,218009.48302843783,0,1,0,MISS
443,317.7786319169235,7369.607721463409,243679.0667340026,0,1,0,MISS
444,351.95600670334136,7473.586279516845,232111.96705522743,0,1,0,MISS
445,619.8364983206541,8305.844123983485,159188.0467862267,0,1,0,MISS
446,460.09292627239785,7767.048651823876,213892.41465985437,0,1,0,MISS
447,248.71043802081886,7195.629758994015,254347.12778681336,0,1,0,MISS
448,653.8091381958611,8381.35264964162,164725.89929512574,0,1,0,MISS
449,356.3163497879291,7476.646024424414,229570.70558636764,0,1,0,MISS
450,540.1695281676306,8021.18443757669,186049.9750777231,0,1,0,MISS
451,499.78450891710816,7899.189922922183,195945.5589532819,0,1,0,MISS
452,457.08774657524003,7770.33543744062,205471.47171586903,0,1,0,MISS
453,493.0648743774481,7883.059482710723,193334.91748419346,0,1,0,MISS
454,326.2434951962521,7392.6261548763105,243357.90698829602,0,1,0,MISS
455,477.7950629193494,7832.299079769948,201171.7026336469,0,1,0,MISS
456,534.8994111362994,8000.804019239222,190950.7269173144,0,1,0,MISS
457,311.1475436368594,7351.339768653172,244440.60743794387,0,1,0,MISS
458,527.8941738660205,7991.231889041241,188980.5842944886,0,1,0,MISS
459,351.8390515383491,7464.523349928863,235801.26677873882,0,1,0,MISS
460,506.1951016127663,7926.357771808493,188102.25806336338,0,1,0,MISS
461,432.37046606280467,7687.957364550557,217565.4336371835,0,1,0,MISS
462,296.36865534219703,7313.90173140231,250172.72048084025,0,1,0,MISS
463,402.7343904651394,7610.338104809041,218893.09946926445,0,1,0,MISS
464,448.60687239156476,7750.964765044085,202668.8980700501,0,1,0,MISS
465,285.26286137341054,7295.279969895295,244560.50201417052,0,1,0,MISS
466,286.27080641259255,7290.01546769449,247663.21493079694,0,1,0,MISS
467,477.37145141562075,7834.978651333079,197762.58884327067,0,1,0,MISS
468,434.4718894220907,7703.945688717056,211752.0410844729,0,1,0,MISS
469,409.82308630575426,7635.4955880762855,212275.20493131242,0,1,0,MISS
470,352.38693907295635,7472.468909075133,228348.99503367516,0,1,0,MISS
471,175.2761226826394,7019.921363510568,278517.0870782756,0,1,0,MISS
472,321.83786708494836,7385.55384464635,240194.89660341654,0,1,0,MISS
473,382.76507456363737,7554.241507891229,222696.35830679158,0,1,0,MISS
474,429.94050036377274,7694.413659486902,208335.1329081403,0,1,0,MISS
475,521.0794861806854,7952.240585488215,196531.51749232254,0,1,0,MISS
476,472.3792692311807,7812.982982054597,206749.9276111354,0,1,0,MISS
477,355.85517905744354,7469.455487151068,232087.5668997735,0,1,0,MISS
478,406.27529217385313,7621.134452812394,217700.29539752955,0,1,0,MISS
479,321.521144966932,7380.056760896521,247703.01194662024,0,1,0,MISS
480,402.13512116851285,7613.022565701155,213312.03168855706,0,1,0,MISS
481,337.9342562996298,7422.541763936961,238243.90565338352,0,1,0,MISS
482,543.1941070570983,8031.047370285525,186030.18020412832,0,1,0,MISS
483,426.7474790383987,7665.4261836427895,223401.61386696598,1,1,1,PASS
484,490.62799107770434,7852.600273275057,209595.94834255276,0,1,0,MISS
485,322.0644632007936,7393.218017845465,234982.590324455,0,1,0,MISS
486,453.8954249037793,7751.224207101937,210840.50730753277,0,1,0,MISS
487,266.72792706612216,7236.736215707179,254050.8428658151,0,1,0,MISS
488,459.86761686850804,7765.26880419631,206335.95251773053,0,1,0,MISS
489,200.77168419615364,7074.036010426366,274682.6312142323,0,1,0,MISS
490,309.0635709600476,7341.3549652856045,250791.77010491648,0,1,0,MISS
491,253.28605468607415,7205.317845684834,259075.42423460027,0,1,0,MISS
492,423.8732182499813,7674.965613851232,211485.48009573593,1,1,1,PASS
493,331.632973609413,7412.858762823989,233729.870993765,0,1,0,MISS
494,480.60473489871436,7837.142544849665,203610.99833700643,0,1,0,MISS
495,377.5283960507251,7534.636803504366,225124.1953902851,0,1,0,MISS
496,340.03809677005654,7438.211359734576,236895.38443401956,0,1,0,MISS
497,484.1729647046523,7847.071132191223,199110.96831213287,0,1,0,MISS
498,384.6796285856655,7563.443884528385,219727.64298990177,0,1,0,MISS
499,515.5922823319919,7947.870533293934,191507.20372124302,0,1,0,MISS
500,336.54117882679867,7419.422108217743,240189.50189407053,0,1,0,MISS
