dt_s,euler_error_m,rk4_error_m
0.01,24.526882914733896,0.711320698836213
0.02,51.383731838121854,2.4313861417405143
0.05,142.59176757368678,4.2320128183896
0.1,279.44016316997323,12.10869895808712
0.2,530.4057393230801,29.174404410824142
0.5,1289.2750758809177,59.12193018784228
