nodes,final_mass_kg,runtime_s,solver_success
40,316260.8336644912,8.852469205856323,1
50,316306.45574996003,9.861699104309082,1
60,316341.5730429825,12.775553941726685,1
70,316360.6017382709,14.38358187675476,1
80,316375.16463148664,15.958345890045166,1
90,316380.3876177313,18.46326971054077,1
100,316381.2927369706,19.60151505470276,1
120,316390.83015952323,24.434647798538208,1
140,316395.50498210784,29.48536491394043,1
