mission_success_strict_path,terminal_strict_success,q_ok,g_ok,dv_theoretical_m_s,dv_actual_m_s,losses_m_s,efficiency_percent
1,1,1,1,7735.35810159,9118.507251,1383.14914941,84.8314081314
