time_s,optimizer_altitude_km,simulation_altitude_km,simulation_velocity_m_s,optimizer_mass_kg,simulation_mass_kg,dynamic_pressure_kpa,g_load,downrange_km,throttle
0.000000,5.000017e-03,5.000017e-03,418.310237,4.975000e+06,4.975000e+06,0.000000,1.524953,0.000000,0.999963
1.096077e-03,5.003118e-03,5.000021e-03,418.311051,4.974975e+06,4.974975e+06,1.988253e-08,1.524960,0.000000,0.999963
0.012057,5.034123e-03,5.000391e-03,418.319191,4.974720e+06,4.974720e+06,2.406137e-06,1.525038,0.000000,0.999963
0.121665,5.344170e-03,5.038125e-03,418.401028,4.972177e+06,4.972177e+06,2.453660e-04,1.525819,0.000000,0.999963
0.340880,5.964265e-03,5.299458e-03,418.567072,4.967092e+06,4.967092e+06,1.931741e-03,1.527383,0.000000,0.999963
0.560095,6.584360e-03,5.809231e-03,418.736298,4.962006e+06,4.962006e+06,5.230220e-03,1.528951,1.344092e-04,0.999963
0.685648,6.939510e-03,6.213373e-03,418.834662,4.959093e+06,4.959093e+06,7.850724e-03,1.529852,1.646170e-04,0.999963
0.811200,7.294660e-03,6.699391e-03,418.934083,4.956180e+06,4.956180e+06,0.011007,1.530754,2.514566e-04,0.999963
0.952352,7.693938e-03,7.343740e-03,419.047123,4.952906e+06,4.952906e+06,0.015199,1.531770,3.292339e-04,0.999963
1.093505,8.093217e-03,8.091952e-03,419.161510,4.949631e+06,4.949631e+06,0.020074,1.532788,4.558037e-04,0.999963
1.098685,8.134921e-03,8.121389e-03,419.165826,4.949511e+06,4.949511e+06,0.020266,1.532824,4.355355e-04,0.999962
1.103438,8.175525e-03,8.148524e-03,419.169796,4.949400e+06,4.949400e+06,0.020443,1.532859,4.558037e-04,0.999962
1.150973,8.581558e-03,8.426368e-03,419.209582,4.948298e+06,4.948298e+06,0.022257,1.533202,4.846192e-04,0.999962
1.626316,0.012642,0.011856,419.615951,4.937270e+06,4.937270e+06,0.044714,1.536648,9.831184e-04,0.999962
1.765941,0.013835,0.013088,419.738275,4.934030e+06,4.934030e+06,0.052816,1.537665,1.167891e-03,0.999962
1.905565,0.015027,0.014424,419.861956,4.930791e+06,4.930791e+06,0.061607,1.538684,1.354135e-03,0.999962
2.184815,0.017413,0.017404,420.113408,4.924313e+06,4.924313e+06,0.081271,1.540727,1.783139e-03,0.999962
2.186766,0.017429,0.017426,420.115184,4.924267e+06,4.924267e+06,0.081418,1.540741,1.790722e-03,0.999962
2.188717,0.017451,0.017448,420.116985,4.924222e+06,4.924222e+06,0.081566,1.540755,1.795759e-03,0.999961
2.190653,0.017478,0.017470,420.118800,4.924177e+06,4.924177e+06,0.081712,1.540769,1.795759e-03,0.999961
2.210009,0.017756,0.017693,420.136966,4.923728e+06,4.923728e+06,0.083183,1.540911,1.825690e-03,0.999961
2.403571,0.020531,0.020027,420.320084,4.919237e+06,4.919237e+06,0.098636,1.542332,2.167283e-03,0.999961
2.918520,0.027915,0.027206,420.820258,4.907291e+06,4.907291e+06,0.146367,1.546132,3.208975e-03,0.999961
3.090412,0.030380,0.029918,420.991468,4.903303e+06,4.903303e+06,0.164461,1.547406,3.605324e-03,0.999961
3.262304,0.032845,0.032789,421.164825,4.899315e+06,4.899315e+06,0.183648,1.548683,4.025550e-03,0.999961
3.279043,0.033085,0.033077,421.181823,4.898927e+06,4.898927e+06,0.185575,1.548808,4.067960e-03,0.999961
3.280929,0.033112,0.033109,421.183739,4.898883e+06,4.898883e+06,0.185792,1.548822,4.070180e-03,0.999961
3.282814,0.033145,0.033142,421.185685,4.898839e+06,4.898839e+06,0.186010,1.548837,4.075725e-03,0.999960
3.284733,0.033184,0.033175,421.187702,4.898795e+06,4.898795e+06,0.186232,1.548851,4.080155e-03,0.999960
3.303918,0.033572,0.033508,421.207888,4.898350e+06,4.898350e+06,0.188459,1.548994,4.127478e-03,0.999960
3.495774,0.037451,0.036942,421.411234,4.893899e+06,4.893899e+06,0.211481,1.550424,4.631757e-03,0.999960
4.001501,0.047678,0.046948,421.960293,4.882166e+06,4.882166e+06,0.278791,1.554211,6.103420e-03,0.999960
4.170942,0.051104,0.050610,422.148519,4.878235e+06,4.878235e+06,0.303508,1.555486,6.643404e-03,0.999960
4.340383,0.054531,0.054429,422.338907,4.874304e+06,4.874304e+06,0.329320,1.556764,7.206890e-03,0.999960
4.364695,0.055022,0.054990,422.366402,4.873740e+06,4.873740e+06,0.333114,1.556947,7.290382e-03,0.999960
4.374753,0.055226,0.055222,422.377790,4.873506e+06,4.873506e+06,0.334690,1.557023,7.325609e-03,0.999960
4.382646,0.055426,0.055406,422.387042,4.873323e+06,4.873323e+06,0.335930,1.557088,7.352072e-03,0.999959
4.389888,0.055616,0.055574,422.395563,4.873155e+06,4.873155e+06,0.337071,1.557143,7.377828e-03,0.999959
4.462307,0.057512,0.057273,422.480990,4.871475e+06,4.871475e+06,0.348584,1.557690,7.628831e-03,0.999959
5.186496,0.076479,0.075847,423.357339,4.854674e+06,4.854674e+06,0.474887,1.563192,0.010398,0.999959
5.423318,0.082681,0.082547,423.652721,4.849180e+06,4.849180e+06,0.520633,1.565003,0.011404,0.999959
5.441939,0.083169,0.083087,423.676132,4.848748e+06,4.848748e+06,0.524323,1.565146,0.011485,0.999959
5.460560,0.083656,0.083629,423.699571,4.848316e+06,4.848316e+06,0.528027,1.565289,0.011566,0.999959
5.465480,0.083785,0.083772,423.705768,4.848202e+06,4.848202e+06,0.529008,1.565326,0.011588,0.999959
5.468025,0.083852,0.083847,423.708975,4.848143e+06,4.848143e+06,0.529516,1.565346,0.011599,0.999959
5.470571,0.083924,0.083921,423.712243,4.848084e+06,4.848084e+06,0.530025,1.565376,0.011610,0.999957
5.473009,0.084002,0.083992,423.715441,4.848027e+06,4.848027e+06,0.530512,1.565395,0.011622,0.999957
5.497391,0.084788,0.084706,423.747448,4.847461e+06,4.847461e+06,0.535399,1.565582,0.011728,0.999957
5.741207,0.092650,0.092029,424.070092,4.841805e+06,4.841805e+06,0.585565,1.567454,0.012833,0.999957
6.257680,0.109304,0.108631,424.769116,4.829823e+06,4.829823e+06,0.699654,1.571439,0.015356,0.999957
6.427949,0.114794,0.114431,425.004247,4.825873e+06,4.825873e+06,0.739611,1.572759,0.016242,0.999957
6.497815,0.117047,0.116857,425.101403,4.824252e+06,4.824252e+06,0.756345,1.573302,0.016614,0.999957
6.522081,0.117829,0.117707,425.135241,4.823689e+06,4.823689e+06,0.762204,1.573490,0.016745,0.999957
6.546348,0.118611,0.118559,425.169127,4.823126e+06,4.823126e+06,0.768086,1.573679,0.016875,0.999957
6.554166,0.118864,0.118835,425.180054,4.822944e+06,4.822944e+06,0.769986,1.573739,0.016917,0.999957
6.561984,0.119116,0.119110,425.190986,4.822763e+06,4.822763e+06,0.771889,1.573800,0.016960,0.999957
6.569715,0.119402,0.119383,425.202221,4.822584e+06,4.822584e+06,0.773774,1.573880,0.017002,0.999956
6.576755,0.119672,0.119632,425.212495,4.822420e+06,4.822420e+06,0.775493,1.573934,0.017040,0.999956
6.647159,0.122375,0.122137,425.315459,4.820787e+06,4.820787e+06,0.792798,1.574482,0.017424,0.999956
7.351196,0.149400,0.148717,426.367390,4.804454e+06,4.804454e+06,0.976956,1.579985,0.021539,0.999956
7.593835,0.158714,0.158528,426.739408,4.798824e+06,4.798824e+06,1.045134,1.581894,0.023071,0.999956
7.642663,0.160588,0.160543,426.814864,4.797692e+06,4.797692e+06,1.059148,1.582279,0.023387,0.999956
7.649734,0.160860,0.160835,426.825808,4.797528e+06,4.797528e+06,1.061186,1.582335,0.023433,0.999956
7.656805,0.161131,0.161129,426.836756,4.797364e+06,4.797364e+06,1.063225,1.582390,0.023479,0.999956
7.664110,0.161452,0.161432,426.848524,4.797194e+06,4.797194e+06,1.065337,1.582479,0.023527,0.999954
7.670775,0.161749,0.161709,426.859306,4.797039e+06,4.797039e+06,1.067265,1.582531,0.023570,0.999954
7.737425,0.164723,0.164491,426.967335,4.795493e+06,4.795493e+06,1.086652,1.583057,0.024006,0.999954
8.403931,0.194460,0.193715,428.068223,4.780030e+06,4.780030e+06,1.290693,1.588338,0.028634,0.999954
8.648155,0.205356,0.205062,428.481072,4.774365e+06,4.774365e+06,1.370109,1.590285,0.030448,0.999954
8.739648,0.209438,0.209401,428.637055,4.772242e+06,4.772242e+06,1.400505,1.591016,0.031144,0.999954
8.750676,0.209930,0.209927,428.655905,4.771986e+06,4.771986e+06,1.404193,1.591104,0.031229,0.999954
8.757707,0.210282,0.210263,428.668419,4.771823e+06,4.771823e+06,1.406549,1.591207,0.031282,0.999953
8.764104,0.210608,0.210569,428.679853,4.771675e+06,4.771675e+06,1.408695,1.591258,0.031331,0.999953
8.828072,0.213866,0.213641,428.794387,4.770191e+06,4.770191e+06,1.430249,1.591769,0.031825,0.999953
9.467757,0.246448,0.245661,429.959261,4.755350e+06,4.755350e+06,1.655325,1.596906,0.037023,0.999953
9.713393,0.258959,0.258589,430.416080,4.749651e+06,4.749651e+06,1.746373,1.598889,0.039144,0.999953
9.804262,0.263587,0.263461,430.586422,4.747543e+06,4.747543e+06,1.780707,1.599624,0.039947,0.999953
9.845255,0.265675,0.265674,430.663507,4.746592e+06,4.746592e+06,1.796311,1.599956,0.040312,0.999953
9.851969,0.266058,0.266038,430.676666,4.746436e+06,4.746436e+06,1.798876,1.600077,0.040372,0.999951
9.858067,0.266408,0.266368,430.688670,4.746295e+06,4.746295e+06,1.801209,1.600127,0.040426,0.999951
9.919050,0.269905,0.269684,430.808892,4.744880e+06,4.744880e+06,1.824621,1.600621,0.040974,0.999951
10.528883,0.304873,0.304045,432.029358,4.730732e+06,4.730732e+06,2.067530,1.605581,0.046705,0.999951
10.775990,0.319042,0.318593,432.533409,4.725000e+06,4.725000e+06,2.170514,1.607601,0.049159,0.999951
10.866265,0.324218,0.323997,432.718933,4.722905e+06,4.722905e+06,2.208793,1.608341,0.050074,0.999951
10.891120,0.325644,0.325494,432.770142,4.722329e+06,4.722329e+06,2.219394,1.608545,0.050328,0.999951
10.915975,0.327069,0.326994,432.821407,4.721752e+06,4.721752e+06,2.230022,1.608749,0.050583,0.999951
10.925578,0.327619,0.327575,432.841229,4.721529e+06,4.721529e+06,2.234135,1.608827,0.050681,0.999951
10.935182,0.328170,0.328156,432.861060,4.721306e+06,4.721306e+06,2.238253,1.608906,0.050780,0.999951
10.937703,0.328315,0.328309,432.866268,4.721248e+06,4.721248e+06,2.239334,1.608927,0.050806,0.999951
10.940224,0.328464,0.328462,432.871585,4.721189e+06,4.721189e+06,2.240417,1.609039,0.050831,0.999950
10.942528,0.328611,0.328601,432.876560,4.721136e+06,4.721136e+06,2.241407,1.609058,0.050855,0.999950
10.965562,0.330081,0.329998,432.926336,4.720602e+06,4.720602e+06,2.251322,1.609247,0.051093,0.999950
11.195911,0.344786,0.344145,433.426759,4.715258e+06,4.715258e+06,2.351738,1.611139,0.053506,0.999950
11.656607,0.374194,0.373386,434.442197,4.704570e+06,4.704570e+06,2.559478,1.614939,0.058546,0.999950
11.748746,0.380076,0.379387,434.647634,4.702432e+06,4.702432e+06,2.602132,1.615702,0.059588,0.999950
11.840885,0.385958,0.385438,434.853857,4.700294e+06,4.700294e+06,2.645156,1.616465,0.060641,0.999950
11.946874,0.392724,0.392462,435.092053,4.697836e+06,4.697836e+06,2.695102,1.617344,0.061867,0.999950
11.974834,0.394509,0.394327,435.155064,4.697187e+06,4.697187e+06,2.708360,1.617576,0.062193,0.999950
12.002794,0.396293,0.396196,435.218147,4.696538e+06,4.696538e+06,2.721651,1.617808,0.062520,0.999950
12.031247,0.398110,0.398102,435.282418,4.695878e+06,4.695878e+06,2.735212,1.618044,0.062854,0.999950
12.032660,0.398200,0.398197,435.285611,4.695845e+06,4.695845e+06,2.735886,1.618056,0.062870,0.999950
12.034072,0.398294,0.398292,435.288870,4.695813e+06,4.695813e+06,2.736560,1.618189,0.062887,0.999948
12.035506,0.398395,0.398388,435.292257,4.695779e+06,4.695779e+06,2.737246,1.618201,0.062904,0.999948
12.049842,0.399405,0.399351,435.326137,4.695447e+06,4.695447e+06,2.744106,1.618320,0.063073,0.999948
12.193203,0.409500,0.409049,435.665992,4.692121e+06,4.692121e+06,2.813201,1.619512,0.064776,0.999948
12.554434,0.434938,0.434033,436.530871,4.683740e+06,4.683740e+06,2.991285,1.622523,0.069201,0.999948
12.915665,0.460375,0.459808,437.408047,4.675360e+06,4.675360e+06,3.175067,1.625547,0.073814,0.999948
12.970517,0.464238,0.463792,437.542326,4.674087e+06,4.674087e+06,3.203472,1.626007,0.074532,0.999948
13.025370,0.468101,0.467793,437.676892,4.672815e+06,4.672815e+06,3.232009,1.626467,0.075253,0.999948
13.100088,0.473362,0.473274,437.860654,4.671081e+06,4.671081e+06,3.271091,1.627095,0.076243,0.999948
13.111217,0.474146,0.474093,437.888070,4.670823e+06,4.670823e+06,3.276934,1.627188,0.076391,0.999948
13.122346,0.474930,0.474913,437.915499,4.670565e+06,4.670565e+06,3.282781,1.627282,0.076540,0.999948
13.127059,0.475262,0.475260,437.927118,4.670456e+06,4.670456e+06,3.285259,1.627321,0.076603,0.999948
13.131772,0.475623,0.475608,437.939211,4.670346e+06,4.670346e+06,3.287742,1.627517,0.076665,0.999946
13.136223,0.475966,0.475936,437.950678,4.670243e+06,4.670243e+06,3.290089,1.627555,0.076725,0.999946
13.180734,0.479397,0.479227,438.065457,4.669211e+06,4.669211e+06,3.313600,1.627929,0.077321,0.999946
13.625842,0.513711,0.512800,439.223663,4.658884e+06,4.658884e+06,3.553490,1.631682,0.083453,0.999946
13.869930,0.532529,0.531727,439.866883,4.653222e+06,4.653222e+06,3.688723,1.633747,0.086947,0.999946
14.114018,0.551346,0.551020,440.515865,4.647559e+06,4.647559e+06,3.826560,1.635817,0.090535,0.999946
14.182083,0.556593,0.556466,440.697869,4.645980e+06,4.645980e+06,3.865459,1.636396,0.091553,0.999946
14.213277,0.558998,0.558971,440.781429,4.645256e+06,4.645256e+06,3.883354,1.636661,0.092021,0.999946
14.220904,0.559586,0.559584,440.801875,4.645079e+06,4.645079e+06,3.887736,1.636726,0.092136,0.999946
14.226588,0.560060,0.560042,440.817726,4.644947e+06,4.644947e+06,3.891009,1.636971,0.092222,0.999944
14.231708,0.560489,0.560454,440.832062,4.644828e+06,4.644828e+06,3.893959,1.637014,0.092299,0.999944
14.282908,0.564782,0.564585,440.975555,4.643641e+06,4.643641e+06,3.923523,1.637450,0.093073,0.999944
14.794909,0.607715,0.606787,442.424553,4.631763e+06,4.631763e+06,4.225475,1.641819,0.101061,0.999944
15.050922,0.629183,0.628500,443.158732,4.625823e+06,4.625823e+06,4.380751,1.644011,0.105222,0.999944
15.306936,0.650650,0.650622,443.899381,4.619884e+06,4.619884e+06,4.538878,1.646209,0.109494,0.999944
15.311199,0.651008,0.650994,443.911770,4.619785e+06,4.619785e+06,4.541535,1.646246,0.109567,0.999944
15.313586,0.651208,0.651202,443.918706,4.619730e+06,4.619730e+06,4.543023,1.646266,0.109607,0.999944
15.314772,0.651308,0.651306,443.922153,4.619702e+06,4.619702e+06,4.543763,1.646277,0.109627,0.999944
15.315958,0.651411,0.651409,443.925669,4.619674e+06,4.619674e+06,4.544503,1.646529,0.109647,0.999941
15.317168,0.651521,0.651515,443.929338,4.619646e+06,4.619646e+06,4.545259,1.646540,0.109668,0.999941
15.329271,0.652619,0.652572,443.966044,4.619366e+06,4.619366e+06,4.552826,1.646644,0.109873,0.999941
15.450297,0.663596,0.663189,444.333900,4.616558e+06,4.616558e+06,4.628848,1.647686,0.111937,0.999941
15.756422,0.691363,0.690456,445.270856,4.609456e+06,4.609456e+06,4.823989,1.650327,0.117279,0.999941
16.062548,0.719129,0.718312,446.217154,4.602354e+06,4.602354e+06,5.023197,1.652974,0.122793,0.999941
16.240180,0.735241,0.734748,446.770554,4.598233e+06,4.598233e+06,5.140646,1.654514,0.126071,0.999941
16.286932,0.739482,0.739106,446.916732,4.597149e+06,4.597149e+06,5.171784,1.654920,0.126944,0.999941
16.333684,0.743722,0.743479,447.063131,4.596064e+06,4.596064e+06,5.203016,1.655325,0.127820,0.999941
16.397762,0.749534,0.749495,447.264143,4.594577e+06,4.594577e+06,5.245975,1.655882,0.129028,0.999941
16.408308,0.750491,0.750487,447.297265,4.594333e+06,4.594333e+06,5.253062,1.655974,0.129228,0.999941
16.413403,0.750982,0.750967,447.313885,4.594214e+06,4.594214e+06,5.256495,1.656312,0.129324,0.999939
16.418008,0.751431,0.751401,447.328968,4.594108e+06,4.594108e+06,5.259600,1.656352,0.129411,0.999939
16.464063,0.755928,0.755747,447.479911,4.593039e+06,4.593039e+06,5.290696,1.656753,0.130286,0.999939
16.924616,0.800897,0.799945,449.001101,4.582355e+06,4.582355e+06,5.606693,1.660768,0.139265,0.999939
17.168807,0.824739,0.823928,449.816362,4.576690e+06,4.576690e+06,5.777932,1.662904,0.144197,0.999939
17.412998,0.848582,0.848293,450.637688,4.571025e+06,4.571025e+06,5.951713,1.665043,0.149247,0.999939
17.477890,0.854918,0.854832,450.856972,4.569519e+06,4.569519e+06,5.998320,1.665612,0.150609,0.999939
17.487411,0.855848,0.855793,450.889178,4.569298e+06,4.569298e+06,6.005173,1.665696,0.150809,0.999939
17.496931,0.856777,0.856755,450.921394,4.569077e+06,4.569077e+06,6.012029,1.665779,0.151010,0.999939
17.500286,0.857105,0.857095,450.932753,4.568999e+06,4.568999e+06,6.014447,1.665809,0.151081,0.999939
17.501971,0.857270,0.857265,450.938455,4.568960e+06,4.568960e+06,6.015661,1.665824,0.151116,0.999939
17.503656,0.857437,0.857436,450.944267,4.568921e+06,4.568921e+06,6.016876,1.666189,0.151152,0.999936
17.505231,0.857602,0.857595,450.949820,4.568885e+06,4.568885e+06,6.018014,1.666203,0.151185,0.999936
17.520984,0.859251,0.859189,451.005361,4.568519e+06,4.568519e+06,6.029401,1.666341,0.151518,0.999936
17.678506,0.875738,0.875218,451.562164,4.564865e+06,4.564865e+06,6.143845,1.667727,0.154874,0.999936
18.050862,0.914710,0.913743,452.888429,4.556227e+06,4.556227e+06,6.418562,1.671010,0.163019,0.999936
18.423217,0.953682,0.953164,454.228925,4.547588e+06,4.547588e+06,6.699117,1.674301,0.171461,0.999936
18.506910,0.962442,0.962149,454.532188,4.545647e+06,4.545647e+06,6.762974,1.675042,0.173400,0.999936
18.590602,0.971201,0.971178,454.836174,4.543705e+06,4.543705e+06,6.827121,1.675784,0.175353,0.999936
18.593972,0.971554,0.971543,454.848429,4.543627e+06,4.543627e+06,6.829710,1.675813,0.175432,0.999936
18.595900,0.971756,0.971751,454.855442,4.543582e+06,4.543582e+06,6.831192,1.675831,0.175477,0.999936
18.597829,0.971963,0.971960,454.862586,4.543537e+06,4.543537e+06,6.832675,1.676259,0.175522,0.999933
18.599570,0.972157,0.972148,454.869174,4.543497e+06,4.543497e+06,6.834017,1.676275,0.175563,0.999933
18.616981,0.974103,0.974034,454.935070,4.543093e+06,4.543093e+06,6.847440,1.676429,0.175972,0.999933
18.791095,0.993565,0.992995,455.595751,4.539054e+06,4.539054e+06,6.982364,1.677978,0.180097,0.999933
19.191728,1.038345,1.037374,457.127864,4.529759e+06,4.529759e+06,7.297610,1.681546,0.189852,0.999933
19.592361,1.083125,1.082803,458.676634,4.520465e+06,4.520465e+06,7.619456,1.685123,0.199978,0.999933
19.679016,1.092811,1.092768,459.013826,4.518455e+06,4.518455e+06,7.689929,1.685898,0.202217,0.999933
19.684795,1.093457,1.093434,459.036341,4.518321e+06,4.518321e+06,7.694640,1.685950,0.202367,0.999933
19.690574,1.094103,1.094101,459.058859,4.518187e+06,4.518187e+06,7.699351,1.686002,0.202517,0.999933
19.695134,1.094642,1.094627,459.077264,4.518081e+06,4.518081e+06,7.703080,1.686520,0.202636,0.999930
19.699251,1.095131,1.095102,459.093937,4.517985e+06,4.517985e+06,7.706447,1.686557,0.202743,0.999930
19.740417,1.100029,1.099859,459.260758,4.517030e+06,4.517030e+06,7.740157,1.686926,0.203814,0.999930
20.152078,1.149004,1.148039,460.938686,4.507480e+06,4.507480e+06,8.081048,1.690627,0.214763,0.999930
20.370261,1.174961,1.174028,461.835172,4.502418e+06,4.502418e+06,8.264491,1.692591,0.220736,0.999930
20.588444,1.200918,1.200333,462.736645,4.497357e+06,4.497357e+06,8.449829,1.694557,0.226827,0.999930
20.741142,1.219084,1.218931,463.370524,4.493814e+06,4.493814e+06,8.580656,1.695935,0.231160,0.999930
20.770765,1.222608,1.222557,463.493780,4.493127e+06,4.493127e+06,8.606143,1.696202,0.232008,0.999930
20.777133,1.223366,1.223337,463.520286,4.492979e+06,4.492979e+06,8.611626,1.696260,0.232190,0.999930
20.783500,1.224123,1.224117,463.546796,4.492832e+06,4.492832e+06,8.617110,1.696317,0.232372,0.999930
20.784501,1.224242,1.224240,463.550963,4.492808e+06,4.492808e+06,8.617972,1.696326,0.232401,0.999930
20.785502,1.224365,1.224363,463.555203,4.492785e+06,4.492785e+06,8.618835,1.696882,0.232430,0.999926
20.786518,1.224493,1.224487,463.559594,4.492762e+06,4.492762e+06,8.619713,1.696891,0.232459,0.999926
20.796675,1.225775,1.225733,463.603503,4.492526e+06,4.492526e+06,8.628491,1.696984,0.232750,0.999926
20.898253,1.238599,1.238228,464.043186,4.490169e+06,4.490169e+06,8.716501,1.697905,0.235680,0.999926
21.101409,1.264247,1.263425,464.925799,4.485456e+06,4.485456e+06,8.893740,1.699749,0.241622,0.999926
21.304566,1.289895,1.288896,465.812745,4.480743e+06,4.480743e+06,9.072592,1.701594,0.247673,0.999926
21.710878,1.341191,1.340669,467.599676,4.471317e+06,4.471317e+06,9.435073,1.705288,0.260104,0.999926
21.834189,1.356758,1.356600,468.145435,4.468457e+06,4.468457e+06,9.546324,1.706410,0.263964,0.999926
21.849872,1.358738,1.358634,468.214959,4.468093e+06,4.468093e+06,9.560514,1.706553,0.264458,0.999926
21.865554,1.360718,1.360669,468.284509,4.467729e+06,4.467729e+06,9.574713,1.706696,0.264952,0.999926
21.875553,1.361980,1.361968,468.328867,4.467497e+06,4.467497e+06,9.583771,1.706787,0.265268,0.999926
21.878873,1.362399,1.362399,468.343596,4.467420e+06,4.467420e+06,9.586779,1.706817,0.265373,0.999926
21.882192,1.362842,1.362830,468.358818,4.467343e+06,4.467343e+06,9.589795,1.707468,0.265477,0.999922
21.885343,1.363263,1.363240,468.373316,4.467270e+06,4.467270e+06,9.592660,1.707497,0.265577,0.999922
21.916851,1.367473,1.367338,468.518344,4.466539e+06,4.466539e+06,9.621325,1.707785,0.266574,0.999922
22.231933,1.409570,1.408686,469.974379,4.459229e+06,4.459229e+06,9.910047,1.710672,0.276701,0.999922
22.862096,1.493765,1.493395,472.917911,4.444610e+06,4.444610e+06,10.498576,1.716453,0.297803,0.999922
22.933859,1.503353,1.503213,473.255784,4.442945e+06,4.442945e+06,10.566514,1.717112,0.300277,0.999922
22.964469,1.507442,1.507411,473.400070,4.442235e+06,4.442235e+06,10.595550,1.717393,0.301337,0.999922
22.968479,1.507978,1.507961,473.418981,4.442142e+06,4.442142e+06,10.599356,1.717430,0.301477,0.999922
22.972490,1.508514,1.508512,473.437894,4.442049e+06,4.442049e+06,10.603163,1.717466,0.301616,0.999922
22.976449,1.509069,1.509056,473.457173,4.441957e+06,4.441957e+06,10.606933,1.718199,0.301753,0.999918
22.980055,1.509578,1.509551,473.474790,4.441874e+06,4.441874e+06,10.610368,1.718232,0.301878,0.999918
23.016119,1.514664,1.514509,473.651038,4.441037e+06,4.441037e+06,10.644748,1.718566,0.303132,0.999918
23.376758,1.565532,1.564580,475.421078,4.432671e+06,4.432671e+06,10.991128,1.721902,0.315892,0.999918
23.521014,1.585879,1.584856,476.132948,4.429324e+06,4.429324e+06,11.130980,1.723237,0.321107,0.999918
23.665270,1.606226,1.605275,476.847024,4.425978e+06,4.425978e+06,11.271563,1.724572,0.326385,0.999918
24.064300,1.662509,1.662499,478.833752,4.416721e+06,4.416721e+06,11.664176,1.728266,0.341314,0.999918
24.065863,1.662729,1.662725,478.841570,4.416684e+06,4.416684e+06,11.665725,1.728280,0.341374,0.999918
24.067426,1.662954,1.662952,478.849511,4.416648e+06,4.416648e+06,11.667277,1.729069,0.341433,0.999913
24.068852,1.663166,1.663158,478.856885,4.416615e+06,4.416615e+06,11.668694,1.729082,0.341488,0.999913
24.083107,1.665283,1.665223,478.930642,4.416284e+06,4.416284e+06,11.682869,1.729215,0.342030,0.999913
24.225661,1.686462,1.685950,479.669396,4.412977e+06,4.412977e+06,11.825002,1.730546,0.347492,0.999913
24.556571,1.735625,1.734603,481.392552,4.405300e+06,4.405300e+06,12.157595,1.733636,0.360426,0.999913
24.887480,1.784788,1.784011,483.127320,4.397624e+06,4.397624e+06,12.493821,1.736726,0.373715,0.999913
25.066698,1.811414,1.811088,484.071713,4.393466e+06,4.393466e+06,12.677397,1.738399,0.381061,0.999913
25.129685,1.820772,1.820657,484.404434,4.392005e+06,4.392005e+06,12.742158,1.738987,0.383668,0.999913
25.156970,1.824825,1.824810,484.548693,4.391372e+06,4.391372e+06,12.770250,1.739242,0.384801,0.999913
25.159061,1.825136,1.825129,484.559752,4.391323e+06,4.391323e+06,12.772403,1.739262,0.384888,0.999913
25.160164,1.825300,1.825297,484.565585,4.391298e+06,4.391298e+06,12.773539,1.739272,0.384934,0.999913
25.161267,1.825467,1.825465,484.571509,4.391272e+06,4.391272e+06,12.774677,1.740136,0.384979,0.999907
25.162340,1.825634,1.825628,484.577373,4.391247e+06,4.391247e+06,12.775786,1.740146,0.385024,0.999907
25.173069,1.827310,1.827264,484.636022,4.390998e+06,4.390998e+06,12.786879,1.740247,0.385471,0.999907
25.280360,1.844065,1.843659,485.223184,4.388509e+06,4.388509e+06,12.898008,1.741259,0.389957,0.999907
25.494943,1.877575,1.876690,486.401163,4.383531e+06,4.383531e+06,13.121366,1.743281,0.399049,0.999907
25.709526,1.911086,1.910041,487.584020,4.378553e+06,4.378553e+06,13.346166,1.745303,0.408301,0.999907
26.213610,1.989806,1.989654,490.381918,4.366859e+06,4.366859e+06,13.879742,1.750050,0.430661,0.999907
26.243964,1.994546,1.994504,490.551254,4.366155e+06,4.366155e+06,13.912110,1.750336,0.432036,0.999907
26.252645,1.995902,1.995893,490.599706,4.365954e+06,4.365954e+06,13.921373,1.750417,0.432429,0.999907
26.253935,1.996103,1.996099,490.606905,4.365924e+06,4.365924e+06,13.922749,1.750429,0.432488,0.999907
26.255225,1.996308,1.996306,490.614211,4.365894e+06,4.365894e+06,13.924128,1.751375,0.432546,0.999901
26.256435,1.996506,1.996499,490.621184,4.365866e+06,4.365866e+06,13.925424,1.751387,0.432601,0.999901
26.268538,1.998489,1.998436,490.690924,4.365585e+06,4.365585e+06,13.938387,1.751502,0.433151,0.999901
26.389561,2.018317,2.017862,491.389171,4.362778e+06,4.362778e+06,14.068259,1.752654,0.438675,0.999901
26.676987,2.065407,2.064408,493.053684,4.356110e+06,4.356110e+06,14.378417,1.755388,0.452011,0.999901
26.964413,2.112498,2.111536,494.726933,4.349442e+06,4.349442e+06,14.690923,1.758120,0.465651,0.999901
27.122956,2.138473,2.137781,495.653627,4.345764e+06,4.345764e+06,14.864273,1.759626,0.473305,0.999901
27.281498,2.164448,2.164204,496.582980,4.342086e+06,4.342086e+06,15.038298,1.761131,0.481052,0.999901
27.332817,2.172856,2.172795,496.884373,4.340896e+06,4.340896e+06,15.094770,1.761618,0.483579,0.999901
27.344870,2.174831,2.174815,496.955205,4.340616e+06,4.340616e+06,15.108044,1.761733,0.484174,0.999901
27.346984,2.175177,2.175170,496.967629,4.340567e+06,4.340567e+06,15.110372,1.761753,0.484279,0.999901
