variable,spearman_altitude_error,prcc_altitude_error,spearman_velocity_error,prcc_velocity_error,spearman_fuel_margin,prcc_fuel_margin
thrust_multiplier,0.961941799767199,0.9921797110783215,0.955572462289849,0.9910030695884838,-0.8867925071700286,-0.9786722240503919
isp_multiplier,-0.36261668246672984,-0.9049218636975087,-0.38215612062448245,-0.907891838860019,0.5332404689618758,0.9267315700985583
density_multiplier,-0.06137467749871,-0.0873555650636073,-0.05008320833283333,0.009305704680294437,0.04581714326857307,-0.027125392191832316
