n,p_orbit_fail,p_fuel_fail,p_q_violate,p_g_violate,p_any_failure
349,0.9455587392550143,0.0,0.5902578796561605,0.501432664756447,0.9799426934097422
350,0.9457142857142857,0.0,0.5914285714285714,0.5028571428571429,0.98
351,0.9458689458689459,0.0,0.5925925925925926,0.5042735042735043,0.98005698005698
352,0.9460227272727273,0.0,0.59375,0.5056818181818182,0.9801136363636364
353,0.9461756373937678,0.0,0.5949008498583569,0.5070821529745042,0.9801699716713881
354,0.9463276836158192,0.0,0.596045197740113,0.5056497175141242,0.980225988700565
355,0.9464788732394366,0.0,0.5971830985915493,0.504225352112676,0.9802816901408451
356,0.9466292134831461,0.0,0.5955056179775281,0.5028089887640449,0.9803370786516854
357,0.9467787114845938,0.0,0.5938375350140056,0.5014005602240896,0.9803921568627451
358,0.946927374301676,0.0,0.5949720670391061,0.5027932960893855,0.9804469273743017
359,0.947075208913649,0.0,0.5933147632311978,0.5041782729805014,0.9805013927576601
360,0.9472222222222222,0.0,0.5944444444444444,0.5055555555555555,0.9805555555555555
361,0.9473684210526315,0.0,0.592797783933518,0.5041551246537396,0.9806094182825484
362,0.9475138121546961,0.0,0.5939226519337016,0.505524861878453,0.9806629834254144
363,0.9476584022038568,0.0,0.5922865013774105,0.5068870523415978,0.9807162534435262
364,0.9478021978021978,0.0,0.5934065934065934,0.5082417582417582,0.9807692307692307
365,0.947945205479452,0.0,0.5945205479452055,0.5095890410958904,0.9808219178082191
366,0.9453551912568307,0.0,0.5956284153005464,0.5109289617486339,0.9808743169398907
367,0.9455040871934605,0.0,0.5967302452316077,0.5095367847411444,0.9809264305177112
368,0.9456521739130435,0.0,0.5978260869565217,0.5108695652173914,0.9809782608695652
369,0.94579945799458,0.0,0.5989159891598916,0.5094850948509485,0.981029810298103
370,0.9459459459459459,0.0,0.6,0.5108108108108108,0.981081081081081
371,0.9433962264150944,0.0,0.601078167115903,0.5094339622641509,0.9811320754716981
372,0.9435483870967742,0.0,0.6021505376344086,0.5080645161290323,0.9811827956989247
373,0.9436997319034852,0.0,0.6032171581769437,0.5067024128686327,0.9812332439678284
374,0.9411764705882353,0.0,0.6042780748663101,0.5080213903743316,0.9812834224598931
375,0.9413333333333334,0.0,0.6053333333333333,0.5066666666666667,0.9813333333333333
376,0.9414893617021277,0.0,0.6037234042553191,0.5053191489361702,0.9813829787234043
377,0.9416445623342176,0.0,0.6047745358090185,0.5039787798408488,0.9814323607427056
378,0.9417989417989417,0.0,0.6058201058201058,0.5052910052910053,0.9814814814814815
379,0.941952506596306,0.0,0.6068601583113457,0.5065963060686016,0.9815303430079155
380,0.9421052631578948,0.0,0.6052631578947368,0.5052631578947369,0.9815789473684211
381,0.9422572178477691,0.0,0.6062992125984252,0.5065616797900262,0.9816272965879265
382,0.9424083769633508,0.0,0.6073298429319371,0.5052356020942408,0.981675392670157
383,0.9425587467362925,0.0,0.608355091383812,0.5039164490861618,0.9817232375979112
384,0.9427083333333334,0.0,0.6067708333333334,0.5026041666666666,0.9817708333333334
385,0.9428571428571428,0.0,0.6077922077922078,0.5038961038961038,0.9818181818181818
386,0.9430051813471503,0.0,0.6088082901554405,0.5051813471502591,0.9818652849740933
387,0.9431524547803618,0.0,0.6098191214470284,0.5064599483204134,0.9819121447028424
388,0.9432989690721649,0.0,0.6082474226804123,0.5077319587628866,0.9819587628865979
389,0.9434447300771208,0.0,0.609254498714653,0.506426735218509,0.9820051413881749
390,0.9435897435897436,0.0,0.6076923076923076,0.5076923076923077,0.982051282051282
391,0.9437340153452686,0.0,0.6086956521739131,0.5089514066496164,0.9820971867007673
392,0.9438775510204082,0.0,0.6096938775510204,0.5102040816326531,0.9821428571428571
393,0.9440203562340967,0.0,0.6106870229007634,0.5089058524173028,0.9821882951653944
394,0.9441624365482234,0.0,0.6116751269035533,0.5076142131979695,0.9822335025380711
395,0.9443037974683545,0.0,0.610126582278481,0.5063291139240507,0.9822784810126582
396,0.9419191919191919,0.0,0.6085858585858586,0.5050505050505051,0.9797979797979798
397,0.9420654911838791,0.0,0.6070528967254408,0.5037783375314862,0.9798488664987406
398,0.9422110552763819,0.0,0.6080402010050251,0.5050251256281407,0.9798994974874372
399,0.9423558897243107,0.0,0.6090225563909775,0.506265664160401,0.9799498746867168
400,0.9425,0.0,0.6075,0.505,0.98
401,0.942643391521197,0.0,0.6084788029925187,0.5062344139650873,0.9800498753117207
402,0.9427860696517413,0.0,0.6069651741293532,0.5049751243781094,0.9800995024875622
403,0.9429280397022333,0.0,0.6054590570719603,0.5037220843672456,0.9801488833746899
404,0.943069306930693,0.0,0.6064356435643564,0.504950495049505,0.9801980198019802
405,0.9432098765432099,0.0,0.6074074074074074,0.5061728395061729,0.980246913580247
406,0.9433497536945813,0.0,0.6083743842364532,0.5049261083743842,0.9802955665024631
407,0.9434889434889435,0.0,0.6093366093366094,0.5036855036855037,0.9803439803439803
408,0.9436274509803921,0.0,0.6078431372549019,0.5024509803921569,0.9803921568627451
409,0.9437652811735942,0.0,0.6063569682151589,0.5036674816625917,0.980440097799511
410,0.9439024390243902,0.0,0.6073170731707317,0.5048780487804878,0.9804878048780488
411,0.9440389294403893,0.0,0.6082725060827251,0.5060827250608273,0.9805352798053528
412,0.9441747572815534,0.0,0.6092233009708737,0.5072815533980582,0.9805825242718447
413,0.9443099273607748,0.0,0.6101694915254238,0.5060532687651331,0.9806295399515739
414,0.9444444444444444,0.0,0.6086956521739131,0.5072463768115942,0.9806763285024155
415,0.944578313253012,0.0,0.6096385542168675,0.5084337349397591,0.980722891566265
416,0.9447115384615384,0.0,0.6105769230769231,0.5072115384615384,0.9807692307692307
417,0.9448441247002398,0.0,0.6091127098321343,0.5059952038369304,0.9808153477218226
418,0.9449760765550239,0.0,0.6100478468899522,0.507177033492823,0.9808612440191388
419,0.9427207637231504,0.0,0.6085918854415274,0.5083532219570406,0.9809069212410502
420,0.9428571428571428,0.0,0.6071428571428571,0.5095238095238095,0.9809523809523809
421,0.9429928741092637,0.0,0.6057007125890737,0.5083135391923991,0.9809976247030879
422,0.943127962085308,0.0,0.6066350710900474,0.5071090047393365,0.981042654028436
423,0.9432624113475178,0.0,0.607565011820331,0.508274231678487,0.9810874704491725
424,0.9433962264150944,0.0,0.6084905660377359,0.5070754716981132,0.9811320754716981
425,0.9435294117647058,0.0,0.6094117647058823,0.5058823529411764,0.9811764705882353
426,0.9436619718309859,0.0,0.607981220657277,0.5070422535211268,0.9812206572769953
427,0.9437939110070258,0.0,0.6088992974238876,0.5058548009367682,0.9812646370023419
428,0.9439252336448598,0.0,0.6098130841121495,0.5070093457943925,0.9813084112149533
429,0.9440559440559441,0.0,0.6107226107226107,0.5081585081585082,0.9813519813519813
430,0.9441860465116279,0.0,0.6093023255813953,0.5069767441860465,0.9813953488372092
431,0.9443155452436195,0.0,0.6102088167053364,0.505800464037123,0.9814385150812065
432,0.9444444444444444,0.0,0.6111111111111112,0.5069444444444444,0.9814814814814815
433,0.9445727482678984,0.0,0.6120092378752887,0.5080831408775982,0.9815242494226328
434,0.9447004608294931,0.0,0.6105990783410138,0.5092165898617511,0.9815668202764977
435,0.9448275862068966,0.0,0.6114942528735632,0.5103448275862069,0.9816091954022989
436,0.944954128440367,0.0,0.6123853211009175,0.5114678899082569,0.981651376146789
437,0.9450800915331807,0.0,0.6109839816933639,0.5102974828375286,0.9816933638443935
438,0.9452054794520548,0.0,0.6118721461187214,0.5091324200913242,0.9817351598173516
439,0.9453302961275627,0.0,0.6104783599088838,0.5079726651480638,0.9817767653758542
440,0.9454545454545454,0.0,0.6113636363636363,0.509090909090909,0.9818181818181818
441,0.9455782312925171,0.0,0.6099773242630385,0.5079365079365079,0.981859410430839
442,0.9457013574660633,0.0,0.6108597285067874,0.5090497737556561,0.9819004524886877
443,0.945823927765237,0.0,0.6117381489841986,0.5079006772009029,0.981941309255079
444,0.9459459459459459,0.0,0.6103603603603603,0.509009009009009,0.9819819819819819
445,0.9438202247191011,0.0,0.6112359550561798,0.5101123595505618,0.9820224719101124
446,0.9439461883408071,0.0,0.6098654708520179,0.5089686098654709,0.9820627802690582
447,0.9440715883668904,0.0,0.610738255033557,0.5100671140939598,0.9821029082774049
448,0.9441964285714286,0.0,0.609375,0.5089285714285714,0.9821428571428571
449,0.9443207126948775,0.0,0.6102449888641426,0.5100222717149221,0.9821826280623608
450,0.9444444444444444,0.0,0.6088888888888889,0.5111111111111111,0.9822222222222222
451,0.9445676274944568,0.0,0.6075388026607539,0.5121951219512195,0.9822616407982262
452,0.9446902654867256,0.0,0.6084070796460177,0.5110619469026548,0.9823008849557522
453,0.9448123620309051,0.0,0.6070640176600441,0.5099337748344371,0.9823399558498896
454,0.9449339207048458,0.0,0.6079295154185022,0.5110132158590308,0.9823788546255506
455,0.945054945054945,0.0,0.6087912087912087,0.5098901098901099,0.9824175824175824
456,0.9451754385964912,0.0,0.6096491228070176,0.5087719298245614,0.9824561403508771
457,0.9452954048140044,0.0,0.6105032822757112,0.5076586433260394,0.9824945295404814
458,0.9454148471615721,0.0,0.611353711790393,0.5065502183406113,0.982532751091703
459,0.9455337690631809,0.0,0.6100217864923747,0.5054466230936819,0.9825708061002179
460,0.9456521739130435,0.0,0.6108695652173913,0.5043478260869565,0.9826086956521739
461,0.9457700650759219,0.0,0.6117136659436009,0.5032537960954447,0.982646420824295
462,0.9458874458874459,0.0,0.6103896103896104,0.5043290043290043,0.9826839826839827
463,0.9460043196544277,0.0,0.6112311015118791,0.5032397408207343,0.9827213822894169
464,0.9461206896551724,0.0,0.6099137931034483,0.5021551724137931,0.9827586206896551
465,0.946236559139785,0.0,0.610752688172043,0.5010752688172043,0.9827956989247312
466,0.9463519313304721,0.0,0.6115879828326181,0.5,0.9828326180257511
467,0.9464668094218416,0.0,0.6102783725910065,0.4989293361884368,0.9828693790149893
468,0.9465811965811965,0.0,0.6111111111111112,0.49786324786324787,0.9829059829059829
469,0.9466950959488273,0.0,0.6098081023454158,0.4989339019189765,0.9829424307036247
470,0.9446808510638298,0.0,0.6106382978723405,0.5,0.9829787234042553
471,0.9447983014861996,0.0,0.6114649681528662,0.4989384288747346,0.9830148619957537
472,0.9449152542372882,0.0,0.6101694915254238,0.5,0.9830508474576272
473,0.945031712473573,0.0,0.6109936575052854,0.5010570824524313,0.9830866807610994
474,0.9451476793248945,0.0,0.6118143459915611,0.5,0.9831223628691983
475,0.9452631578947368,0.0,0.6126315789473684,0.49894736842105264,0.9831578947368421
476,0.9453781512605042,0.0,0.6113445378151261,0.49789915966386555,0.9831932773109243
477,0.9454926624737946,0.0,0.6121593291404612,0.4968553459119497,0.9832285115303984
478,0.9456066945606695,0.0,0.6108786610878661,0.49581589958158995,0.9832635983263598
479,0.9457202505219207,0.0,0.6096033402922756,0.4968684759916493,0.9832985386221295
480,0.9458333333333333,0.0,0.6104166666666667,0.4979166666666667,0.9833333333333333
481,0.9459459459459459,0.0,0.6112266112266113,0.498960498960499,0.9833679833679834
482,0.946058091286307,0.0,0.6120331950207469,0.4979253112033195,0.983402489626556
483,0.9461697722567288,0.0,0.6128364389233955,0.4968944099378882,0.9834368530020704
484,0.9462809917355371,0.0,0.6136363636363636,0.49793388429752067,0.9834710743801653
485,0.9463917525773196,0.0,0.6144329896907217,0.49690721649484537,0.9835051546391752
486,0.9465020576131687,0.0,0.6152263374485597,0.49794238683127573,0.9835390946502057
487,0.946611909650924,0.0,0.6139630390143738,0.49691991786447637,0.9835728952772074
488,0.9467213114754098,0.0,0.6127049180327869,0.4959016393442623,0.9836065573770492
489,0.9468302658486708,0.0,0.6134969325153374,0.4948875255623722,0.983640081799591
490,0.9469387755102041,0.0,0.6142857142857143,0.49387755102040815,0.9836734693877551
491,0.9470468431771895,0.0,0.6130346232179226,0.49287169042769857,0.9837067209775967
492,0.9471544715447154,0.0,0.6117886178861789,0.491869918699187,0.983739837398374
493,0.947261663286004,0.0,0.6105476673427992,0.4908722109533469,0.9837728194726166
494,0.9473684210526315,0.0,0.6093117408906883,0.4898785425101215,0.9838056680161943
495,0.9474747474747475,0.0,0.6080808080808081,0.4888888888888889,0.9838383838383838
496,0.9475806451612904,0.0,0.6068548387096774,0.4879032258064516,0.9838709677419355
497,0.9476861167002012,0.0,0.6056338028169014,0.48893360160965793,0.9839034205231388
498,0.9477911646586346,0.0,0.606425702811245,0.4879518072289157,0.9839357429718876
499,0.9478957915831663,0.0,0.6072144288577155,0.48697394789579157,0.9839679358717435
500,0.946,0.0,0.606,0.488,0.984
