run,thrust_multiplier,isp_multiplier,density_multiplier,terminal_valid,orbit_ok,fuel_ok,fuel_margin_kg,trajectory_valid,max_q_pa,max_g,orbit_fail,fuel_fail,q_violation,g_violation,any_failure
21,0.9672570392761483,1.0178077225291673,1.0135465105178076,1,0,1,265247.419012514,1,38393.700558257595,3.593755725691057,1,0,1,0,1
22,0.9898427108138883,1.005513596822295,1.0166145974836664,1,0,1,231724.96098494448,1,36284.56743577738,3.866868473488739,1,0,1,0,1
23,1.005006605548587,1.0054800924841458,1.140439541197322,1,0,1,216858.68248227832,1,39980.9225900246,4.015764720773949,1,0,1,1,1
24,0.9960821520330455,0.9803254639157672,0.8278171189453637,1,0,1,200586.10985889396,1,30019.98404635769,4.124435226009275,1,0,0,1,1
25,1.010231861320428,0.9932857189498363,1.0268972676261723,1,0,1,199614.58179132635,1,37567.73264652759,4.192290597843725,1,0,1,1,1
26,1.0030702429712937,0.9955633685110371,0.9805740213507803,1,0,1,208978.8059215541,1,34986.92779984571,4.075927053780619,1,0,0,1,1
27,1.0089360330551267,1.0019579152924143,1.0112440196380563,1,0,1,209545.18217452627,1,36174.932878070875,4.094710587228368,1,0,1,1,1
28,0.982181887655129,0.9978456547514524,1.01685284967662,1,0,1,231835.79560018808,1,36156.66683345618,3.8359311477519085,1,0,1,0,1
29,0.9762115073989016,0.9955223737518529,1.111747142966036,1,0,1,235475.28731656738,1,39626.681413542574,3.7908363209656946,1,0,1,0,1
30,1.0077934015376175,1.0131045957116163,0.9412940662656636,1,1,1,221552.06640593434,1,33374.12607573268,3.9990683342021853,0,0,0,0,0
31,0.9929580960484318,1.0096675740059047,1.1574797499705414,1,0,1,232673.64438034996,1,41374.16395442725,3.8728747236501073,1,0,1,0,1
32,0.996980476241571,0.9986345117908786,1.1116764250168145,1,0,1,218024.76793392852,1,38890.4199483579,3.9763634086155735,1,0,1,0,1
33,0.9654016549153303,1.0126566043841871,1.0428685556295603,1,0,1,262294.7401696655,1,39177.64818883158,3.6019352788188055,1,0,1,0,1
34,1.0043863605027783,1.002201660355323,1.1188309555514369,1,0,1,214251.37313232297,1,39373.13863423476,4.034606513540389,1,0,1,1,1
35,1.017535649934117,0.9928521126740631,0.9149788811160094,1,0,1,191941.93348521844,1,34285.70498523769,4.297804163151522,1,0,0,1,1
36,1.0018774707996196,1.0122578279351033,0.8900747265732155,1,0,1,226482.14283877006,1,31730.94010788426,3.946038123396389,1,0,0,0,1
37,1.0233490013243292,1.003770427496357,0.8923768657434012,1,0,1,197210.2842260931,1,33236.043766084964,4.270184126797138,1,0,0,1,1
38,1.0173916914949306,1.0098920986293394,0.8505247386294772,1,0,1,209091.31259516103,1,30756.85236343485,4.133208753552753,1,0,0,1,1
39,1.0036071459008855,0.991675267445534,1.1155767840591597,1,0,1,204560.78079320444,1,40099.73410544587,4.1183116349155,1,0,1,1,1
40,0.9478433480828763,0.9885573956748016,0.9019959636209357,1,0,1,256905.55640845036,1,33250.17311319832,3.5646387498004155,1,0,0,0,1
41,0.9837908388867461,0.9938762632353269,0.9494459139764835,1,0,1,226376.68312026118,1,33499.99880949621,3.874467619703573,1,0,0,0,1
42,0.9981966775652886,1.0114891001533466,0.937003364080782,1,0,1,229321.492522955,1,33480.27984240965,3.9144245170690772,1,0,0,0,1
43,0.9856381329019623,0.9960026197461488,1.0790907613839908,1,0,1,226631.00944424386,1,38063.95592997662,3.8796174980729004,1,0,1,0,1
44,0.9928760725697959,0.993167400949396,0.7521284828925823,1,0,1,216684.00992474373,1,26351.34074521078,3.969499188872151,1,0,0,0,1
45,0.9941446633459627,1.0076722849930035,1.1550016683862085,1,0,1,229600.08421666082,1,41090.12527539024,3.89559638572457,1,0,1,0,1
46,0.9674827770425486,1.0131139834799594,0.899422770113962,1,0,1,260697.6517469391,1,33751.032235985374,3.620068751892978,1,0,0,0,1
47,1.0114302626614704,1.0084282774886217,1.0470858869966289,1,0,1,213467.55330113292,1,37169.348300239864,4.069901537690909,1,0,1,1,1
48,1.0174787682849926,1.0056270547922155,0.942639780735015,1,0,1,204803.2849914297,1,34349.475804785965,4.17303948872534,1,0,0,1,1
49,0.9682849969358054,0.9948642365077266,1.0427460904010473,1,0,1,242673.88248833263,1,37571.13992716771,3.719655394476943,1,0,1,0,1
50,1.0454115011875271,0.9988983769714794,0.8662177888404523,1,0,1,170594.51911178458,1,34588.33937947415,4.645609363781043,1,0,0,1,1
51,1.0167970485834001,1.0026971205168353,0.7923072396889054,1,0,1,202564.06746158452,1,29088.659041478375,4.1914117865963645,1,0,0,1,1
52,0.9834112830488719,1.0023547503072083,1.1373154619622758,1,0,1,234984.6805045206,1,40637.07690174107,3.8219209873025557,1,0,1,0,1
53,0.9829550601639954,0.9925546644266784,1.1577076474526602,1,0,1,225908.632304941,1,40689.258163021215,3.8727300505988005,1,0,1,0,1
54,1.026806110324852,1.0065321966652951,0.9863355064780576,1,0,1,196583.44712238177,1,36808.245837849456,4.290767725431318,1,0,1,1,1
55,1.0131603517747327,1.0202155539397981,1.0793881450167382,1,0,1,223197.51560020488,1,38407.00896433377,4.009964056797748,1,0,1,1,1
56,0.9680659419707813,1.0045985775135455,0.998778608344606,1,0,1,252164.66758373327,1,36725.49348930411,3.667096681516006,1,0,1,0,1
57,0.9830076841670481,1.011439736827259,0.7737678098196675,1,0,1,244045.1484105382,1,28249.2646802862,3.7714636499206957,1,0,0,0,1
58,0.997508325623685,0.9767286903798521,0.8886717782697495,1,0,1,195469.63551754912,1,32573.699594516766,4.178968185090353,1,0,0,1,1
59,0.9913899804751567,0.9872045006603555,1.0657364885573382,1,0,1,212225.3775817601,1,37344.99346493971,3.999918499903341,1,0,1,0,1
60,1.003952479939665,0.9895431423304648,0.9593435070688671,1,0,1,202072.76877976587,1,34792.88573979078,4.143009853017013,1,0,0,1,1
61,1.0443029109009707,1.009184896751311,1.0004138855962006,1,0,1,182167.66947968636,1,38937.76522272268,4.513222138186714,1,0,1,1,1
62,1.0422236731362278,0.9908938465674729,1.0468763467052074,1,0,1,165443.32045366633,1,41933.739475383314,4.6903966066822695,1,0,1,1,1
63,1.0015949702758746,1.0044961841561026,0.9136682762398323,1,1,1,219236.35869645287,1,32186.256894563518,3.9883864682927626,0,0,0,0,0
64,0.9882885931676495,0.9947059354474442,0.8869132391334262,1,0,1,222741.15800013609,1,31204.275976385445,3.9141887071434365,1,0,0,0,1
65,1.007306727549313,0.995053056807844,0.8646990846176166,1,0,1,204282.9572970852,1,31351.65449411043,4.136156780484414,1,0,0,1,1
66,1.0300410019621178,0.9947189043439684,1.1986664850188509,1,0,1,181468.05361831386,1,46028.39666781547,4.458957842625068,1,0,1,1,1
67,1.0229604754744488,0.9935312082061146,0.9297818584196986,1,0,1,187260.45788477076,1,35307.34010138584,4.368164747475345,1,0,1,1,1
68,1.027050309292734,0.9984756280302429,0.9000118581503244,1,0,1,188246.4752201747,1,34236.19808894213,4.3755185780075845,1,0,0,1,1
69,1.0044579078314417,0.9939558093896059,1.1031829721240725,1,0,1,206002.78366319538,1,39564.61165960948,4.108449455429078,1,0,1,1,1
70,0.9739972146661103,0.9952588450656541,0.8199476932709423,1,0,1,237408.2254257269,1,29405.877904076042,3.773187915894003,1,0,0,0,1
71,0.9887294508583323,1.006909593818027,0.8854689820864567,1,0,1,234154.97930659913,1,31773.824491539257,3.849169422336803,1,0,0,0,1
72,0.9787007873165248,1.011208715540995,0.9022437066449464,1,0,1,248016.07252859633,1,33089.15812449038,3.7317805277229867,1,0,0,0,1
73,0.9841591718592398,1.000748925785746,1.1950613795605631,1,0,1,232701.0262900365,1,42506.94002659502,3.837650754878197,1,0,1,0,1
74,1.020268666687473,1.0092057619086046,1.035811755287239,1,0,1,205613.22998174815,1,37684.78590893721,4.176850500125144,1,0,1,1,1
75,0.9909550445593664,0.9950683896661899,1.0843266903929667,1,0,1,220461.42834055348,1,37968.00871494843,3.9375143448206398,1,0,1,0,1
76,1.007045788534801,0.9981115392213424,1.067722845791634,1,0,1,207591.17883369222,1,38262.130595372095,4.104585918388288,1,0,1,1,1
77,0.9752548684166311,0.9876708122533864,0.9580588357730346,1,0,1,228760.33344781946,1,33786.808151254125,3.8266258381470353,1,0,0,0,1
78,1.0020981160471625,1.0026575890998544,0.8997804507471072,1,1,1,216944.36189299962,1,31643.688723752315,4.004460141701198,0,0,0,1,1
79,1.033456200279938,0.9963422602885409,0.926799054290668,1,0,1,179756.18592206558,1,36003.80897306734,4.492044915943635,1,0,1,1,1
80,0.9950468433539379,1.0051195811957514,1.080136711023663,1,0,1,226252.79674834077,1,38263.32816935914,3.919340014203928,1,0,1,0,1
81,1.006860941379088,0.9996107540525839,0.8756119587558986,1,0,1,209261.44341481564,1,31381.259599880814,4.088833883390844,1,0,0,1,1
82,0.9749134488930984,1.0001284937497037,0.8774449021934586,1,0,1,241194.05334685894,1,31688.54319494369,3.755137689655854,1,0,0,0,1
83,1.0199582159098746,1.0112760249196286,1.0457649400814117,1,0,1,207950.87125249056,1,37833.93821493769,4.153981575366844,1,0,1,1,1
84,1.0197102436674386,0.9888276582995488,1.0905608791696448,1,0,1,185676.1286906951,1,41302.95023265986,4.370502113321688,1,0,1,1,1
85,1.007230371939854,0.992387197742609,0.8065618726923597,1,0,1,201683.73697790643,1,29443.463919123005,4.1602443523754005,1,0,0,1,1
86,0.9786494750701572,0.9887010167455669,1.122839523594541,1,0,1,226395.29404710064,1,39424.882947453254,3.852891866673207,1,0,1,0,1
87,0.9995899342513681,1.0027757251833636,1.0397303983996542,1,0,1,219520.45146254165,1,36542.54812839565,3.9781074202435986,1,0,1,0,1
88,0.9981180964644258,0.9918539313788675,0.9111291822732419,1,0,1,210183.4301620311,1,32344.622311329862,4.045138229115138,1,0,0,1,1
89,0.9796312433070933,1.0031802207881837,0.9627331225435304,1,0,1,239484.99947739457,1,34700.46960868307,3.782597600391802,1,0,0,0,1
90,0.9970092243441592,0.989060518821377,0.8785070348761816,1,0,1,208490.72111463535,1,31299.706187116324,4.05563313781586,1,0,0,1,1
91,1.0283808416269475,0.9903670124898436,1.0095922632323262,1,0,1,178641.26029604446,1,39086.55643653321,4.481901790762749,1,0,1,1,1
92,1.010701590198139,1.001449196330019,0.9786532310743529,1,0,1,207307.91736075404,1,35255.71458424072,4.122097051451427,1,0,1,1,1
93,1.0155198683838367,0.9968019756494086,0.9941573307310624,1,0,1,197925.51439036638,1,36673.33376150494,4.230547996501578,1,0,1,1,1
94,0.9925539180354483,1.0130571410852085,0.8384628841716718,1,0,1,236302.62867336633,1,30281.401270635313,3.852106997922106,1,0,0,0,1
95,1.0074285963511231,1.0120621667541154,0.9084709353309249,1,1,1,220898.74370273965,1,32185.959497304117,4.001690138456912,0,0,0,1,1
96,0.9918998882488342,0.998199454388879,0.8882273414924433,1,0,1,222603.01914708858,1,31303.171565862544,3.9294155046142154,1,0,0,0,1
97,1.0022036680254338,0.9931995074335455,1.1289677483295144,1,0,1,207478.42445404903,1,40266.247435088175,4.0857760396641885,1,0,1,1,1
98,1.0403225443922661,1.0059363506718328,0.8730390844824603,1,0,1,182772.76938940823,1,33929.91969586826,4.489576862088595,1,0,0,1,1
99,1.0181892007792706,0.9995961122519428,0.8318493861962661,1,0,1,198099.90088696912,1,30841.330645709557,4.240003595024395,1,0,0,1,1
100,0.9800254699272775,0.990823275439167,0.9490463373702756,1,0,1,227114.80466673052,1,33461.84408373271,3.8551766629986854,1,0,0,0,1
101,0.9993161236211472,0.9990678663915461,0.7352410521293077,1,1,1,216151.07305489393,1,25898.414365972785,3.998735374625983,0,0,0,0,0
102,0.9902594425895858,1.0106331829372959,1.1512001176481506,1,0,1,236224.4080933124,1,41362.89711265057,3.8416933351434843,1,0,1,0,1
103,0.997906616835594,0.9966783110072358,0.9172083577885057,1,1,1,215183.27281634463,1,32183.18082252141,4.000559760742447,0,0,0,1,1
104,0.9810995625884567,1.0221594315617604,1.1613904376478859,1,0,1,255906.6139501487,1,43236.78507448422,3.6954814440540362,1,0,1,0,1
105,0.9669129506841859,0.9916230587584375,0.8972826350962744,1,0,1,240905.8318314865,1,32250.784341783394,3.7252911397587,1,0,0,0,1
106,0.9731854040498019,0.996637813952375,1.0833607607252458,1,0,1,239541.35252452665,1,38866.785753360935,3.7561010180742227,1,0,1,0,1
107,0.98778712001815,0.9865394308205349,0.9230542424562407,1,0,1,215151.7221486462,1,32133.827250480008,3.960185819037637,1,0,0,0,1
108,0.9975544350967306,0.994594083489832,0.7832550030942435,1,1,1,213467.80014312215,1,27660.17581221391,4.014091585154234,0,0,0,1,1
109,1.0167961667342909,1.0077317569007909,0.9963550352761585,1,0,1,207548.1070427975,1,36028.576348344155,4.144767007657856,1,0,1,1,1
110,1.00934003773093,0.9996782182268821,1.052090642465668,1,0,1,206888.9825537668,1,37839.33764874224,4.120270889001777,1,0,1,1,1
111,0.9804300455534523,0.9957150739938178,1.0508436658421842,1,0,1,231494.58906769083,1,37294.09814935929,3.8307946300794478,1,0,1,0,1
112,1.0481271993317474,0.9902427782535563,0.9508562848134811,1,0,1,158899.25380200497,1,38778.47675443079,4.794508328371474,1,0,1,1,1
113,0.9914789118185338,0.9891439233038017,0.9152488228037512,1,0,1,214073.51625463105,1,32037.536537047283,3.984293015970589,1,0,0,0,1
114,0.980067157001916,0.9991346367112586,1.064209838581083,1,0,1,235166.58900111,1,38007.581987915095,3.808167500851268,1,0,1,0,1
115,0.9731196488794119,1.0148186048923589,1.0725248726499657,1,0,1,256811.91065630608,1,39902.20484896422,3.6606656422779,1,0,1,0,1
116,0.9915882805834544,0.984959674218924,0.8943184074624569,1,1,1,209776.0017934924,1,31628.625146659713,4.0222018886926065,0,0,0,1,1
117,1.0218170743521569,1.0021071393432832,0.8464880994200641,1,0,1,197049.51629704807,1,31531.147989540026,4.265366774771809,1,0,0,1,1
118,1.016845070965836,1.0035334755210186,1.0731632664475232,1,0,1,203348.41629548836,1,39104.89773686197,4.184130584188123,1,0,1,1,1
119,0.9568956334143826,1.0024177505348446,0.86444581408421,1,0,1,261063.31666087126,1,32328.03523700971,3.578001666210824,1,0,0,0,1
120,0.9990362441562775,0.9957807644991657,1.0302391756222467,1,1,1,213179.84244997054,1,36261.54679458963,4.022459011788533,0,0,1,1,1
121,1.0187844528884293,1.0090754808590825,1.0403798761314484,1,0,1,206931.75040217617,1,37694.76417418736,4.158514685216121,1,0,1,1,1
122,0.9794096301854452,1.0149641762188646,1.0187918281296022,1,0,1,250851.64796727238,1,37543.92689649013,3.7179562392623353,1,0,1,0,1
123,0.981268758039652,1.0049069189085225,1.0251328241694975,1,0,1,239532.6535251576,1,36954.75205849877,3.7883045835452607,1,0,1,0,1
124,1.0076703375038243,0.989852056271516,1.116707686460356,1,0,1,198689.76842142112,1,40778.06870115571,4.190472916528192,1,0,1,1,1
125,0.9847448402762462,0.9891081759503852,0.8804935465881878,1,0,1,220734.5209975054,1,30825.966734044858,3.9119324537178737,1,0,0,0,1
126,0.9976462196186194,1.0027961516126822,0.9240073424003558,1,0,1,221446.90300643625,1,32589.04287369605,3.9591585696974647,1,0,0,0,1
127,0.9809048041374687,1.0063575144751493,0.8931300702267936,1,0,1,241272.78263960883,1,32350.106030798455,3.777967869278826,1,0,0,0,1
128,1.019537993006994,1.0161370323796843,0.9055309907988331,1,0,1,213103.50711392146,1,32468.53767546684,4.105837788933735,1,0,0,1,1
129,0.9969701451894187,0.9873689236429085,1.0295758312358252,1,0,1,206830.879922667,1,36701.93779917391,4.070270960078143,1,0,1,1,1
130,0.9790604538235527,1.0099275892031065,0.8384420754680366,1,0,1,246458.20296240837,1,30679.279125368797,3.7422803121705566,1,0,0,0,1
131,1.0058057277041037,0.9918218517874285,0.9851142021510132,1,0,1,202527.510754715,1,35723.805736422546,4.14638173191903,1,0,1,1,1
132,1.0015531717396768,0.9947291788136887,1.1193917402381404,1,0,1,209647.84938226367,1,39719.74879411565,4.063761317725032,1,0,1,1,1
133,1.0219853559898067,1.0061563471135782,1.266842018004995,1,0,1,200921.30993505585,1,46400.23135989297,4.2284638794198885,1,0,1,1,1
134,0.9885657677844896,1.007400341766503,0.9671115649708942,1,0,1,234785.13564842212,1,34706.461654575054,3.844421211943859,1,0,0,0,1
135,1.0143782957855547,0.9920990125857808,0.8946407051850295,1,0,1,194307.02345903305,1,33294.132616233976,4.261083773959352,1,0,0,1,1
136,1.0286443562563428,0.9903192145047638,1.1582629287692277,1,0,1,178330.24976567493,1,44738.07007499757,4.486379542376466,1,0,1,1,1
137,1.011765183779283,0.9976884902959456,1.0745233437294006,1,0,1,202517.59755210578,1,39072.36386193951,4.171044720834291,1,0,1,1,1
138,0.9791385701615752,1.0028847473579177,0.9154179713504716,1,0,1,239685.26336020167,1,33018.64010815256,3.7798290165965005,1,0,0,0,1
139,0.9671884775834817,0.9968048766885096,0.8571326240190076,1,0,1,245619.6529535005,1,31122.562027955544,3.7006520204162596,1,0,0,0,1
140,0.9884064380492392,0.9906320353091408,1.0343683427377233,1,0,1,218605.30984563497,1,36089.68009971301,3.9386752700718497,1,0,1,0,1
141,1.0138979069490828,1.008661309723345,1.0686064889079692,1,0,1,211288.9930924874,1,38176.63926732593,4.099185737528834,1,0,1,1,1
142,0.9826638359694322,1.001191233505733,0.8507853192762018,1,0,1,234597.37995312962,1,30474.679407119387,3.822968693266371,1,0,0,0,1
143,0.9743737587694891,1.0180294794883533,0.9202951146513645,1,0,1,258575.03009175457,1,34462.542673753946,3.6575461457969105,1,0,0,0,1
144,0.9987752742965805,0.9778743303304777,1.0866234548861302,1,0,1,195372.13660589798,1,39712.79925671175,4.1851782728789,1,0,1,1,1
145,1.015447627835354,1.0097410198248835,0.9789750124550884,1,0,1,210836.7318000992,1,35116.97442739109,4.109558612841924,1,0,1,1,1
146,0.9848202340108226,1.0093506943330486,0.9897483356353813,1,0,1,240300.25460844894,1,35806.81912250105,3.798097910813273,1,0,1,0,1
147,0.9829686524055978,1.0085462246989754,0.9246784096171461,1,0,1,241340.46890376293,1,33518.80639666917,3.7854352937100457,1,0,0,0,1
148,1.0001370846240931,1.0106950788169686,0.924378530614846,1,0,1,226670.4896027866,1,32915.9470223389,3.9378500235310527,1,0,0,0,1
149,1.0258806955184994,0.9981831629485043,0.9626014926776796,1,0,1,189102.48806439916,1,36473.58594108369,4.361790739269198,1,0,1,1,1
150,1.0051084749319765,0.99838321689453,0.9388029818665732,1,0,1,209769.9425708772,1,33518.47745779505,4.077189458130354,1,0,0,1,1
151,0.9630386092487286,0.9983514309769432,1.2100840527991834,1,0,1,251186.6894879404,1,44181.786648358735,3.650766991073655,1,0,1,0,1
152,1.024457192774604,1.0009815229520644,1.0130002138404695,1,0,1,193327.3530629268,1,37971.864097649894,4.313178868665973,1,0,1,1,1
153,0.980310303490496,0.9997667966305346,1.099946190209413,1,0,1,235537.5016203929,1,39298.29018110662,3.8067607711423,1,0,1,0,1
154,1.0195658205991618,0.981889381776299,1.0096569616647912,1,0,1,178653.20556185005,1,38829.5991437301,4.4433468693577085,1,0,1,1,1
155,1.0322932488301486,1.016057902152785,1.0037653628558738,1,0,1,200678.68140435842,1,37275.96551442461,4.273535213769547,1,0,1,1,1
156,1.0027408710828136,1.0031758585004777,1.0603603926989573,1,1,1,216822.05799660838,1,37171.10996481587,4.0071490092393445,0,0,1,1,1
157,1.0026133178451633,1.0100329690278076,1.0679872656530336,1,0,1,223621.06299147295,1,37822.02413526068,3.965313657287777,1,0,1,0,1
158,1.0013494906677376,1.0037674923014508,0.9934401673882521,1,1,1,218765.04405952856,1,34929.46422620145,3.989969774774821,0,0,0,0,0
159,0.9956284162322988,0.9946532255320656,1.008690333161413,1,1,1,215431.27361037792,1,35243.233596566555,3.9891937682452414,0,0,1,0,1
160,0.9863181507754271,1.0128447557246685,0.838998062560852,1,0,1,242156.36002801667,1,30543.915896870927,3.7944812812144986,1,0,0,0,1
161,0.9681671186975148,0.981037398506512,0.8403699356567299,1,0,1,229299.47751593246,1,29600.002893261902,3.7961059291058477,1,0,0,0,1
162,1.0216220060836636,0.9911821889328473,0.8849091517542585,1,0,1,186188.380676609,1,33673.2016850495,4.373447484081413,1,0,0,1,1
163,0.9955089161373962,1.0126179108761737,1.1616387112539983,1,0,1,233014.315529691,1,41598.84396339582,3.880940285081198,1,0,1,0,1
164,0.9998277918010168,1.0139965922261256,0.9548370567183279,1,0,1,230139.59529425704,1,34186.09285032713,3.9159516133201686,1,0,0,0,1
165,0.991172118032163,0.9932060252012473,1.0916020812284597,1,0,1,218409.75053379912,1,38102.37722167748,3.95076346031578,1,0,1,0,1
166,0.9842554174653848,1.0096826747119778,0.8861896343019517,1,0,1,241166.11489833717,1,32148.757626135288,3.7917066454344335,1,0,0,0,1
167,1.025459886264262,0.9996830033400025,1.2464511411980475,1,0,1,191033.23454677925,1,46750.93026402758,4.340401820164703,1,0,1,1,1
168,0.9905411917118387,0.9818613584833784,1.193308753066796,1,1,1,207700.2095821452,1,42105.418842535924,4.036170830279714,0,0,1,1,1
169,1.0030368743566436,1.0056479935563327,0.8291344075587045,1,1,1,218949.39137504488,1,29251.060942791508,3.9962658385179406,0,0,0,0,0
170,0.9837470596872054,0.9969435804570244,1.1791937269297055,1,0,1,229415.443483487,1,41700.57610467616,3.8552357728431397,1,0,1,0,1
171,0.9852902843738719,0.9995115948654425,1.1998159106133977,1,0,1,230390.56865628413,1,42525.08710429788,3.855553840616274,1,0,1,0,1
172,1.0006184230932251,0.9841183922360096,0.7760704668478767,1,0,1,199904.24602698506,1,28313.437667242273,4.149678630179708,1,0,0,1,1
173,0.9949287268364898,1.0194860763437235,0.8876075940587745,1,0,1,240088.53386187617,1,32302.778420112176,3.8394681750341135,1,0,0,0,1
174,1.0348690148474404,1.0122958854610975,1.060942407800116,1,0,1,194462.19005986466,1,39949.27705590439,4.345625689640596,1,0,1,1,1
175,0.9973083965489458,0.9890325514555772,0.809620433582119,1,0,1,208165.14318302448,1,28914.304854504655,4.059775697386304,1,0,0,1,1
176,0.9828560129497848,1.0032978751657449,1.0365790903101488,1,0,1,236436.11594181164,1,37173.09007875385,3.8120855244440617,1,0,1,0,1
177,1.0361661865609733,1.0066408956171329,1.114660893728283,1,0,1,187545.95124968904,1,42562.02037910754,4.421594637811843,1,0,1,1,1
178,0.977223209831088,0.9981253624137486,0.969164494171739,1,0,1,236993.59786088142,1,34722.114138750054,3.7871645188108047,1,0,0,0,1
179,1.0041881910230945,1.0038851420420611,1.1289563431623513,1,0,1,216098.61744870426,1,39562.47490555874,4.017735350315155,1,0,1,1,1
180,0.9831436208808629,1.0048206662157901,0.9846326357079943,1,0,1,237614.8874844957,1,35416.16695429863,3.806809477934271,1,0,1,0,1
181,0.957463538950966,1.0067325852364286,1.1384208674905516,1,0,1,264532.6858025788,1,42797.28145855355,3.558257699092453,1,0,1,0,1
182,1.0125141052626332,0.9966071478389426,1.008110808945936,1,0,1,200696.17693946447,1,36873.60289913856,4.191438383263592,1,0,1,1,1
183,1.009957338405721,1.0012675013217982,1.1097103111139734,1,0,1,207858.99319870927,1,39797.17131367876,4.113987790402478,1,0,1,1,1
184,0.9988774240826855,0.9940608159485246,0.964384704200932,1,0,1,211629.54565053282,1,34105.777563046395,4.0354327771003655,1,0,0,1,1
185,0.9889119251566963,0.9994101729281437,0.9593381887202864,1,0,1,226727.82985770394,1,33955.29109438004,3.892734149964926,1,0,0,0,1
186,1.0038783132980726,0.9950901152322519,0.9936210960932569,1,0,1,207708.6657485094,1,35565.5433199545,4.090595391492579,1,0,1,1,1
187,0.9850821808176579,0.993413655135953,1.0545747327236419,1,0,1,224644.70793101442,1,37074.209730063696,3.8892338154339434,1,0,1,0,1
188,0.9952837534797175,1.0145168147818031,1.0976900414337487,1,0,1,235042.47704190703,1,39479.16673618806,3.868634174409432,1,0,1,0,1
189,0.9640855554278415,1.010327501990703,1.0440942919979999,1,0,1,261414.4317995918,1,39117.933773852455,3.601568743346481,1,0,1,0,1
190,0.9938480458470378,1.0223042978307169,0.9275108845466331,1,0,1,243774.60288277356,1,33960.41131696213,3.8140838146369056,1,0,0,0,1
191,0.9573871849668772,1.0026733848171554,1.0318240231007019,1,0,1,260820.4651977801,1,38493.72676596119,3.579090576219079,1,0,1,0,1
192,1.0009312682235498,1.003205866088014,0.9408792955758476,1,1,1,218625.6844946014,1,33090.36619130624,3.989342891270527,0,0,0,0,0
193,1.0421359354416246,1.0152270125133716,0.9501705212887896,1,0,1,190324.91342677816,1,36366.094651361826,4.4183199345272515,1,0,1,1,1
194,0.9995949263236753,0.9816074479744817,1.1364429164219545,1,0,1,198371.5521690272,1,41254.65249445396,4.159879458121111,1,0,1,1,1
195,1.0131321690393638,0.9936995754479037,0.9915867138557619,1,0,1,197160.47043519572,1,36573.14007242329,4.227996818573593,1,0,1,1,1
196,1.0042513347332542,1.0125767546318023,0.8124088939546193,1,0,1,224482.80486179393,1,28933.519229537727,3.9677756405917752,1,0,0,0,1
197,0.9982027212695355,0.9908359530460983,0.8741172869913152,1,0,1,209082.50107307365,1,31133.452205077094,4.05524009080889,1,0,0,1,1
198,0.9966049674153407,1.020159367883952,0.9460678256100692,1,0,1,239106.00967712235,1,34370.244296706405,3.8512553633181206,1,0,0,0,1
199,0.9612340469024034,1.0020008303338435,1.1016900878035334,1,0,1,256413.92138491938,1,40715.663542296286,3.616648062971657,1,0,1,0,1
200,1.0196763384237677,0.9809466233313431,0.9090925916923982,1,0,1,177560.85984352493,1,35112.481186781726,4.45548615361506,1,0,1,1,1
201,0.999830695298657,0.9938648056902664,1.0255670247085318,1,0,1,210491.2072913497,1,36343.7898648548,4.0493262125119935,1,0,1,1,1
202,1.0008908583268838,1.005969666469448,0.898146047736196,1,0,1,221361.4113879925,1,31737.71454888669,3.972770168641795,1,0,0,0,1
203,0.9781428189373221,0.9963704758270786,0.9932151078113476,1,0,1,234389.75163151172,1,35417.806464716195,3.8054702641417357,1,0,1,0,1
204,1.0146369829782773,1.0016467706341305,1.1150715271997933,1,0,1,203639.43610188336,1,40502.72145808988,4.172283394418016,1,0,1,1,1
205,0.9928943638564308,1.0035094578977983,1.2636913303101343,1,0,1,226800.05932407442,1,44651.99925746911,3.906579154503861,1,0,1,0,1
206,0.9810190319109804,0.9942231618478987,0.8294428777960597,1,0,1,229458.61200419388,1,29422.655307004825,3.8461504237143647,1,0,0,0,1
207,0.9615383058640368,1.001236704405506,1.1247585609763215,1,0,1,255394.84285070363,1,41466.30238740348,3.62305862785801,1,0,1,0,1
208,0.9300256288589104,1.0155257951137313,0.8286148659377707,1,0,1,299208.1356044719,1,34230.904330696714,3.2836331728313595,1,0,0,0,1
209,0.9920347595701506,1.0064932025581206,0.8505758080055884,1,0,1,230525.333611738,1,30392.271076728182,3.8834108575627235,1,0,0,0,1
210,1.0436440467882964,1.0088045354203794,1.0595479745256549,1,0,1,182426.30167392484,1,41147.01062963325,4.507602091093206,1,0,1,1,1
211,0.9840307547867074,1.0055260738866605,1.0363115665170677,1,0,1,237422.1719722412,1,37253.8650924247,3.8110872378666585,1,0,1,0,1
212,1.0332449678173794,1.0017109962499722,1.0065716724400697,1,0,1,185431.518403063,1,38599.83817473608,4.431094387187276,1,0,1,1,1
213,0.9774198198804019,0.9993741329297113,1.1413982047019524,1,0,1,238003.42665807542,1,40884.337749883955,3.781031922190322,1,0,1,0,1
214,0.9991989203288167,1.0053601033124653,1.1815237739584155,1,0,1,222423.40850767365,1,41626.14961483309,3.9583569147817594,1,0,1,0,1
215,0.9857315978677677,0.9908949398529974,0.897075519433811,1,0,1,221520.93122297723,1,31454.343715487554,3.911144214499829,1,0,0,0,1
216,1.0074337979354702,0.9937915569317947,1.0119399031292622,1,0,1,202893.1865375351,1,36692.77972884769,4.149657627778129,1,0,1,1,1
