dt_s,euler_error_m,rk4_error_m
0.01,28.42204880609279,2.003516429547323
0.02,54.40379262119522,3.0491617908142534
0.05,126.06859815367048,1.2121750809468652
0.1,254.0460730643429,3.7486309954112174
0.2,531.8091412500264,11.49060817754993
0.5,1409.872905317582,105.60121663461591
