trial,label,status,solver_success,mission_success,progress,time_s,downrange_km,ellipsoidal_altitude_km,velocity_m_s,mass_kg,x_m,y_m,z_m
1,nominal,MISSION_OK,1,1,0,0,0,0.00500001743436,418.310237491,4975000,-714699.243182,-5691776.87302,2778765.39479
1,nominal,MISSION_OK,1,1,0.00333333333333,1.99520062692,0.00149183940619,0.015380244625,419.942668317,4928711.58406,-713870.806618,-5691890.25945,2778769.90262
1,nominal,MISSION_OK,1,1,0.00666666666667,3.99040125385,0.00607112041761,0.0467281799265,421.948241832,4882423.26004,-713041.645922,-5692022.65031,2778783.51414
1,nominal,MISSION_OK,1,1,0.01,5.98560188077,0.0140270295519,0.099884691361,424.400870044,4836135.03676,-712211.54859,-5692174.83529,2778806.58902
1,nominal,MISSION_OK,1,1,0.0133333333333,7.98080250769,0.0256959337872,0.175162601507,427.369328454,4789846.92455,-711380.213085,-5692347.14029,2778839.25453
1,nominal,MISSION_OK,1,1,0.0166666666667,9.97600313462,0.0415093281917,0.272893215238,430.922872548,4743558.93542,-710547.240202,-5692539.92118,2778881.64311
1,nominal,MISSION_OK,1,1,0.02,11.9712037615,0.0621507984197,0.394084648109,435.146882532,4697271.08636,-709712.054994,-5692754.16847,2778934.17652
1,nominal,MISSION_OK,1,1,0.0233333333333,13.9664043885,0.0883653775402,0.539352352526,440.123389923,4650983.39892,-708873.978867,-5692990.53266,2778997.10243
1,nominal,MISSION_OK,1,1,0.0266666666667,15.9616050154,0.120974409334,0.709126815254,445.905118158,4604695.88942,-708032.236645,-5693249.51042,2779070.58502
1,nominal,MISSION_OK,1,1,0.03,17.9568056423,0.160961902268,0.904012129833,452.553417262,4558408.584,-707185.910591,-5693531.77436,2779154.8596
1,nominal,MISSION_OK,1,1,0.0333333333333,19.9520062692,0.209441904992,1.1246227708,460.123195329,4512121.5149,-706333.954724,-5693838.02366,2779250.16189
1,nominal,MISSION_OK,1,1,0.0366666666667,21.9472068962,0.267549788948,1.37132119625,468.658621816,4465834.72292,-705475.274032,-5694168.73635,2779356.61617
1,nominal,MISSION_OK,1,1,0.04,23.9424075231,0.336753799692,1.64501845691,478.226864484,4419548.27451,-704608.502129,-5694524.92219,2779474.57696
1,nominal,MISSION_OK,1,1,0.0433333333333,25.93760815,0.418418023856,1.94606340328,488.849980904,4373262.24142,-703732.314442,-5694907.07719,2779604.15496
1,nominal,MISSION_OK,1,1,0.0466666666667,27.9328087769,0.513921252223,2.27468466081,500.536696466,4326976.71654,-702845.358362,-5695315.59196,2779745.40724
1,nominal,MISSION_OK,1,1,0.05,29.9280094039,0.62538951792,2.63226473245,513.317711839,4280691.83987,-701945.662433,-5695751.98221,2779898.87368
1,nominal,MISSION_OK,1,1,0.0533333333333,31.9232100308,0.753574735339,3.0176407258,527.181101113,4234407.8176,-701032.345653,-5696215.31666,2780064.01923
1,nominal,MISSION_OK,1,1,0.0566666666667,33.9184106577,0.901069918859,3.43256987764,542.152925273,4188124.97008,-700103.010827,-5696707.50529,2780241.53261
1,nominal,MISSION_OK,1,1,0.06,35.9136112846,1.06959935638,3.87716312856,558.267852513,4141843.98014,-699155.945567,-5697228.87768,2780431.40637
1,nominal,MISSION_OK,1,1,0.0633333333333,37.9088119115,1.26148396175,4.35219768655,575.492830423,4095565.94844,-698188.91436,-5697780.43446,2780633.90602
1,nominal,MISSION_OK,1,1,0.0666666666667,39.9040125385,1.4775177676,4.85643274901,593.775681769,4049293.38863,-697200.983274,-5698361.17705,2780848.45888
1,nominal,MISSION_OK,1,1,0.07,41.8992131654,1.72050586245,5.39099099762,613.100058168,4003035.25877,-696189.469456,-5698972.47538,2781075.46541
1,nominal,MISSION_OK,1,1,0.0733333333333,43.8944137923,1.99270761231,5.95596178036,632.870769906,3957682.16974,-695152.119396,-5699614.70555,2781314.88868
1,nominal,MISSION_OK,1,1,0.0766666666667,45.8896144192,2.29130693632,6.54070122442,646.33294406,3923400.22734,-694090.545991,-5700277.98235,2781562.13957
1,nominal,MISSION_OK,1,1,0.08,47.8848150462,2.61494328306,7.13746004826,660.669915962,3888911.36678,-693005.23583,-5700955.19602,2781813.85348
1,nominal,MISSION_OK,1,1,0.0833333333333,49.8800156731,2.96524401432,7.74639265605,675.950947106,3854120.23062,-691894.580723,-5701646.69648,2782070.04132
1,nominal,MISSION_OK,1,1,0.0866666666667,51.8752163,3.34443006513,8.36793744666,692.243789776,3818957.93741,-690756.409398,-5702353.16284,2782330.8185
1,nominal,MISSION_OK,1,1,0.09,53.8704169269,3.7546132519,9.0024789428,709.62615155,3783344.21896,-689588.653455,-5703075.21154,2782596.27947
1,nominal,MISSION_OK,1,1,0.0933333333333,55.8656175539,4.19786217382,9.6504076256,728.188226417,3747185.30404,-688389.287824,-5703813.45812,2782866.52187
1,nominal,MISSION_OK,1,1,0.0966666666667,57.8608181808,4.67709669067,10.3124821307,748.080872553,3710344.15849,-687155.47569,-5704568.95542,2783141.77568
1,nominal,MISSION_OK,1,1,0.1,59.8560188077,5.19469300729,10.9893793886,769.76169419,3672283.02362,-685884.91496,-5705342.61331,2783422.25214
1,nominal,MISSION_OK,1,1,0.103333333333,61.8512194346,5.75716917677,11.6856969865,796.449299121,3629198.98293,-684571.602203,-5706139.38647,2783709.74695
1,nominal,MISSION_OK,1,1,0.106666666667,63.8464200616,6.36874788289,12.405564775,825.94103778,3583900.80589,-683211.777614,-5706963.5185,2784005.92675
1,nominal,MISSION_OK,1,1,0.11,65.8416206885,7.03518365654,13.151451972,857.25798887,3537629.68859,-681799.950077,-5707817.9522,2784311.67021
1,nominal,MISSION_OK,1,1,0.113333333333,67.8368213154,7.75965655186,13.9237781708,889.489675314,3491344.78276,-680332.965265,-5708703.45789,2784627.03604
1,nominal,MISSION_OK,1,1,0.116666666667,69.8320219423,8.54380796306,14.7223251169,922.608686754,3445059.94311,-678809.129275,-5709620.03052,2784951.85345
1,nominal,MISSION_OK,1,1,0.12,71.8272225693,9.38929268662,15.5469523245,956.598849809,3398775.18308,-677226.740666,-5710567.73342,2785285.98392
1,nominal,MISSION_OK,1,1,0.123333333333,73.8224231962,10.2982654016,16.3977650981,991.463436117,3352490.51026,-675583.621385,-5711546.91021,2785629.3775
1,nominal,MISSION_OK,1,1,0.126666666667,75.8176238231,11.2726730648,17.2748175333,1027.20616628,3306205.93091,-673877.792302,-5712557.82881,2785981.9668
1,nominal,MISSION_OK,1,1,0.13,77.81282445,12.3137781803,18.1779527156,1063.82512987,3259921.45057,-672107.934292,-5713600.4788,2786343.6144
1,nominal,MISSION_OK,1,1,0.133333333333,79.8080250769,13.4236639342,19.1073955484,1101.33025516,3213637.07593,-670271.943945,-5714675.29141,2786714.31916
1,nominal,MISSION_OK,1,1,0.136666666667,81.8032257039,14.6046067195,20.0634973115,1139.73573243,3167352.81509,-668367.533118,-5715782.83059,2787094.12564
1,nominal,MISSION_OK,1,1,0.14,83.7984263308,15.8581135908,21.046388576,1179.03614383,3121068.66864,-666393.157682,-5716923.36256,2787483.0072
1,nominal,MISSION_OK,1,1,0.143333333333,85.7936269577,17.1870232049,22.0567649422,1219.24887531,3074784.64102,-664345.992269,-5718097.8196,2787881.13295
1,nominal,MISSION_OK,1,1,0.146666666667,87.7888275846,18.5909749678,23.0942465025,1260.36145159,3028500.73664,-662226.306506,-5719305.77239,2788288.31784
1,nominal,MISSION_OK,1,1,0.15,89.7840282116,20.0718733851,24.1593589024,1302.38042405,2982216.95631,-660032.188884,-5720547.87909,2788704.68798
1,nominal,MISSION_OK,1,1,0.153333333333,91.7792288385,21.6332741321,25.2532907505,1345.33668894,2935933.30439,-657760.130063,-5721825.58599,2789130.59267
1,nominal,MISSION_OK,1,1,0.156666666667,93.7744294654,23.2758068454,26.376271658,1389.23118716,2889649.78376,-655409.456937,-5723139.11888,2789566.0702
1,nominal,MISSION_OK,1,1,0.16,95.7696300923,25.0022729357,27.5293986648,1434.08838721,2843366.39559,-652977.396143,-5724489.73801,2790011.4517
1,nominal,MISSION_OK,1,1,0.163333333333,97.7648307193,26.8120127233,28.7126072494,1479.90171637,2797083.14424,-650464.535554,-5725877.24412,2790466.69406
1,nominal,MISSION_OK,1,1,0.166666666667,99.7600313462,28.7086117658,29.9274545177,1526.71065923,2750800.03418,-647867.348003,-5727303.39273,2790932.29296
1,nominal,MISSION_OK,1,1,0.17,101.755231973,30.6924215162,31.1744050927,1574.52290214,2704517.07063,-645185.448299,-5728768.57127,2791408.3926
1,nominal,MISSION_OK,1,1,0.173333333333,103.7504326,32.7666420799,32.4550578628,1623.38105908,2658234.26668,-642415.686227,-5730274.5129,2791895.51436
1,nominal,MISSION_OK,1,1,0.176666666667,105.745633227,34.9335239331,33.7707716439,1673.31373975,2611951.62235,-639555.835516,-5731822.61556,2792394.1085
1,nominal,MISSION_OK,1,1,0.18,107.740833854,37.1915956467,35.1215583094,1724.31396256,2565669.14394,-636607.292808,-5733412.63755,2792904.19098
1,nominal,MISSION_OK,1,1,0.183333333333,109.736034481,39.5447300583,36.509534514,1776.43871288,2519386.83975,-633566.256955,-5735046.83444,2793426.47061
1,nominal,MISSION_OK,1,1,0.186666666667,111.731235108,41.9949612259,37.936177811,1829.72741407,2473104.7197,-630430.711757,-5736726.66929,2793961.44938
1,nominal,MISSION_OK,1,1,0.19,113.726435735,44.5440718233,39.4029124933,1884.21942272,2426822.79643,-627198.882149,-5738453.52279,2794509.61314
1,nominal,MISSION_OK,1,1,0.193333333333,115.721636362,47.1933967196,40.911009352,1939.95173945,2380541.08901,-623869.425158,-5740228.58308,2795071.39738
1,nominal,MISSION_OK,1,1,0.196666666667,117.716836988,49.9461738223,42.4625634127,1996.98546522,2334259.6037,-620439.137736,-5742053.98107,2795647.50862
1,nominal,MISSION_OK,1,1,0.2,119.712037615,52.8046496343,44.0593001898,2055.37357841,2287978.35509,-616905.77477,-5743931.39761,2796238.53049
1,nominal,MISSION_OK,1,1,0.203333333333,121.707238242,55.7665646636,45.7009747245,2115.11336482,2241697.36064,-613271.482818,-5745860.25917,2796844.39325
1,nominal,MISSION_OK,1,1,0.206666666667,123.702438869,58.8370095001,47.3905323671,2176.29823051,2195416.64324,-609531.230501,-5747843.64156,2797466.07805
1,nominal,MISSION_OK,1,1,0.21,125.697639496,62.0207334974,49.1308490633,2239.02421138,2149136.23686,-605680.303082,-5749884.50302,2798104.53987
1,nominal,MISSION_OK,1,1,0.213333333333,127.692840123,65.3202926499,50.9238424119,2303.36102224,2102856.1839,-601716.114276,-5751984.69849,2798760.41157
1,nominal,MISSION_OK,1,1,0.216666666667,129.68804075,68.7319282048,52.768496287,2369.29072443,2056576.595,-597642.250705,-5754142.79782,2799433.35275
1,nominal,MISSION_OK,1,1,0.22,131.683241377,72.2635115891,54.6691344017,2436.58671169,2010520.16152,-593450.905239,-5756363.35333,2800124.78053
