time_s,optimizer_altitude_km,simulation_altitude_km,simulation_velocity_m_s,optimizer_mass_kg,simulation_mass_kg,dynamic_pressure_kpa,g_load,downrange_km,throttle
0.000000,-4.075806,-4.075806,418.310237,4.975000e+06,4.975000e+06,0.000000,1.524953,0.000000,0.999963
1.096077e-03,-4.075803,-4.075806,418.311051,4.974975e+06,4.974975e+06,1.988253e-08,1.524960,0.000000,0.999963
0.012057,-4.075772,-4.075806,418.319191,4.974720e+06,4.974720e+06,2.406137e-06,1.525038,0.000000,0.999963
0.121665,-4.075462,-4.075768,418.401028,4.972177e+06,4.972177e+06,2.453660e-04,1.525819,0.000000,0.999963
0.340880,-4.074842,-4.075507,418.567072,4.967092e+06,4.967092e+06,1.931741e-03,1.527383,0.000000,0.999963
0.560095,-4.074222,-4.074997,418.736298,4.962006e+06,4.962006e+06,5.230220e-03,1.528951,1.344092e-04,0.999963
0.685648,-4.073867,-4.074593,418.834662,4.959093e+06,4.959093e+06,7.850724e-03,1.529852,1.646170e-04,0.999963
0.811200,-4.073512,-4.074107,418.934083,4.956180e+06,4.956180e+06,0.011007,1.530754,2.514566e-04,0.999963
0.952352,-4.073112,-4.073463,419.047123,4.952906e+06,4.952906e+06,0.015199,1.531770,3.292339e-04,0.999963
1.093505,-4.072713,-4.072714,419.161510,4.949631e+06,4.949631e+06,0.020074,1.532788,4.558037e-04,0.999963
1.098685,-4.072671,-4.072685,419.165826,4.949511e+06,4.949511e+06,0.020266,1.532824,4.355355e-04,0.999962
1.103438,-4.072631,-4.072658,419.169796,4.949400e+06,4.949400e+06,0.020443,1.532859,4.558037e-04,0.999962
1.150973,-4.072225,-4.072380,419.209582,4.948298e+06,4.948298e+06,0.022257,1.533202,4.846192e-04,0.999962
1.626316,-4.068164,-4.068951,419.615951,4.937270e+06,4.937270e+06,0.044714,1.536648,9.831184e-04,0.999962
1.765941,-4.066972,-4.067718,419.738275,4.934030e+06,4.934030e+06,0.052816,1.537665,1.167891e-03,0.999962
1.905565,-4.065779,-4.066383,419.861956,4.930791e+06,4.930791e+06,0.061607,1.538684,1.354135e-03,0.999962
2.184815,-4.063394,-4.063403,420.113408,4.924313e+06,4.924313e+06,0.081271,1.540727,1.783139e-03,0.999962
2.186766,-4.063377,-4.063380,420.115184,4.924267e+06,4.924267e+06,0.081418,1.540741,1.790722e-03,0.999962
2.188717,-4.063356,-4.063358,420.116985,4.924222e+06,4.924222e+06,0.081566,1.540755,1.795759e-03,0.999961
2.190653,-4.063328,-4.063336,420.118800,4.924177e+06,4.924177e+06,0.081712,1.540769,1.795759e-03,0.999961
2.210009,-4.063050,-4.063114,420.136966,4.923728e+06,4.923728e+06,0.083183,1.540911,1.825690e-03,0.999961
2.403571,-4.060275,-4.060780,420.320084,4.919237e+06,4.919237e+06,0.098636,1.542332,2.167283e-03,0.999961
2.918520,-4.052891,-4.053600,420.820258,4.907291e+06,4.907291e+06,0.146367,1.546132,3.208975e-03,0.999961
3.090412,-4.050426,-4.050888,420.991468,4.903303e+06,4.903303e+06,0.164461,1.547406,3.605324e-03,0.999961
3.262304,-4.047961,-4.048017,421.164825,4.899315e+06,4.899315e+06,0.183648,1.548683,4.025550e-03,0.999961
3.279043,-4.047721,-4.047729,421.181823,4.898927e+06,4.898927e+06,0.185575,1.548808,4.067960e-03,0.999961
3.280929,-4.047694,-4.047697,421.183739,4.898883e+06,4.898883e+06,0.185792,1.548822,4.070180e-03,0.999961
3.282814,-4.047661,-4.047664,421.185685,4.898839e+06,4.898839e+06,0.186010,1.548837,4.075725e-03,0.999960
3.284733,-4.047623,-4.047631,421.187702,4.898795e+06,4.898795e+06,0.186232,1.548851,4.080155e-03,0.999960
3.303918,-4.047235,-4.047299,421.207888,4.898350e+06,4.898350e+06,0.188459,1.548994,4.127478e-03,0.999960
3.495774,-4.043355,-4.043864,421.411234,4.893899e+06,4.893899e+06,0.211481,1.550424,4.631757e-03,0.999960
4.001501,-4.033128,-4.033858,421.960293,4.882166e+06,4.882166e+06,0.278791,1.554211,6.103420e-03,0.999960
4.170942,-4.029702,-4.030196,422.148519,4.878235e+06,4.878235e+06,0.303508,1.555486,6.643404e-03,0.999960
4.340383,-4.026276,-4.026377,422.338907,4.874304e+06,4.874304e+06,0.329320,1.556764,7.206890e-03,0.999960
4.364695,-4.025784,-4.025817,422.366402,4.873740e+06,4.873740e+06,0.333114,1.556947,7.290382e-03,0.999960
4.374753,-4.025581,-4.025584,422.377790,4.873506e+06,4.873506e+06,0.334690,1.557023,7.325609e-03,0.999960
4.382646,-4.025380,-4.025400,422.387042,4.873323e+06,4.873323e+06,0.335930,1.557088,7.352072e-03,0.999959
4.389888,-4.025190,-4.025232,422.395563,4.873155e+06,4.873155e+06,0.337071,1.557143,7.377828e-03,0.999959
4.462307,-4.023294,-4.023533,422.480990,4.871475e+06,4.871475e+06,0.348584,1.557690,7.628831e-03,0.999959
5.186496,-4.004327,-4.004959,423.357339,4.854674e+06,4.854674e+06,0.474887,1.563192,0.010398,0.999959
5.423318,-3.998125,-3.998259,423.652721,4.849180e+06,4.849180e+06,0.520633,1.565003,0.011404,0.999959
5.441939,-3.997637,-3.997719,423.676132,4.848748e+06,4.848748e+06,0.524323,1.565146,0.011485,0.999959
5.460560,-3.997150,-3.997177,423.699571,4.848316e+06,4.848316e+06,0.528027,1.565289,0.011566,0.999959
5.465480,-3.997021,-3.997034,423.705768,4.848202e+06,4.848202e+06,0.529008,1.565326,0.011588,0.999959
5.468025,-3.996954,-3.996959,423.708975,4.848143e+06,4.848143e+06,0.529516,1.565346,0.011599,0.999959
5.470571,-3.996882,-3.996885,423.712243,4.848084e+06,4.848084e+06,0.530025,1.565376,0.011610,0.999957
5.473009,-3.996804,-3.996814,423.715441,4.848027e+06,4.848027e+06,0.530512,1.565395,0.011622,0.999957
5.497391,-3.996018,-3.996100,423.747448,4.847461e+06,4.847461e+06,0.535399,1.565582,0.011728,0.999957
5.741207,-3.988156,-3.988777,424.070092,4.841805e+06,4.841805e+06,0.585565,1.567454,0.012833,0.999957
6.257680,-3.971502,-3.972175,424.769116,4.829823e+06,4.829823e+06,0.699654,1.571439,0.015356,0.999957
6.427949,-3.966012,-3.966375,425.004247,4.825873e+06,4.825873e+06,0.739611,1.572759,0.016242,0.999957
6.497815,-3.963759,-3.963949,425.101403,4.824252e+06,4.824252e+06,0.756345,1.573302,0.016614,0.999957
6.522081,-3.962977,-3.963099,425.135241,4.823689e+06,4.823689e+06,0.762204,1.573490,0.016745,0.999957
6.546348,-3.962194,-3.962247,425.169127,4.823126e+06,4.823126e+06,0.768086,1.573679,0.016875,0.999957
6.554166,-3.961942,-3.961971,425.180054,4.822944e+06,4.822944e+06,0.769986,1.573739,0.016917,0.999957
6.561984,-3.961690,-3.961695,425.190986,4.822763e+06,4.822763e+06,0.771889,1.573800,0.016960,0.999957
6.569715,-3.961404,-3.961422,425.202221,4.822584e+06,4.822584e+06,0.773774,1.573880,0.017002,0.999956
6.576755,-3.961134,-3.961174,425.212495,4.822420e+06,4.822420e+06,0.775493,1.573934,0.017040,0.999956
6.647159,-3.958431,-3.958669,425.315459,4.820787e+06,4.820787e+06,0.792798,1.574482,0.017424,0.999956
7.351196,-3.931406,-3.932089,426.367390,4.804454e+06,4.804454e+06,0.976956,1.579985,0.021539,0.999956
7.593835,-3.922091,-3.922278,426.739408,4.798824e+06,4.798824e+06,1.045134,1.581894,0.023071,0.999956
7.642663,-3.920217,-3.920263,426.814864,4.797692e+06,4.797692e+06,1.059148,1.582279,0.023387,0.999956
7.649734,-3.919946,-3.919970,426.825808,4.797528e+06,4.797528e+06,1.061186,1.582335,0.023433,0.999956
7.656805,-3.919674,-3.919677,426.836756,4.797364e+06,4.797364e+06,1.063225,1.582390,0.023479,0.999956
7.664110,-3.919354,-3.919374,426.848524,4.797194e+06,4.797194e+06,1.065337,1.582479,0.023527,0.999954
7.670775,-3.919056,-3.919097,426.859306,4.797039e+06,4.797039e+06,1.067265,1.582531,0.023570,0.999954
7.737425,-3.916083,-3.916314,426.967335,4.795493e+06,4.795493e+06,1.086652,1.583057,0.024006,0.999954
8.403931,-3.886346,-3.887090,428.068223,4.780030e+06,4.780030e+06,1.290693,1.588338,0.028634,0.999954
8.648155,-3.875449,-3.875744,428.481072,4.774365e+06,4.774365e+06,1.370109,1.590285,0.030448,0.999954
8.739648,-3.871367,-3.871404,428.637055,4.772242e+06,4.772242e+06,1.400505,1.591016,0.031144,0.999954
8.750676,-3.870875,-3.870878,428.655905,4.771986e+06,4.771986e+06,1.404193,1.591104,0.031229,0.999954
8.757707,-3.870523,-3.870542,428.668419,4.771823e+06,4.771823e+06,1.406549,1.591207,0.031282,0.999953
8.764104,-3.870197,-3.870236,428.679853,4.771675e+06,4.771675e+06,1.408695,1.591258,0.031331,0.999953
8.828072,-3.866939,-3.867165,428.794387,4.770191e+06,4.770191e+06,1.430249,1.591769,0.031825,0.999953
9.467757,-3.834357,-3.835144,429.959261,4.755350e+06,4.755350e+06,1.655325,1.596906,0.037023,0.999953
9.713393,-3.821846,-3.822216,430.416080,4.749651e+06,4.749651e+06,1.746373,1.598889,0.039144,0.999953
9.804262,-3.817217,-3.817344,430.586422,4.747543e+06,4.747543e+06,1.780707,1.599624,0.039947,0.999953
9.845255,-3.815129,-3.815130,430.663507,4.746592e+06,4.746592e+06,1.796311,1.599956,0.040312,0.999953
9.851969,-3.814746,-3.814767,430.676666,4.746436e+06,4.746436e+06,1.798876,1.600077,0.040372,0.999951
9.858067,-3.814397,-3.814437,430.688670,4.746295e+06,4.746295e+06,1.801209,1.600127,0.040426,0.999951
9.919050,-3.810900,-3.811121,430.808892,4.744880e+06,4.744880e+06,1.824621,1.600621,0.040974,0.999951
10.528883,-3.775932,-3.776760,432.029358,4.730732e+06,4.730732e+06,2.067530,1.605581,0.046705,0.999951
10.775990,-3.761763,-3.762212,432.533409,4.725000e+06,4.725000e+06,2.170514,1.607601,0.049159,0.999951
10.866265,-3.756586,-3.756807,432.718933,4.722905e+06,4.722905e+06,2.208793,1.608341,0.050074,0.999951
10.891120,-3.755161,-3.755310,432.770142,4.722329e+06,4.722329e+06,2.219394,1.608545,0.050328,0.999951
10.915975,-3.753736,-3.753810,432.821407,4.721752e+06,4.721752e+06,2.230022,1.608749,0.050583,0.999951
10.925578,-3.753185,-3.753230,432.841229,4.721529e+06,4.721529e+06,2.234135,1.608827,0.050681,0.999951
10.935182,-3.752634,-3.752648,432.861060,4.721306e+06,4.721306e+06,2.238253,1.608906,0.050780,0.999951
10.937703,-3.752490,-3.752496,432.866268,4.721248e+06,4.721248e+06,2.239334,1.608927,0.050806,0.999951
10.940224,-3.752341,-3.752343,432.871585,4.721189e+06,4.721189e+06,2.240417,1.609039,0.050831,0.999950
10.942528,-3.752193,-3.752203,432.876560,4.721136e+06,4.721136e+06,2.241407,1.609058,0.050855,0.999950
10.965562,-3.750723,-3.750806,432.926336,4.720602e+06,4.720602e+06,2.251322,1.609247,0.051093,0.999950
11.195911,-3.736019,-3.736660,433.426759,4.715258e+06,4.715258e+06,2.351738,1.611139,0.053506,0.999950
11.656607,-3.706610,-3.707418,434.442197,4.704570e+06,4.704570e+06,2.559478,1.614939,0.058546,0.999950
11.748746,-3.700728,-3.701417,434.647634,4.702432e+06,4.702432e+06,2.602132,1.615702,0.059588,0.999950
11.840885,-3.694846,-3.695366,434.853857,4.700294e+06,4.700294e+06,2.645156,1.616465,0.060641,0.999950
11.946874,-3.688080,-3.688342,435.092053,4.697836e+06,4.697836e+06,2.695102,1.617344,0.061867,0.999950
11.974834,-3.686295,-3.686477,435.155064,4.697187e+06,4.697187e+06,2.708360,1.617576,0.062193,0.999950
12.002794,-3.684511,-3.684608,435.218147,4.696538e+06,4.696538e+06,2.721651,1.617808,0.062520,0.999950
12.031247,-3.682694,-3.682701,435.282418,4.695878e+06,4.695878e+06,2.735212,1.618044,0.062854,0.999950
12.032660,-3.682604,-3.682607,435.285611,4.695845e+06,4.695845e+06,2.735886,1.618056,0.062870,0.999950
12.034072,-3.682510,-3.682512,435.288870,4.695813e+06,4.695813e+06,2.736560,1.618189,0.062887,0.999948
12.035506,-3.682409,-3.682416,435.292257,4.695779e+06,4.695779e+06,2.737246,1.618201,0.062904,0.999948
12.049842,-3.681399,-3.681453,435.326137,4.695447e+06,4.695447e+06,2.744106,1.618320,0.063073,0.999948
12.193203,-3.671304,-3.671755,435.665992,4.692121e+06,4.692121e+06,2.813201,1.619512,0.064776,0.999948
12.554434,-3.645866,-3.646770,436.530871,4.683740e+06,4.683740e+06,2.991285,1.622523,0.069201,0.999948
12.915665,-3.620428,-3.620995,437.408047,4.675360e+06,4.675360e+06,3.175067,1.625547,0.073814,0.999948
12.970517,-3.616565,-3.617012,437.542326,4.674087e+06,4.674087e+06,3.203472,1.626007,0.074532,0.999948
13.025370,-3.612703,-3.613010,437.676892,4.672815e+06,4.672815e+06,3.232009,1.626467,0.075253,0.999948
13.100088,-3.607441,-3.607530,437.860654,4.671081e+06,4.671081e+06,3.271091,1.627095,0.076243,0.999948
13.111217,-3.606657,-3.606710,437.888070,4.670823e+06,4.670823e+06,3.276934,1.627188,0.076391,0.999948
13.122346,-3.605874,-3.605890,437.915499,4.670565e+06,4.670565e+06,3.282781,1.627282,0.076540,0.999948
13.127059,-3.605542,-3.605543,437.927118,4.670456e+06,4.670456e+06,3.285259,1.627321,0.076603,0.999948
13.131772,-3.605181,-3.605195,437.939211,4.670346e+06,4.670346e+06,3.287742,1.627517,0.076665,0.999946
13.136223,-3.604838,-3.604867,437.950678,4.670243e+06,4.670243e+06,3.290089,1.627555,0.076725,0.999946
13.180734,-3.601406,-3.601576,438.065457,4.669211e+06,4.669211e+06,3.313600,1.627929,0.077321,0.999946
13.625842,-3.567092,-3.568003,439.223663,4.658884e+06,4.658884e+06,3.553490,1.631682,0.083453,0.999946
13.869930,-3.548274,-3.549076,439.866883,4.653222e+06,4.653222e+06,3.688723,1.633747,0.086947,0.999946
14.114018,-3.529457,-3.529783,440.515865,4.647559e+06,4.647559e+06,3.826560,1.635817,0.090535,0.999946
14.182083,-3.524209,-3.524337,440.697869,4.645980e+06,4.645980e+06,3.865459,1.636396,0.091553,0.999946
14.213277,-3.521805,-3.521832,440.781429,4.645256e+06,4.645256e+06,3.883354,1.636661,0.092021,0.999946
14.220904,-3.521217,-3.521218,440.801875,4.645079e+06,4.645079e+06,3.887736,1.636726,0.092136,0.999946
14.226588,-3.520743,-3.520761,440.817726,4.644947e+06,4.644947e+06,3.891009,1.636971,0.092222,0.999944
14.231708,-3.520314,-3.520349,440.832062,4.644828e+06,4.644828e+06,3.893959,1.637014,0.092299,0.999944
14.282908,-3.516020,-3.516218,440.975555,4.643641e+06,4.643641e+06,3.923523,1.637450,0.093073,0.999944
14.794909,-3.473087,-3.474016,442.424553,4.631763e+06,4.631763e+06,4.225475,1.641819,0.101061,0.999944
15.050922,-3.451619,-3.452302,443.158732,4.625823e+06,4.625823e+06,4.380751,1.644011,0.105222,0.999944
15.306936,-3.430151,-3.430180,443.899381,4.619884e+06,4.619884e+06,4.538878,1.646209,0.109494,0.999944
15.311199,-3.429794,-3.429808,443.911770,4.619785e+06,4.619785e+06,4.541535,1.646246,0.109567,0.999944
15.313586,-3.429594,-3.429600,443.918706,4.619730e+06,4.619730e+06,4.543023,1.646266,0.109607,0.999944
15.314772,-3.429494,-3.429496,443.922153,4.619702e+06,4.619702e+06,4.543763,1.646277,0.109627,0.999944
15.315958,-3.429390,-3.429393,443.925669,4.619674e+06,4.619674e+06,4.544503,1.646529,0.109647,0.999941
15.317168,-3.429280,-3.429287,443.929338,4.619646e+06,4.619646e+06,4.545259,1.646540,0.109668,0.999941
15.329271,-3.428183,-3.428230,443.966044,4.619366e+06,4.619366e+06,4.552826,1.646644,0.109873,0.999941
15.450297,-3.417205,-3.417612,444.333900,4.616558e+06,4.616558e+06,4.628848,1.647686,0.111937,0.999941
15.756422,-3.389438,-3.390345,445.270856,4.609456e+06,4.609456e+06,4.823989,1.650327,0.117279,0.999941
16.062548,-3.361672,-3.362489,446.217154,4.602354e+06,4.602354e+06,5.023197,1.652974,0.122793,0.999941
16.240180,-3.345560,-3.346053,446.770554,4.598233e+06,4.598233e+06,5.140646,1.654514,0.126071,0.999941
16.286932,-3.341319,-3.341695,446.916732,4.597149e+06,4.597149e+06,5.171784,1.654920,0.126944,0.999941
16.333684,-3.337079,-3.337322,447.063131,4.596064e+06,4.596064e+06,5.203016,1.655325,0.127820,0.999941
16.397762,-3.331267,-3.331306,447.264143,4.594577e+06,4.594577e+06,5.245975,1.655882,0.129028,0.999941
16.408308,-3.330310,-3.330313,447.297265,4.594333e+06,4.594333e+06,5.253062,1.655974,0.129228,0.999941
16.413403,-3.329819,-3.329834,447.313885,4.594214e+06,4.594214e+06,5.256495,1.656312,0.129324,0.999939
16.418008,-3.329369,-3.329400,447.328968,4.594108e+06,4.594108e+06,5.259600,1.656352,0.129411,0.999939
16.464063,-3.324873,-3.325054,447.479911,4.593039e+06,4.593039e+06,5.290696,1.656753,0.130286,0.999939
16.924616,-3.279904,-3.280855,449.001101,4.582355e+06,4.582355e+06,5.606693,1.660768,0.139265,0.999939
17.168807,-3.256061,-3.256872,449.816362,4.576690e+06,4.576690e+06,5.777932,1.662904,0.144197,0.999939
17.412998,-3.232218,-3.232507,450.637688,4.571025e+06,4.571025e+06,5.951713,1.665043,0.149247,0.999939
17.477890,-3.225881,-3.225968,450.856972,4.569519e+06,4.569519e+06,5.998320,1.665612,0.150609,0.999939
17.487411,-3.224952,-3.225006,450.889178,4.569298e+06,4.569298e+06,6.005173,1.665696,0.150809,0.999939
17.496931,-3.224022,-3.224044,450.921394,4.569077e+06,4.569077e+06,6.012029,1.665779,0.151010,0.999939
17.500286,-3.223695,-3.223705,450.932753,4.568999e+06,4.568999e+06,6.014447,1.665809,0.151081,0.999939
17.501971,-3.223530,-3.223535,450.938455,4.568960e+06,4.568960e+06,6.015661,1.665824,0.151116,0.999939
17.503656,-3.223362,-3.223364,450.944267,4.568921e+06,4.568921e+06,6.016876,1.666189,0.151152,0.999936
17.505231,-3.223198,-3.223205,450.949820,4.568885e+06,4.568885e+06,6.018014,1.666203,0.151185,0.999936
17.520984,-3.221549,-3.221611,451.005361,4.568519e+06,4.568519e+06,6.029401,1.666341,0.151518,0.999936
17.678506,-3.205062,-3.205581,451.562164,4.564865e+06,4.564865e+06,6.143845,1.667727,0.154874,0.999936
18.050862,-3.166089,-3.167056,452.888429,4.556227e+06,4.556227e+06,6.418562,1.671010,0.163019,0.999936
18.423217,-3.127116,-3.127634,454.228925,4.547588e+06,4.547588e+06,6.699117,1.674301,0.171461,0.999936
18.506910,-3.118357,-3.118650,454.532188,4.545647e+06,4.545647e+06,6.762974,1.675042,0.173400,0.999936
18.590602,-3.109597,-3.109620,454.836174,4.543705e+06,4.543705e+06,6.827121,1.675784,0.175353,0.999936
18.593972,-3.109244,-3.109256,454.848429,4.543627e+06,4.543627e+06,6.829710,1.675813,0.175432,0.999936
18.595900,-3.109043,-3.109047,454.855442,4.543582e+06,4.543582e+06,6.831192,1.675831,0.175477,0.999936
18.597829,-3.108836,-3.108838,454.862586,4.543537e+06,4.543537e+06,6.832675,1.676259,0.175522,0.999933
18.599570,-3.108641,-3.108650,454.869174,4.543497e+06,4.543497e+06,6.834017,1.676275,0.175563,0.999933
18.616981,-3.106695,-3.106765,454.935070,4.543093e+06,4.543093e+06,6.847440,1.676429,0.175972,0.999933
18.791095,-3.087233,-3.087803,455.595751,4.539054e+06,4.539054e+06,6.982364,1.677978,0.180097,0.999933
19.191728,-3.042453,-3.043424,457.127864,4.529759e+06,4.529759e+06,7.297610,1.681546,0.189852,0.999933
19.592361,-2.997672,-2.997994,458.676634,4.520465e+06,4.520465e+06,7.619456,1.685123,0.199978,0.999933
19.679016,-2.987986,-2.988029,459.013826,4.518455e+06,4.518455e+06,7.689929,1.685898,0.202217,0.999933
19.684795,-2.987340,-2.987363,459.036341,4.518321e+06,4.518321e+06,7.694640,1.685950,0.202367,0.999933
19.690574,-2.986694,-2.986696,459.058859,4.518187e+06,4.518187e+06,7.699351,1.686002,0.202517,0.999933
19.695134,-2.986155,-2.986170,459.077264,4.518081e+06,4.518081e+06,7.703080,1.686520,0.202636,0.999930
19.699251,-2.985666,-2.985695,459.093937,4.517985e+06,4.517985e+06,7.706447,1.686557,0.202743,0.999930
19.740417,-2.980768,-2.980938,459.260758,4.517030e+06,4.517030e+06,7.740157,1.686926,0.203814,0.999930
20.152078,-2.931793,-2.932758,460.938686,4.507480e+06,4.507480e+06,8.081048,1.690627,0.214763,0.999930
20.370261,-2.905835,-2.906768,461.835172,4.502418e+06,4.502418e+06,8.264491,1.692591,0.220736,0.999930
20.588444,-2.879878,-2.880463,462.736645,4.497357e+06,4.497357e+06,8.449829,1.694557,0.226827,0.999930
20.741142,-2.861712,-2.861865,463.370524,4.493814e+06,4.493814e+06,8.580656,1.695935,0.231160,0.999930
20.770765,-2.858187,-2.858239,463.493780,4.493127e+06,4.493127e+06,8.606143,1.696202,0.232008,0.999930
20.777133,-2.857430,-2.857458,463.520286,4.492979e+06,4.492979e+06,8.611626,1.696260,0.232190,0.999930
20.783500,-2.856672,-2.856678,463.546796,4.492832e+06,4.492832e+06,8.617110,1.696317,0.232372,0.999930
20.784501,-2.856553,-2.856555,463.550963,4.492808e+06,4.492808e+06,8.617972,1.696326,0.232401,0.999930
20.785502,-2.856431,-2.856433,463.555203,4.492785e+06,4.492785e+06,8.618835,1.696882,0.232430,0.999926
20.786518,-2.856303,-2.856308,463.559594,4.492762e+06,4.492762e+06,8.619713,1.696891,0.232459,0.999926
20.796675,-2.855020,-2.855062,463.603503,4.492526e+06,4.492526e+06,8.628491,1.696984,0.232750,0.999926
20.898253,-2.842196,-2.842567,464.043186,4.490169e+06,4.490169e+06,8.716501,1.697905,0.235680,0.999926
21.101409,-2.816548,-2.817370,464.925799,4.485456e+06,4.485456e+06,8.893740,1.699749,0.241622,0.999926
21.304566,-2.790900,-2.791898,465.812745,4.480743e+06,4.480743e+06,9.072592,1.701594,0.247673,0.999926
21.710878,-2.739603,-2.740125,467.599676,4.471317e+06,4.471317e+06,9.435073,1.705288,0.260104,0.999926
21.834189,-2.724035,-2.724193,468.145435,4.468457e+06,4.468457e+06,9.546324,1.706410,0.263964,0.999926
21.849872,-2.722055,-2.722160,468.214959,4.468093e+06,4.468093e+06,9.560514,1.706553,0.264458,0.999926
21.865554,-2.720076,-2.720124,468.284509,4.467729e+06,4.467729e+06,9.574713,1.706696,0.264952,0.999926
21.875553,-2.718813,-2.718826,468.328867,4.467497e+06,4.467497e+06,9.583771,1.706787,0.265268,0.999926
21.878873,-2.718394,-2.718395,468.343596,4.467420e+06,4.467420e+06,9.586779,1.706817,0.265373,0.999926
21.882192,-2.717952,-2.717963,468.358818,4.467343e+06,4.467343e+06,9.589795,1.707468,0.265477,0.999922
21.885343,-2.717531,-2.717554,468.373316,4.467270e+06,4.467270e+06,9.592660,1.707497,0.265577,0.999922
21.916851,-2.713321,-2.713456,468.518344,4.466539e+06,4.466539e+06,9.621325,1.707785,0.266574,0.999922
22.231933,-2.671223,-2.672107,469.974379,4.459229e+06,4.459229e+06,9.910047,1.710672,0.276701,0.999922
22.862096,-2.587027,-2.587397,472.917911,4.444610e+06,4.444610e+06,10.498576,1.716453,0.297803,0.999922
22.933859,-2.577439,-2.577579,473.255784,4.442945e+06,4.442945e+06,10.566514,1.717112,0.300277,0.999922
22.964469,-2.573349,-2.573381,473.400070,4.442235e+06,4.442235e+06,10.595550,1.717393,0.301337,0.999922
22.968479,-2.572813,-2.572830,473.418981,4.442142e+06,4.442142e+06,10.599356,1.717430,0.301477,0.999922
22.972490,-2.572277,-2.572279,473.437894,4.442049e+06,4.442049e+06,10.603163,1.717466,0.301616,0.999922
22.976449,-2.571722,-2.571736,473.457173,4.441957e+06,4.441957e+06,10.606933,1.718199,0.301753,0.999918
22.980055,-2.571214,-2.571240,473.474790,4.441874e+06,4.441874e+06,10.610368,1.718232,0.301878,0.999918
23.016119,-2.566127,-2.566282,473.651038,4.441037e+06,4.441037e+06,10.644748,1.718566,0.303132,0.999918
23.376758,-2.515259,-2.516211,475.421078,4.432671e+06,4.432671e+06,10.991128,1.721902,0.315892,0.999918
23.521014,-2.494911,-2.495934,476.132948,4.429324e+06,4.429324e+06,11.130980,1.723237,0.321107,0.999918
23.665270,-2.474564,-2.475515,476.847024,4.425978e+06,4.425978e+06,11.271563,1.724572,0.326385,0.999918
24.064300,-2.418280,-2.418290,478.833752,4.416721e+06,4.416721e+06,11.664176,1.728266,0.341314,0.999918
24.065863,-2.418060,-2.418064,478.841570,4.416684e+06,4.416684e+06,11.665725,1.728280,0.341374,0.999918
24.067426,-2.417835,-2.417838,478.849511,4.416648e+06,4.416648e+06,11.667277,1.729069,0.341433,0.999913
24.068852,-2.417624,-2.417631,478.856885,4.416615e+06,4.416615e+06,11.668694,1.729082,0.341488,0.999913
24.083107,-2.415506,-2.415566,478.930642,4.416284e+06,4.416284e+06,11.682869,1.729215,0.342030,0.999913
24.225661,-2.394326,-2.394839,479.669396,4.412977e+06,4.412977e+06,11.825002,1.730546,0.347492,0.999913
24.556571,-2.345163,-2.346185,481.392552,4.405300e+06,4.405300e+06,12.157595,1.733636,0.360426,0.999913
24.887480,-2.296000,-2.296776,483.127320,4.397624e+06,4.397624e+06,12.493821,1.736726,0.373715,0.999913
25.066698,-2.269373,-2.269699,484.071713,4.393466e+06,4.393466e+06,12.677397,1.738399,0.381061,0.999913
25.129685,-2.260015,-2.260130,484.404434,4.392005e+06,4.392005e+06,12.742158,1.738987,0.383668,0.999913
25.156970,-2.255961,-2.255976,484.548693,4.391372e+06,4.391372e+06,12.770250,1.739242,0.384801,0.999913
25.159061,-2.255651,-2.255658,484.559752,4.391323e+06,4.391323e+06,12.772403,1.739262,0.384888,0.999913
25.160164,-2.255487,-2.255490,484.565585,4.391298e+06,4.391298e+06,12.773539,1.739272,0.384934,0.999913
25.161267,-2.255320,-2.255322,484.571509,4.391272e+06,4.391272e+06,12.774677,1.740136,0.384979,0.999907
25.162340,-2.255152,-2.255158,484.577373,4.391247e+06,4.391247e+06,12.775786,1.740146,0.385024,0.999907
25.173069,-2.253477,-2.253523,484.636022,4.390998e+06,4.390998e+06,12.786879,1.740247,0.385471,0.999907
25.280360,-2.236721,-2.237127,485.223184,4.388509e+06,4.388509e+06,12.898008,1.741259,0.389957,0.999907
25.494943,-2.203210,-2.204096,486.401163,4.383531e+06,4.383531e+06,13.121366,1.743281,0.399049,0.999907
25.709526,-2.169700,-2.170744,487.584020,4.378553e+06,4.378553e+06,13.346166,1.745303,0.408301,0.999907
26.213610,-2.090978,-2.091130,490.381918,4.366859e+06,4.366859e+06,13.879742,1.750050,0.430661,0.999907
26.243964,-2.086238,-2.086279,490.551254,4.366155e+06,4.366155e+06,13.912110,1.750336,0.432036,0.999907
26.252645,-2.084882,-2.084891,490.599706,4.365954e+06,4.365954e+06,13.921373,1.750417,0.432429,0.999907
26.253935,-2.084681,-2.084684,490.606905,4.365924e+06,4.365924e+06,13.922749,1.750429,0.432488,0.999907
26.255225,-2.084476,-2.084478,490.614211,4.365894e+06,4.365894e+06,13.924128,1.751375,0.432546,0.999901
26.256435,-2.084278,-2.084284,490.621184,4.365866e+06,4.365866e+06,13.925424,1.751387,0.432601,0.999901
26.268538,-2.082295,-2.082347,490.690924,4.365585e+06,4.365585e+06,13.938387,1.751502,0.433151,0.999901
26.389561,-2.062466,-2.062921,491.389171,4.362778e+06,4.362778e+06,14.068259,1.752654,0.438675,0.999901
