rtol,atol,t_max_q_s,t_max_g_s,t_staging_s,t_depletion_s,drift_max_q_s,drift_max_g_s,drift_staging_s,drift_depletion_s
1e-06,1e-09,59.8409520069,152.925005125,152.925005125,nan,0.0752998421874,19.6617870956,0,nan
1e-07,1e-10,59.9372368056,135.441890461,152.925005125,nan,0.0209849565194,2.17867243199,0,nan
1e-08,1e-11,59.7526281651,134.34934469,152.925005125,nan,0.163623684,1.08612666092,0,nan
1e-09,1e-12,59.922603074,134.354974795,152.925005125,nan,0.00635122489362,1.09175676612,0,nan
1e-10,1e-13,59.9196339722,133.263127738,152.925005125,nan,0.00338212305961,9.02910872753e-05,0,nan
1e-12,1e-14,59.9162518491,133.263218029,152.925005125,nan,0,0,0,nan
