time_s,delta_r_m,log_delta_r
204.777793779,731.016645301,6.59443623008
205.077176518,733.216495739,6.59744101399
205.376559257,735.416459609,6.60043695046
205.675941997,737.616534964,6.60342408924
205.975324736,739.816723248,6.60640248424
206.274707476,742.017024618,6.60937218713
206.574090215,744.217436848,6.61233324596
206.873472955,746.417959803,6.61528571115
207.172855694,748.61860403,6.61822964692
207.472238434,750.819367596,6.62116510033
207.771621173,753.020243313,6.62409211099
208.071003912,755.221232957,6.62701073011
208.370386652,757.422333349,6.62992100189
208.669769391,759.623541484,6.63282297041
208.969152131,761.824859459,6.63571668604
209.26853487,764.026289913,6.63860219945
209.56791761,766.227830597,6.64147955449
209.867300349,768.429482029,6.64434879823
210.166683089,770.631243531,6.64720997579
210.466065828,772.833106354,6.65006312147
210.765448567,775.035078482,6.65290829089
211.064831307,777.237158953,6.65574552767
211.364214046,779.439348623,6.65857487742
211.663596786,781.641648787,6.66139638588
211.962979525,783.844057627,6.66421009448
212.262362265,786.04657507,6.66701604649
212.561745004,788.249202912,6.66981428721
212.861127744,790.451939771,6.67260485755
213.160510483,792.654784638,6.67538779853
213.459893222,794.85773677,6.67816315118
213.759275962,797.060793434,6.68093095372
214.058658701,799.263958553,6.68369125235
214.358041441,801.467231652,6.68644408744
214.65742418,803.670612959,6.68918949986
214.95680692,805.874102855,6.69192753037
215.256189659,808.077701316,6.69465821889
215.555572398,810.281406806,6.69738160314
215.854955138,812.485219878,6.70009772312
216.154337877,814.689141419,6.70280661891
216.453720617,816.893171089,6.70550832877
216.753103356,819.097323277,6.70820290863
217.052486096,821.301594128,6.71089039173
217.351868835,823.505972401,6.71357080205
217.651251575,825.710457052,6.71624417581
217.950634314,827.915048153,6.71891055027
218.250017053,830.119746036,6.72156996272
218.549399793,832.324552034,6.72422245134
218.848782532,834.529466704,6.72686805309
219.148165272,836.73448916,6.72950680291
219.447548011,838.939616886,6.73213873354
219.746930751,841.144851889,6.73476388282
220.04631349,843.350187266,6.73738227775
220.34569623,845.555629531,6.73999396101
220.645078969,847.761176741,6.74259896492
220.944461708,849.966830697,6.74519732601
221.243844448,852.17259463,6.74778908217
221.543227187,854.378467247,6.7503742657
221.842609927,856.584443694,6.75295290449
222.141992666,858.790526527,6.75552503488
222.441375406,860.996717625,6.75809069214
222.740758145,863.20301404,6.76064990564
223.040140885,865.409420186,6.76320271309
223.339523624,867.615939428,6.76574915065
223.638906363,869.822565165,6.76828924276
223.938289103,872.029299963,6.77082302422
224.237671842,874.236141257,6.77335052367
224.537054582,876.443086759,6.77587176986
224.836437321,878.650139847,6.7783867978
225.135820061,880.857301353,6.78089563932
225.4352028,883.064568448,6.78339832188
225.73458554,885.271940994,6.78589487577
226.033968279,887.479420305,6.78838533269
226.333351018,889.687015498,6.7908697329
226.632733758,891.89471832,6.79334809682
226.932116497,894.102527598,6.79582045271
227.231499237,896.310444789,6.79828683152
227.530881976,898.518470163,6.80074726268
227.830264716,900.726604214,6.80320177562
228.129647455,902.934848832,6.80565040113
228.429030195,905.14319849,6.80809316156
228.728412934,907.351650583,6.81053008234
229.027795673,909.560204725,6.81296119118
229.327178413,911.768863138,6.81538651841
229.626561152,913.977618084,6.81780608328
229.925943892,916.186479082,6.82021992374
230.225326631,918.395447167,6.8226280682
230.524709371,920.604529034,6.82503055103
230.82409211,922.813725283,6.82742739971
231.123474849,925.023025957,6.82981863013
231.422857589,927.232426368,6.83220426377
231.722240328,929.44192872,6.83458432938
232.021623068,931.651535576,6.83695885591
232.321005807,933.861250114,6.83932787271
232.620388547,936.071086676,6.8416914209
232.919771286,938.28104122,6.84404952164
233.219154026,940.49110395,6.84640218984
233.518536765,942.701275115,6.84874945102
233.817919504,944.911553346,6.85109132877
234.117302244,947.121938212,6.85342784753
234.416684983,949.332433304,6.8557590358
234.716067723,951.543037059,6.85808491646
235.015450462,953.753746983,6.86040551128
235.314833202,955.964565416,6.8627208469
235.614215941,958.175492907,6.86503094795
235.913598681,960.386518428,6.86733582679
236.21298142,962.597649451,6.86963551499
236.512364159,964.808890108,6.87193004039
236.811746899,967.02024374,6.87421942981
237.111129638,969.231711422,6.87650370758
237.410512378,971.443287,6.87878289038
237.709895117,973.654965293,6.8810569958
238.009277857,975.866745891,6.88332604624
238.308660596,978.078631609,6.88559006722
238.608043336,980.290629089,6.88784908799
238.907426075,982.502743904,6.89010313652
239.206808814,984.714973783,6.89235223258
239.506191554,986.927314028,6.89459639339
239.805574293,989.139763437,6.89683563957
240.104957033,991.352322247,6.89906999309
240.404339772,993.564991055,6.90129947611
240.703722512,995.77776629,6.90352410647
241.003105251,997.990651014,6.90574390855
241.302487991,1000.20364977,6.90795890802
241.60187073,1002.4167628,6.91016912611
241.901253469,1004.62998669,6.91237458026
242.200636209,1006.84332567,6.91457529538
242.500018948,1009.05678213,6.91677129442
242.799401688,1011.27034955,6.91896259133
243.098784427,1013.48402669,6.92114920523
243.398167167,1015.69781474,6.92333115746
243.697549906,1017.91171347,6.92550846788
243.996932646,1020.12572194,6.92768115548
244.296315385,1022.33983901,6.92984923898
244.595698124,1024.55406716,6.93201274048
244.895080864,1026.76841091,6.93417168392
245.194463603,1028.98288163,6.93632609977
245.493846343,1031.19744693,6.93847597579
245.793229082,1033.41210631,6.94062133081
246.092611822,1035.62686762,6.94276219155
246.391994561,1037.84174795,6.94489859348
246.691377301,1040.05675578,6.94703056351
246.99076004,1042.2718878,6.94915811707
247.290142779,1044.48713982,6.95128126864
247.589525519,1046.70250768,6.95340003266
247.888908258,1048.91798721,6.95551442346
248.188290998,1051.13357421,6.9576244553
248.487673737,1053.34926136,6.95973013934
248.787056477,1055.56504851,6.96183149354
249.086439216,1057.7809491,6.96392854854
249.385821955,1059.99696721,6.96602132598
249.685204695,1062.21310622,6.96810984666
249.984587434,1064.42935899,6.97019412139
250.283970174,1066.64571636,6.97227415901
250.583352913,1068.86218049,6.97434997894
250.882735653,1071.07875772,6.97642160437
251.182118392,1073.29545442,6.97848905834
251.481501132,1075.51227338,6.98055236044
251.780883871,1077.72921229,6.98261152538
252.08026661,1079.94626937,6.98466656829
252.37964935,1082.16344294,6.98671750432
252.679032089,1084.38073763,6.98876435431
252.978414829,1086.5981522,6.99080713358
253.277797568,1088.81567645,6.99284584915
253.577180308,1091.03330775,6.99488051493
253.876563047,1093.25105169,6.99691115227
254.175945787,1095.46891418,6.99893778271
254.475328526,1097.68690024,7.0009604268
254.774711265,1099.90500156,7.00297909284
255.074094005,1102.12321821,7.00499379672
255.373476744,1104.34156978,7.0070045719
255.672859484,1106.56005032,7.00901142853
255.972242223,1108.77864544,7.01101436909
256.271624963,1110.99734608,7.01301340087
256.571007702,1113.21614866,7.01500853607
256.870390442,1115.4350523,7.01699978923
257.169773181,1117.65406233,7.01898718037
257.46915592,1119.87318809,7.02097073296
257.76853866,1122.09244371,7.02295047458
258.067921399,1124.31183057,7.02492642131
258.367304139,1126.53132945,7.0268985708
258.666686878,1128.75094836,7.02886694491
258.966069618,1130.97069025,7.03083156088
259.265452357,1133.1905491,7.03279242791
259.564835097,1135.41052333,7.03474955909
259.864217836,1137.6306143,7.03670296999
260.163600575,1139.85082845,7.03865268059
260.462983315,1142.07115965,7.0405986997
260.762366054,1144.29161072,7.04254104394
261.061748794,1146.512191,7.04447973547
261.361131533,1148.73287478,7.04641476586
261.660514273,1150.95368987,7.04834617322
261.959897012,1153.17463846,7.0502739732
262.259279752,1155.39570123,7.05219816275
262.558662491,1157.61687327,7.05411875129
262.85804523,1159.83815606,7.05603575373
263.15742797,1162.05955111,7.0579491849
263.456810709,1164.28105992,7.05985905956
263.756193449,1166.5026841,7.06176539244
264.055576188,1168.72443436,7.06366820602
264.354958928,1170.94632425,7.06556752501
264.654341667,1173.16832168,7.0674633351
264.953724406,1175.39044165,7.06935566215
265.253107146,1177.61268449,7.07124451939
265.552489885,1179.83505088,7.0731299203
265.851872625,1182.05754084,7.07501187769
266.151255364,1184.28015418,7.07689040416
266.450638104,1186.50289072,7.07876551221
266.750020843,1188.72575053,7.08063721452
267.049403583,1190.94873522,7.08250552496
267.348786322,1193.17184442,7.08437045566
267.648169061,1195.39507342,7.0862320151
267.947551801,1197.6184232,7.08809021642
268.24693454,1199.84189888,7.08994507616
268.54631728,1202.06550025,7.09179660633
268.845700019,1204.28922704,7.09364481882
269.145082759,1206.51307898,7.09548972544
269.444465498,1208.7370558,7.09733133796
269.743848238,1210.96115721,7.09916966807
270.043230977,1213.18538296,7.10100472741
270.342613716,1215.40973587,7.1028365301
270.641996456,1217.63421851,7.10466508996
270.941379195,1219.85874013,7.10649034424
271.240761935,1222.08337985,7.10831236968
271.540144674,1224.30814555,7.11013118429
271.839527414,1226.5330396,7.11194680146
272.138910153,1228.75806284,7.11375923326
272.438292893,1230.98321355,7.11556848966
272.737675632,1233.20849045,7.11737458088
273.037058371,1235.43389443,7.11917751888
273.336441111,1237.6594269,7.12097731596
273.63582385,1239.88508925,7.12277398435
273.93520659,1242.11085493,7.12456751369
274.234589329,1244.3366684,7.12635787045
274.533972069,1246.56261428,7.12814513378
274.833354808,1248.78869156,7.12992931372
275.132737548,1251.01489857,7.13171041972
275.432120287,1253.24123432,7.13348846176
275.731503026,1255.46770028,7.13526345168
276.030885766,1257.69429706,7.13703540062
276.330268505,1259.92102461,7.1388043191
276.629651245,1262.14788321,7.14057021786
276.929033984,1264.37487295,7.14233310744
277.228416724,1266.60199609,7.14409300003
277.527799463,1268.82925196,7.14584990544
277.827182203,1271.05663979,7.14760383337
278.126564942,1273.28415986,7.14935479428
278.425947681,1275.51181244,7.15110279856
278.725330421,1277.7395978,7.15284785658
279.02471316,1279.96751602,7.15458997848
279.3240959,1282.19556712,7.1563291743
279.623478639,1284.42375137,7.15806545423
279.922861379,1286.65207026,7.15979882937
280.222244118,1288.88052191,7.16152930812
280.521626857,1291.1090771,7.16325687768
280.821009597,1293.33776627,7.16498157147
281.120392336,1295.56658914,7.16670339902
281.419775076,1297.79554646,7.16842237057
281.719157815,1300.02463897,7.17013849633
282.018540555,1302.25386721,7.17185178626
282.317923294,1304.48323124,7.17356224994
282.617306034,1306.71273112,7.1752698969
282.916688773,1308.94236721,7.17697473684
283.216071512,1311.17213923,7.17867677891
283.515454252,1313.40205424,7.18037603782
283.814836991,1315.63211669,7.18207252621
284.114219731,1317.86231654,7.18376624567
284.41360247,1320.09265402,7.18545720556
284.71298521,1322.32312871,7.18714541468
285.012367949,1324.55374068,7.1888308822
285.311750689,1326.78449025,7.19051361741
285.611133428,1329.01537793,7.1921936297
285.910516167,1331.24640454,7.19387092864
286.209898907,1333.47757106,7.19554552388
286.509281646,1335.70887862,7.19721742513
286.808664386,1337.94032175,7.19888663711
287.108047125,1340.1719048,7.20055317188
287.407429865,1342.40362785,7.20221703822
287.706812604,1344.63549107,7.20387824495
288.006195344,1346.86749464,7.20553680085
288.305578083,1349.09963877,7.20719271469
288.604960822,1351.33192378,7.20884599526
288.904343562,1353.56434996,7.2104966513
289.203726301,1355.79691755,7.21214469147
289.503109041,1358.02962684,7.21379012441
289.80249178,1360.26247737,7.21543295817
290.10187452,1362.4954649,7.21707319802
290.401257259,1364.72859486,7.21871085625
290.700639999,1366.96186744,7.22034594126
291.000022738,1369.19528306,7.22197846161
291.299405477,1371.42884215,7.2236084258
291.598788217,1373.66254465,7.22523584193
291.898170956,1375.89639074,7.22686071823
292.197553696,1378.13038104,7.22848306324
292.496936435,1380.36451581,7.23010288516
292.796319175,1382.59879503,7.23172019199
293.095701914,1384.83321465,7.23333498874
293.395084654,1387.06777453,7.23494728324
293.694467393,1389.30247976,7.23655708705
293.993850132,1391.53733064,7.23816440823
294.293232872,1393.77232755,7.23976925485
294.592615611,1396.0074708,7.24137163488
294.891998351,1398.24276037,7.24297155605
295.19138109,1400.47819665,7.24456902632
295.49076383,1402.71378011,7.24616405366
295.790146569,1404.94951085,7.24775664579
296.089529308,1407.18538916,7.24934681045
296.388912048,1409.42141919,7.25093455816
296.688294787,1411.65759628,7.2525198931
296.987677527,1413.89391963,7.25410282217
297.287060266,1416.13039095,7.25568335402
297.586443006,1418.36701191,7.25726149724
297.885825745,1420.60378382,7.25883726009
298.185208485,1422.84070723,7.26041065032
298.484591224,1425.07778268,7.26198167555
298.783973963,1427.31501037,7.2635503432
299.083356703,1429.55239001,7.26511666027
299.382739442,1431.78992203,7.26668063427
299.682122182,1434.02761045,7.26824227512
299.981504921,1436.26545005,7.26980158632
300.280887661,1438.50344117,7.27135857518
300.5802704,1440.74158412,7.27291324898
300.87965314,1442.97987916,7.27446561492
301.179035879,1445.21832655,7.27601568017
301.478418618,1447.45692656,7.27756345188
301.777801358,1449.69567945,7.27910893715
302.077184097,1451.93458549,7.28065214305
302.376566837,1454.173645,7.28219307668
302.675949576,1456.41285896,7.28373174554
302.975332316,1458.65222736,7.28526815641
303.274715055,1460.89174942,7.28680231552
303.574097795,1463.13142564,7.28833422996
303.873480534,1465.37125664,7.28986390685
304.172863273,1467.61124343,7.29139135355
304.472246013,1469.85138649,7.29291657704
304.771628752,1472.0916857,7.29443958383
305.071011492,1474.3321409,7.2959603804
305.370394231,1476.57275202,7.29747897326
305.669776971,1478.81351983,7.29899536945
305.96915971,1481.05444842,7.30050957822
306.26854245,1483.29553504,7.30202160417
306.567925189,1485.53677994,7.3035314539
306.867307928,1487.778183,7.30503913372
307.166690668,1490.01974409,7.30654464992
307.466073407,1492.2614631,7.30804800878
307.765456147,1494.5033399,7.30954921652
308.064838886,1496.74537441,7.31104827938
308.364221626,1498.9875679,7.31254520447
308.663604365,1501.22992227,7.3140399993
308.962987105,1503.4724383,7.31553267057
309.262369844,1505.71511607,7.31702322451
309.561752583,1507.95795434,7.31851166644
309.861135323,1510.20095343,7.3199980027
310.160518062,1512.44411369,7.32148223959
310.459900802,1514.68743545,7.32296438343
310.759283541,1516.93091907,7.32444444046
311.058666281,1519.1745649,7.32592241693
311.35804902,1521.41837327,7.32739831905
311.657431759,1523.66234455,7.328872153
311.956814499,1525.90647875,7.33034392474
312.256197238,1528.15077806,7.3318136416
312.555579978,1530.39524251,7.33328130946
312.854962717,1532.63987165,7.33474693389
313.154345457,1534.88466508,7.33621052044
313.453728196,1537.12962242,7.33767207467
313.753110936,1539.37474327,7.3391316021
314.052493675,1541.62002758,7.34058910844
314.351876414,1543.86547813,7.34204460122
314.651259154,1546.11109885,7.34349808869
314.950641893,1548.35688651,7.34494957442
315.250024633,1550.60283214,7.34639905827
315.549407372,1552.84895555,7.34784655863
315.848790112,1555.09524573,7.34929207401
316.148172851,1557.34170321,7.35073561032
316.447555591,1559.58832844,7.35217717339
316.74693833,1561.83512181,7.35361676901
317.046321069,1564.0820837,7.35505440291
317.345703809,1566.32921405,7.35649008054
317.645086548,1568.57651321,7.35792380758
317.944469288,1570.8239817,7.35935558978
318.243852027,1573.07161979,7.36078543272
318.543234767,1575.31942473,7.36221334005
318.842617506,1577.56739588,7.36363931672
319.142000246,1579.81553728,7.36506337065
319.441382985,1582.06384944,7.36648550746
319.740765724,1584.31233271,7.36790573268
320.040148464,1586.56098749,7.36932405182
320.339531203,1588.80981425,7.37074047042
320.638913943,1591.0588133,7.37215499391
320.938296682,1593.30798475,7.37356762754
321.237679422,1595.55732894,7.37497837672
321.537062161,1597.80684628,7.37638724685
321.836444901,1600.05654169,7.37779424616
322.13582764,1602.30641222,7.37919937789
322.435210379,1604.55645688,7.38060264652
322.734593119,1606.80667604,7.38200405734
323.033975858,1609.05706999,7.38340361559
323.333358598,1611.30763884,7.38480132636
323.632741337,1613.5583831,7.38619719497
323.932124077,1615.80930308,7.3875912266
324.231506816,1618.06039907,7.38898342638
324.530889556,1620.3116716,7.3903737996
324.830272295,1622.56312079,7.39176235124
325.129655034,1624.81474652,7.39314908612
325.429037774,1627.06654988,7.39453400981
325.728420513,1629.31853065,7.39591712703
326.027803253,1631.5706888,7.39729844259
326.327185992,1633.82302531,7.39867796191
326.626568732,1636.07554098,7.40005569029
326.925951471,1638.32823641,7.40143163287
327.22533421,1640.58111167,7.40280579444
327.52471695,1642.83416631,7.40417817948
327.824099689,1645.08740045,7.40554879276
328.123482429,1647.34081535,7.40691763976
328.422865168,1649.59441131,7.40828472535
328.722247908,1651.8481885,7.40965005428
329.021630647,1654.10214685,7.41101363114
329.321013387,1656.35628651,7.41237546066
329.620396126,1658.61060827,7.41373554791
329.919778865,1660.86511293,7.41509389796
330.219161605,1663.11980093,7.41645051564
330.518544344,1665.3746717,7.41780540515
330.817927084,1667.62972556,7.4191585712
331.117309823,1669.88496323,7.42051001874
331.416692563,1672.14038529,7.42185975262
331.716075302,1674.39599187,7.42320777736
332.015458042,1676.65178316,7.42455409754
332.314840781,1678.90775934,7.42589871771
332.61422352,1681.16392117,7.42724164274
332.91360626,1683.42026932,7.42858287741
333.212988999,1685.67680363,7.42992242601
333.512371739,1687.93352402,7.43126029288
333.811754478,1690.19043125,7.43259648278
334.111137218,1692.44752585,7.43393100037
334.410519957,1694.70480812,7.43526385015
334.709902697,1696.96227877,7.4365950368
335.009285436,1699.21993753,7.43792456446
335.308668175,1701.47778472,7.43925243756
335.608050915,1703.73582093,7.44057866071
335.907433654,1705.99404648,7.44190323829
336.206816394,1708.25246171,7.44322617473
336.506199133,1710.51106707,7.44454747448
336.805581873,1712.76986276,7.44586714181
337.104964612,1715.028849,7.44718518103
337.404347352,1717.28802632,7.44850159658
337.703730091,1719.54739513,7.44981639281
338.00311283,1721.80695523,7.45112957372
338.30249557,1724.06670677,7.4524411435
338.601878309,1726.32665096,7.4537511069
338.901261049,1728.58678888,7.45505946862
339.200643788,1730.84712089,7.4563662329
339.500026528,1733.10764694,7.45767140374
339.799409267,1735.36836673,7.45897498496
340.098792007,1737.62927982,7.46027698032
340.398174746,1739.89038725,7.46157739439
340.697557485,1742.15168977,7.46287623156
340.996940225,1744.4131874,7.46417349579
341.296322964,1746.67488038,7.46546919114
341.595705704,1748.93676923,7.46676332184
341.895088443,1751.19885475,7.46805589223
342.194471183,1753.46113762,7.46934690659
342.493853922,1755.72361771,7.4706363687
342.793236661,1757.98629481,7.47192428231
343.092619401,1760.24916964,7.47321065167
343.39200214,1762.51224278,7.47449548092
343.69138488,1764.77551454,7.47577877405
343.990767619,1767.03898558,7.47706053522
344.290150359,1769.30265642,7.47834076851
344.589533098,1771.56652681,7.47961947754
344.888915838,1773.83059759,7.48089666654
345.188298577,1776.09486953,7.48217233965
345.487681316,1778.35934221,7.48344650038
345.787064056,1780.62401526,7.48471915222
346.086446795,1782.88888923,7.48599029917
346.385829535,1785.15396479,7.48725994528
346.685212274,1787.4192426,7.48852809458
346.984595014,1789.68472358,7.48979475124
347.283977753,1791.95040718,7.49105991859
347.583360493,1794.21629403,7.49232360059
347.882743232,1796.4823846,7.49358580111
348.182125971,1798.74867909,7.49484652385
348.481508711,1801.01517803,7.4961057727
348.78089145,1803.28188203,7.49736355154
349.08027419,1805.54879151,7.49861986417
349.379656929,1807.81590635,7.49987471406
349.679039669,1810.08322691,7.50112810492
349.978422408,1812.35075373,7.50238004057
350.277805148,1814.61848735,7.5036305248
350.577187887,1816.8864276,7.50487956099
350.876570626,1819.15457534,7.5061271531
351.175953366,1821.42293096,7.5073733048
351.475336105,1823.69149435,7.50861801946
351.774718845,1825.96026611,7.50986130085
352.074101584,1828.22924706,7.51110315283
352.373484324,1830.498438,7.51234357924
352.672867063,1832.76783902,7.51358258353
352.972249803,1835.0374495,7.51482016873
353.271632542,1837.30727042,7.51605633874
353.571015281,1839.57730085,7.51729109642
353.870398021,1841.84754265,7.5185244461
354.16978076,1844.11799815,7.51975639239
354.4691635,1846.38866577,7.52098693774
354.768546239,1848.65954411,7.5222160847
355.067928979,1850.93063352,7.52344383673
355.367311718,1853.20193488,7.52467019762
355.666694458,1855.47344914,7.52589517112
355.966077197,1857.74517717,7.52711876098
356.265459936,1860.01711991,7.52834097092
356.564842676,1862.28927833,7.5295618047
356.864225415,1864.561658,7.53078126853
357.163608155,1866.83425409,7.531999363
357.462990894,1869.10706602,7.53321609101
357.762373634,1871.38009394,7.5344314558
358.061756373,1873.65333805,7.53564546066
358.361139113,1875.92679936,7.53685810928
358.660521852,1878.20047839,7.53806940508
358.959904591,1880.47437513,7.53927935119
359.259287331,1882.74848998,7.54048795095
359.55867007,1885.02282356,7.5416952078
359.85805281,1887.29737555,7.54290112466
360.157435549,1889.57214525,7.54410570425
360.456818289,1891.84713457,7.54530895066
360.756201028,1894.12234408,7.54651086726
361.055583767,1896.39777437,7.54771145742
361.354966507,1898.67342582,7.54891072437
361.654349246,1900.9492983,7.55010867106
361.953731986,1903.22539238,7.55130530084
362.253114725,1905.50170882,7.5525006171
362.552497465,1907.77824775,7.5536946229
362.851880204,1910.0550093,7.55488732131
363.151262944,1912.33198676,7.55607871178
363.450645683,1914.60918345,7.55726879904
363.750028422,1916.88660411,7.55845758851
364.049411162,1919.1642491,7.55964508333
364.348793901,1921.44211884,7.56083128665
364.648176641,1923.72021382,7.56201620164
364.94755938,1925.99853478,7.5631998316
365.24694212,1928.27708122,7.56438217917
365.546324859,1930.55585343,7.56556324739
365.845707599,1932.8348576,7.56674304234
366.145090338,1935.11408266,7.56792156117
366.444473077,1937.39353296,7.56909880899
366.743855817,1939.67321115,7.57027479001
367.043238556,1941.95311797,7.57144950745
367.342621296,1944.2332538,7.57262296435
367.642004035,1946.51361895,7.57379516366
367.941386775,1948.79421374,7.57496610837
368.240769514,1951.07503873,7.57613580156
368.540152254,1953.35609426,7.57730424619
368.839534993,1955.63738065,7.57847144519
369.138917732,1957.91889845,7.57963740162
369.438300472,1960.20064705,7.58080211793
369.737683211,1962.48262599,7.58196559662
370.037065951,1964.76483728,7.58312784146
370.33644869,1967.04728153,7.58428885548
370.63583143,1969.32995938,7.58544864174
370.935214169,1971.61287147,7.58660720325
371.234596909,1973.89601812,7.58776454288
371.533979648,1976.17939893,7.58892066312
371.833362387,1978.46301465,7.59007556702
372.132745127,1980.74686577,7.5912292575
372.432127866,1983.03095275,7.59238173745
372.731510606,1985.31527981,7.59353301165
373.030893345,1987.59984494,7.59468308171
373.330276085,1989.88464712,7.59583194977
373.629658824,1992.16968677,7.59697961864
373.929041564,1994.45496437,7.59812609118
374.228424303,1996.74048042,7.59927137025
374.527807042,1999.0262354,7.60041545868
374.827189782,2001.31222961,7.6015583592
375.126572521,2003.59846335,7.60270007454
375.425955261,2005.88493682,7.60384060737
375.725338,2008.17165066,7.60497996055
376.02472074,2010.45860423,7.60611813634
376.324103479,2012.74579888,7.60725513792
376.623486218,2015.03323514,7.60839096811
376.922868958,2017.32091348,7.60952562965
377.222251697,2019.6088344,7.61065912531
377.521634437,2021.8969984,7.61179145783
377.821017176,2024.18540595,7.61292262994
378.120399916,2026.47405756,7.61405264439
378.419782655,2028.76295371,7.61518150388
378.719165395,2031.05209491,7.61630921113
379.018548134,2033.34147716,7.61743576665
379.317930873,2035.63109978,7.61856117254
379.617313613,2037.92096944,7.61968543454
379.916696352,2040.21108584,7.62080855493
380.216079092,2042.50144858,7.62193053595
380.515461831,2044.7920576,7.62305137998
380.814844571,2047.08291371,7.62417108983
381.11422731,2049.37401848,7.62528966866
381.41361005,2051.66537256,7.62640711919
381.712992789,2053.95697528,7.62752344347
382.012375528,2056.24882724,7.62863864418
382.311758268,2058.54093042,7.62975272463
382.611141007,2060.83328304,7.63086568632
382.910523747,2063.1258857,7.63197753191
383.209906486,2065.41874001,7.6330882645
383.509289226,2067.71184707,7.63419788698
383.808671965,2070.00520761,7.63530640201
384.108054705,2072.29882126,7.63641381174
384.407437444,2074.59268679,7.63752011787
384.706820183,2076.88680384,7.63862532255
385.006202923,2079.18117455,7.6397294291
385.305585662,2081.47579609,7.64083243846
385.604968402,2083.77066066,7.64193434915
385.904351141,2086.06578062,7.64303516939
386.203733881,2088.36115572,7.64413490135
386.50311662,2090.65678587,7.6452335472
386.80249936,2092.95267152,7.64633110944
387.101882099,2095.24881319,7.64742759055
387.401264838,2097.54521141,7.64852299301
387.700647578,2099.84186668,7.6496173193
388.000030317,2102.13878042,7.65071057229
388.299413057,2104.43595362,7.65180275468
388.598795796,2106.73340221,7.65289387623
388.898178536,2109.03112053,7.65398393643
389.197561275,2111.32909715,7.65507293203
389.496944015,2113.62733331,7.6561608658
389.796326754,2115.92583024,7.65724774049
390.095709493,2118.2245888,7.65833355869
390.395092233,2120.52360961,7.65941832283
390.694474972,2122.82289302,7.66050203525
390.993857712,2125.12243936,7.66158469822
391.293240451,2127.42224923,7.66266631418
391.592623191,2129.72232286,7.66374688535
391.89200593,2132.0226549,7.66482641135
392.191388669,2134.32324939,7.66590489621
392.490771409,2136.62410816,7.66698234287
392.790154148,2138.92523331,7.66805875443
393.089536888,2141.22662556,7.66913413332
393.388919627,2143.52828503,7.67020848167
393.688302367,2145.83021183,7.67128180162
393.987685106,2148.13240608,7.67235409529
394.287067846,2150.43486789,7.6734253648
394.586450585,2152.73759816,7.67449561263
394.885833324,2155.04059761,7.67556484116
395.185216064,2157.34387239,7.67663305528
395.484598803,2159.64741657,7.67770025429
395.783981543,2161.95123055,7.67876644038
396.083364282,2164.2553147,7.67983161577
396.382747022,2166.55966944,7.68089578266
396.682129761,2168.8642952,7.68195894326
396.981512501,2171.16919244,7.68302109979
397.28089524,2173.47436158,7.68408225445
397.580277979,2175.77980307,7.68514240941
397.879660719,2178.08551801,7.68620156719
398.179043458,2180.39148285,7.68725971895
398.478426198,2182.6977129,7.68831687371
398.777808937,2185.00421815,7.68937303803
399.077191677,2187.31099755,7.69042821338
399.376574416,2189.61805097,7.69148240165
399.675957156,2191.92537899,7.69253560506
399.975339895,2194.23298215,7.69358782579
400.274722634,2196.54086104,7.69463906604
400.574105374,2198.84901622,7.695689328
400.873488113,2201.15744862,7.69673861401
401.172870853,2203.46615997,7.69778692676
401.472253592,2205.77513052,7.69883425922
401.771636332,2208.0843812,7.69988062279
402.071019071,2210.39391165,7.70092601919
402.370401811,2212.70372111,7.70197044998
402.66978455,2215.01380953,7.70301391701
402.969167289,2217.32417765,7.70405642249
403.268550029,2219.63482649,7.70509796876
403.567932768,2221.94575787,7.7061385585
403.867315508,2224.25697254,7.7071781939
404.166698247,2226.56847001,7.7082168766
404.466080987,2228.88024256,7.70925460496
404.765463726,2231.19229044,7.71029138096
405.064846466,2233.50462229,7.71132721032
405.364229205,2235.81723733,7.7123620945
405.663611944,2238.13013556,7.71339603533
405.962994684,2240.44331835,7.71442903525
406.262377423,2242.7567872,7.71546109672
406.561760163,2245.0705436,7.71649222222
406.861142902,2247.38458901,7.7175224142
407.160525642,2249.6989228,7.71855167416
407.459908381,2252.01354179,7.71958000247
407.75929112,2254.32841805,7.72060738853
408.05867386,2256.64357506,7.72163384457
408.358056599,2258.95902125,7.72265937608
408.657439339,2261.27475727,7.72368398514
408.956822078,2263.59078364,7.72470767371
409.256204818,2265.90710075,7.72573044372
409.555587557,2268.22370899,7.7267522971
409.854970297,2270.54060874,7.72777323575
410.154353036,2272.85780041,7.72879326158
410.453735775,2275.17528466,7.72981237662
410.753118515,2277.49305866,7.73083058134
411.052501254,2279.8111117,7.73184787277
411.351883994,2282.12945876,7.73286425921
411.651266733,2284.44809938,7.73387974216
411.950649473,2286.76703349,7.73489432328
412.250032212,2289.08626221,7.73590800479
412.549414952,2291.40578687,7.73692078893
412.848797691,2293.72560881,7.73793267799
413.14818043,2296.04572933,7.7389436742
413.44756317,2298.36614748,7.73995377882
413.746945909,2300.68686311,7.74096299347
414.046328649,2303.00786471,7.7419713148
414.345711388,2305.32915581,7.74297874602
414.645094128,2307.65074639,7.74398529312
414.944476867,2309.97263692,7.74499095796
415.243859607,2312.29482792,7.74599574239
415.543242346,2314.61731983,7.74699964825
