variable,spearman_altitude_error,prcc_altitude_error,spearman_velocity_error,prcc_velocity_error,spearman_fuel_margin,prcc_fuel_margin
thrust_multiplier,0.967549688742,0.993962087434,0.961351533788,0.992894539487,-0.891598289957,-0.982759312401
isp_multiplier,-0.204725118128,-0.905358922063,-0.226600165004,-0.907159482294,0.398352958824,0.927273043669
density_multiplier,-0.0302632565814,-0.198918000432,-0.0190894772369,-0.106154887768,0.00840171004275,0.0956893869064
