mission_success_strict_path,terminal_strict_success,q_ok,g_ok,dv_theoretical_m_s,dv_actual_m_s,losses_m_s,efficiency_percent
1,1,1,1,7735.35810159,9120.87666214,1385.51856055,84.809370723
